fm_fund_history_id ,fm_id,fund_id,vintage_year,region,sector,strategy,fund_size_amt,fund_currency,target_fund_size_amt,target_fund_size_currency
13177,6381,6420,1995,North America,TMT,Venture Capital / Growth Equity,80000000.0,USD,0.0,USD
20214,6381,8305,2004,North America,TMT,Venture Capital / Growth Equity,140000000.0,USD,0.0,USD
14443,6381,9222,2008,North America,TMT,Venture Capital / Growth Equity,81750000.0,USD,81750000.0,USD
4241,6381,12856,1999,North America,TMT,Venture Capital / Growth Equity,115000000.0,USD,0.0,USD
22137,6381,34846,2015,North America,TMT,Venture Capital / Growth Equity,71050000.0,USD,150000000.0,USD
10649,6381,34866,2020,North America,TMT,Venture Capital / Growth Equity,0.0,USD,150000000.0,USD
24981,15168,30467,2013,North America,Agribusiness,Venture Capital / Growth Equity,127000000.0,USD,200000000.0,USD
27652,15168,30467,2013,North America,TMT,Venture Capital / Growth Equity,127000000.0,USD,200000000.0,USD
27400,15168,36284,2019,North America,Agribusiness,Venture Capital / Growth Equity,285000000.0,USD,0.0,USD
25010,15168,36284,2019,North America,TMT,Venture Capital / Growth Equity,285000000.0,USD,0.0,USD
15736,15168,55753,2019,North America,Agribusiness,Venture Capital / Growth Equity,13000000.0,USD,13000000.0,USD
28393,15168,55753,2019,North America,TMT,Venture Capital / Growth Equity,13000000.0,USD,13000000.0,USD
29081,15168,58903,2021,North America,Agribusiness,Venture Capital / Growth Equity,0.0,USD,150000000.0,USD
15058,15168,58903,2021,North America,TMT,Venture Capital / Growth Equity,0.0,USD,150000000.0,USD
10981,1671,39481,2014,North America,Diversified,Mezzanine / Debt,411000000.0,USD,0.0,USD
2343,1671,39769,2020,North America,Diversified,Secondaries,200000000.0,USD,500000000.0,USD
3309,1671,46993,2018,North America,Diversified,Mezzanine / Debt,834000000.0,USD,0.0,USD
14772,1671,51366,2016,North America,Diversified,Mezzanine / Debt,16000000.0,USD,0.0,USD
8103,1671,53043,2020,North America,Diversified,Mezzanine / Debt,291000000.0,USD,0.0,USD
18358,1671,53044,2020,North America,Diversified,Mezzanine / Debt,35000000.0,USD,0.0,USD
27835,1671,60003,2021,North America,Diversified,Mezzanine / Debt,300000000.0,USD,750000000.0,USD
12485,1671,60244,2014,North America,Diversified,Mezzanine / Debt,14000000.0,USD,0.0,USD
5930,1671,60245,2021,North America,Diversified,Mezzanine / Debt,250000000.0,USD,0.0,USD
4751,19136,43372,2019,North America,Diversified,Buyout / Corporate Private Equity,80000000.0,USD,300000000.0,USD
29060,19136,55669,2020,North America,Diversified,Buyout / Corporate Private Equity,15000000.0,USD,0.0,USD
13184,19143,43446,2019,Central/Eastern Europe,Diversified,Mezzanine / Debt,30000000.0,USD,200000000.0,USD
2098,19143,43446,2019,North America,Diversified,Mezzanine / Debt,30000000.0,USD,200000000.0,USD
22642,19143,43446,2019,Western Europe,Diversified,Mezzanine / Debt,30000000.0,USD,200000000.0,USD
18332,11984,4061,2015,Central/Eastern Europe,Financial Services,Mezzanine / Debt,1195000000.0,EUR,1000000000.0,EUR
1362,11984,4061,2015,Central/Eastern Europe,Healthcare,Mezzanine / Debt,1195000000.0,EUR,1000000000.0,EUR
15759,11984,4061,2015,Central/Eastern Europe,Leisure,Mezzanine / Debt,1195000000.0,EUR,1000000000.0,EUR
29906,11984,4061,2015,Central/Eastern Europe,TMT,Mezzanine / Debt,1195000000.0,EUR,1000000000.0,EUR
10654,11984,4061,2015,Western Europe,Financial Services,Mezzanine / Debt,1195000000.0,EUR,1000000000.0,EUR
11154,11984,4061,2015,Western Europe,Healthcare,Mezzanine / Debt,1195000000.0,EUR,1000000000.0,EUR
26202,11984,4061,2015,Western Europe,Leisure,Mezzanine / Debt,1195000000.0,EUR,1000000000.0,EUR
23675,11984,4061,2015,Western Europe,TMT,Mezzanine / Debt,1195000000.0,EUR,1000000000.0,EUR
7454,11984,37435,2016,Western Europe,Diversified,Mezzanine / Debt,360000000.0,GBP,500000000.0,GBP
22011,11984,42579,2017,Central/Eastern Europe,Diversified,Mezzanine / Debt,3056000000.0,EUR,2500000000.0,EUR
11513,11984,42579,2017,Western Europe,Diversified,Mezzanine / Debt,3056000000.0,EUR,2500000000.0,EUR
25797,11984,42580,2017,Central/Eastern Europe,Diversified,Mezzanine / Debt,942000000.0,EUR,1000000000.0,EUR
17222,11984,42580,2017,Western Europe,Diversified,Mezzanine / Debt,942000000.0,EUR,1000000000.0,EUR
29054,11984,44330,2020,Asia-Pacific,Diversified,Mezzanine / Debt,111000000.0,EUR,0.0,EUR
28888,11984,44330,2020,Central/Eastern Europe,Diversified,Mezzanine / Debt,111000000.0,EUR,0.0,EUR
18971,11984,44330,2020,Latin America,Diversified,Mezzanine / Debt,111000000.0,EUR,0.0,EUR
1515,11984,44330,2020,Middle East/Africa,Diversified,Mezzanine / Debt,111000000.0,EUR,0.0,EUR
28356,11984,44330,2020,North America,Diversified,Mezzanine / Debt,111000000.0,EUR,0.0,EUR
3433,11984,44330,2020,Western Europe,Diversified,Mezzanine / Debt,111000000.0,EUR,0.0,EUR
1184,11984,50896,2020,Central/Eastern Europe,Diversified,Mezzanine / Debt,1750000000.0,EUR,2000000000.0,EUR
30421,11984,50896,2020,Western Europe,Diversified,Mezzanine / Debt,1750000000.0,EUR,2000000000.0,EUR
27284,11984,51703,2020,Central/Eastern Europe,Diversified,Mezzanine / Debt,782000000.0,USD,3000000000.0,USD
26138,11984,51703,2020,Western Europe,Diversified,Mezzanine / Debt,782000000.0,USD,3000000000.0,USD
28022,11984,52734,2020,Central/Eastern Europe,Diversified,Mezzanine / Debt,900000000.0,EUR,2500000000.0,EUR
11908,11984,52734,2020,Western Europe,Diversified,Mezzanine / Debt,900000000.0,EUR,2500000000.0,EUR
2894,14522,29147,2011,North America,TMT,Venture Capital / Growth Equity,35000000.0,USD,35000000.0,USD
23018,14522,29208,2013,North America,TMT,Venture Capital / Growth Equity,35000000.0,USD,35000000.0,USD
7967,14522,37994,2016,North America,Consumer Goods,Venture Capital / Growth Equity,35000000.0,USD,0.0,USD
20943,14522,37994,2016,North America,TMT,Venture Capital / Growth Equity,35000000.0,USD,0.0,USD
19512,14522,44621,2019,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
21951,14522,49275,2019,North America,Consumer Goods,Venture Capital / Growth Equity,0.0,USD,0.0,USD
16507,14522,49275,2019,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
7538,16237,32979,2015,North America,TMT,Venture Capital / Growth Equity,543920000.0,USD,750000000.0,USD
6590,16237,40519,2016,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
7760,16237,61561,2022,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
21532,16237,61628,2022,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
14988,16237,61678,2022,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
19497,16237,55850,2021,North America,TMT,Venture Capital / Growth Equity,3870000000.0,USD,0.0,USD
4947,16237,55901,2021,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
20533,16237,60861,2021,North America,TMT,Venture Capital / Growth Equity,26000000.0,USD,0.0,USD
3929,16237,61254,2021,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
24720,16237,61275,2022,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
13114,16237,54211,2020,North America,TMT,Venture Capital / Growth Equity,118740000.0,USD,0.0,USD
30122,16237,54217,2020,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
15327,16237,54317,2020,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
26798,16237,54582,2021,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
4037,16237,55515,2021,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
6045,16237,50912,2018,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
22016,16237,50913,2018,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
18733,16237,50914,2018,North America,TMT,Venture Capital / Growth Equity,249990000.0,USD,0.0,USD
4215,16237,50915,2018,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
750,16237,50916,2019,North America,TMT,Venture Capital / Growth Equity,41460000.0,USD,0.0,USD
8436,16237,50917,2019,North America,TMT,Venture Capital / Growth Equity,386010000.0,USD,0.0,USD
26349,16237,44163,2018,North America,TMT,Venture Capital / Growth Equity,706500000.0,USD,500000000.0,USD
13339,16237,44622,2019,North America,TMT,Venture Capital / Growth Equity,197000000.0,USD,0.0,USD
7323,16237,48577,2019,North America,TMT,Venture Capital / Growth Equity,2580000000.0,USD,1600000000.0,USD
24217,16237,50453,2020,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
25940,16237,50910,2016,North America,TMT,Venture Capital / Growth Equity,150470000.0,USD,150470000.0,USD
23697,16237,50911,2017,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
22622,14468,28961,2013,North America,TMT,Venture Capital / Growth Equity,1140000.0,USD,1900000.0,USD
27057,14468,43045,2014,North America,TMT,Venture Capital / Growth Equity,400000.0,USD,2500000.0,USD
21582,14468,43046,2015,North America,TMT,Venture Capital / Growth Equity,700000.0,USD,2500000.0,USD
18714,14468,43047,2016,North America,TMT,Venture Capital / Growth Equity,700000.0,USD,1000000.0,USD
566,14468,43048,2017,North America,TMT,Venture Capital / Growth Equity,885000.0,USD,5000000.0,USD
27699,14468,44723,2019,North America,TMT,Venture Capital / Growth Equity,0.0,USD,6000000.0,USD
16102,10317,30819,2011,North America,TMT,Venture Capital / Growth Equity,20500000.0,USD,30000000.0,USD
29764,10317,30820,2014,North America,TMT,Venture Capital / Growth Equity,85000000.0,USD,75000000.0,USD
20609,10317,32984,2014,North America,TMT,Fund of Funds / Co-Investment,30000000.0,USD,30000000.0,USD
28486,10317,35794,2016,North America,TMT,Venture Capital / Growth Equity,105000000.0,USD,100000000.0,USD
22168,10317,44727,2019,North America,TMT,Venture Capital / Growth Equity,0.0,USD,125000000.0,USD
15855,19412,51071,2019,North America,TMT,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
23950,19412,53504,2020,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
14582,19412,56287,2021,North America,TMT,Venture Capital / Growth Equity,0.0,USD,350000000.0,USD
6661,19412,56288,2018,North America,TMT,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
10340,19412,44737,2019,North America,TMT,Venture Capital / Growth Equity,56900000.0,USD,250000000.0,USD
30593,19412,44738,2019,North America,TMT,Venture Capital / Growth Equity,0.0,USD,20000000.0,USD
22079,19412,46857,2019,North America,TMT,Fund of Funds / Co-Investment,0.0,USD,0.0,USD
22088,19412,48346,2019,North America,TMT,Fund of Funds / Co-Investment,611000000.0,USD,0.0,USD
8062,13173,26177,2010,North America,Diversified,Buyout / Corporate Private Equity,220000000.0,USD,0.0,USD
24968,13173,44768,2019,North America,Diversified,Buyout / Corporate Private Equity,600000000.0,USD,0.0,USD
20157,13173,58826,2021,North America,Diversified,Fund of Funds / Co-Investment,136120000.0,USD,0.0,USD
28317,13173,32741,2015,North America,Diversified,Buyout / Corporate Private Equity,385000000.0,USD,0.0,USD
10826,13173,40404,2017,North America,Diversified,Buyout / Corporate Private Equity,165540000.0,USD,0.0,USD
10137,5348,3463,2012,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,150000000.0,USD,200000000.0,USD
17470,5348,3463,2012,North America,Diversified,Fund of Funds / Co-Investment,150000000.0,USD,200000000.0,USD
20221,5348,3463,2012,Western Europe,Diversified,Fund of Funds / Co-Investment,150000000.0,USD,200000000.0,USD
7245,5348,4180,2012,North America,Diversified,Fund of Funds / Co-Investment,157000000.0,USD,150000000.0,USD
23090,5348,4180,2012,Western Europe,Diversified,Fund of Funds / Co-Investment,157000000.0,USD,150000000.0,USD
11648,5348,4181,2012,Asia-Pacific,Diversified,Buyout / Corporate Private Equity,145000000.0,USD,0.0,USD
5873,5348,4181,2012,Central/Eastern Europe,Diversified,Buyout / Corporate Private Equity,145000000.0,USD,0.0,USD
10449,5348,4181,2012,Latin America,Diversified,Buyout / Corporate Private Equity,145000000.0,USD,0.0,USD
199,5348,4181,2012,Middle East/Africa,Diversified,Buyout / Corporate Private Equity,145000000.0,USD,0.0,USD
30442,5348,4181,2012,North America,Diversified,Buyout / Corporate Private Equity,145000000.0,USD,0.0,USD
24854,5348,4181,2012,Western Europe,Diversified,Buyout / Corporate Private Equity,145000000.0,USD,0.0,USD
15420,5348,9535,2007,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,120000000.0,USD,0.0,USD
1343,5348,9535,2007,North America,Diversified,Fund of Funds / Co-Investment,120000000.0,USD,0.0,USD
2147,5348,9535,2007,Western Europe,Diversified,Fund of Funds / Co-Investment,120000000.0,USD,0.0,USD
17649,5348,27055,2011,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,330000000.0,USD,0.0,USD
24334,5348,27055,2011,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,330000000.0,USD,0.0,USD
1957,5348,27055,2011,Latin America,Diversified,Fund of Funds / Co-Investment,330000000.0,USD,0.0,USD
4259,5348,27055,2011,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,330000000.0,USD,0.0,USD
2079,5348,28311,2013,North America,Diversified,Fund of Funds / Co-Investment,80000000.0,USD,400000000.0,USD
13506,5348,28311,2013,Western Europe,Diversified,Fund of Funds / Co-Investment,80000000.0,USD,400000000.0,USD
1587,5348,28505,2013,North America,Diversified,Mezzanine / Debt,80000000.0,USD,0.0,USD
21924,5348,44785,2019,North America,Diversified,Buyout / Corporate Private Equity,0.0,USD,30000000.0,USD
11355,5348,44785,2019,Western Europe,Diversified,Buyout / Corporate Private Equity,0.0,USD,30000000.0,USD
1186,5348,48569,2019,North America,Diversified,Buyout / Corporate Private Equity,0.0,USD,300000000.0,USD
15004,5348,49407,2019,North America,Diversified,Mezzanine / Debt,43900000.0,USD,100000000.0,USD
27234,5348,9785,2006,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,20600000.0,USD,0.0,USD
12741,5348,9785,2006,North America,Diversified,Fund of Funds / Co-Investment,20600000.0,USD,0.0,USD
9003,5348,9785,2006,Western Europe,Diversified,Fund of Funds / Co-Investment,20600000.0,USD,0.0,USD
15536,5348,9823,2003,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,32900000.0,USD,0.0,USD
15877,5348,9823,2003,North America,Diversified,Fund of Funds / Co-Investment,32900000.0,USD,0.0,USD
30569,5348,9823,2003,Western Europe,Diversified,Fund of Funds / Co-Investment,32900000.0,USD,0.0,USD
12768,5348,10242,2004,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,31100000.0,USD,0.0,USD
19805,5348,10242,2004,North America,Diversified,Fund of Funds / Co-Investment,31100000.0,USD,0.0,USD
19051,5348,10242,2004,Western Europe,Diversified,Fund of Funds / Co-Investment,31100000.0,USD,0.0,USD
24050,5348,10390,2007,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,20700000.0,USD,0.0,USD
12602,5348,10390,2007,North America,Diversified,Fund of Funds / Co-Investment,20700000.0,USD,0.0,USD
23776,5348,10390,2007,Western Europe,Diversified,Fund of Funds / Co-Investment,20700000.0,USD,0.0,USD
15364,5348,10702,2002,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,35300000.0,USD,0.0,USD
12987,5348,10702,2002,North America,Diversified,Fund of Funds / Co-Investment,35300000.0,USD,0.0,USD
16851,5348,10702,2002,Western Europe,Diversified,Fund of Funds / Co-Investment,35300000.0,USD,0.0,USD
1194,5348,10845,2005,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,35800000.0,USD,0.0,USD
14491,5348,10845,2005,North America,Diversified,Fund of Funds / Co-Investment,35800000.0,USD,0.0,USD
9807,5348,10845,2005,Western Europe,Diversified,Fund of Funds / Co-Investment,35800000.0,USD,0.0,USD
19875,12377,1177,2008,North America,Biotech / Life Science,Venture Capital / Growth Equity,3800000.0,USD,10000000.0,USD
16278,12377,1177,2008,North America,Consumer Goods,Venture Capital / Growth Equity,3800000.0,USD,10000000.0,USD
3009,12377,1177,2008,North America,TMT,Venture Capital / Growth Equity,3800000.0,USD,10000000.0,USD
21588,12377,1178,2011,North America,Biotech / Life Science,Venture Capital / Growth Equity,31400000.0,USD,10000000.0,USD
815,12377,1178,2011,North America,Consumer Goods,Venture Capital / Growth Equity,31400000.0,USD,10000000.0,USD
9581,12377,1178,2011,North America,TMT,Venture Capital / Growth Equity,31400000.0,USD,10000000.0,USD
12054,12377,40036,2011,North America,Biotech / Life Science,Venture Capital / Growth Equity,0.0,USD,0.0,USD
7314,12377,40036,2011,North America,Consumer Goods,Venture Capital / Growth Equity,0.0,USD,0.0,USD
20883,12377,40036,2011,North America,TMT,Venture Capital / Growth Equity,0.0,USD,0.0,USD
14275,12377,44854,2019,North America,Business Services,Venture Capital / Growth Equity,7000000.0,USD,0.0,USD
17517,12377,44854,2019,North America,Consumer Goods,Venture Capital / Growth Equity,7000000.0,USD,0.0,USD
24744,12377,44854,2019,North America,TMT,Venture Capital / Growth Equity,7000000.0,USD,0.0,USD
17669,13554,44961,2019,Asia-Pacific,Biotech / Life Science,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
15041,13554,44961,2019,Asia-Pacific,TMT,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
28512,13554,44961,2019,Central/Eastern Europe,Biotech / Life Science,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
21552,13554,44961,2019,Central/Eastern Europe,TMT,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
17163,13554,44961,2019,Middle East/Africa,Biotech / Life Science,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
10692,13554,44961,2019,Middle East/Africa,TMT,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
18967,13554,44961,2019,North America,Biotech / Life Science,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
8187,13554,44961,2019,North America,TMT,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
3647,13554,44961,2019,Western Europe,Biotech / Life Science,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
3942,13554,44961,2019,Western Europe,TMT,Venture Capital / Growth Equity,0.0,USD,300000000.0,USD
10776,8330,2995,2012,North America,Consumer Goods,Buyout / Corporate Private Equity,40250000.0,USD,300000000.0,USD
5749,8330,8651,2006,North America,Consumer Goods,Buyout / Corporate Private Equity,225000000.0,USD,225000000.0,USD
23709,8330,35484,2015,North America,Consumer Goods,Buyout / Corporate Private Equity,200150000.0,USD,300000000.0,USD
10274,8330,44972,2019,North America,Consumer Goods,Buyout / Corporate Private Equity,0.0,USD,250000000.0,USD
8043,6862,5297,1993,North America,Other,Buyout / Corporate Private Equity,250000000.0,USD,0.0,USD
29637,6862,8701,1984,North America,Other,Buyout / Corporate Private Equity,0.0,USD,0.0,USD
19874,6862,15871,1999,North America,Other,Buyout / Corporate Private Equity,354000000.0,USD,0.0,USD
6701,6862,24154,2012,North America,Other,Buyout / Corporate Private Equity,672000000.0,USD,750000000.0,USD
2400,6862,24155,2006,North America,Other,Buyout / Corporate Private Equity,500000000.0,USD,500000000.0,USD
362,6862,44973,2019,North America,Other,Buyout / Corporate Private Equity,0.0,USD,700000000.0,USD
12664,6701,1335,2011,Asia-Pacific,Clean Tech / Renewable,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
4048,6701,1335,2011,Asia-Pacific,Consumer Goods,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6236,6701,1335,2011,Asia-Pacific,Energy / Oil & Gas,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
26422,6701,1335,2011,Asia-Pacific,Healthcare,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
18884,6701,1335,2011,Asia-Pacific,Industrials,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
12948,6701,1335,2011,Asia-Pacific,Leisure,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
20968,6701,1335,2011,Asia-Pacific,Retail,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
16248,6701,1335,2011,Asia-Pacific,TMT,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
23619,6701,1335,2011,Asia-Pacific,Transport,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
6128,6701,1335,2011,North America,Clean Tech / Renewable,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
3532,6701,1335,2011,North America,Consumer Goods,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
24279,6701,1335,2011,North America,Energy / Oil & Gas,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
23019,6701,1335,2011,North America,Healthcare,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
25165,6701,1335,2011,North America,Industrials,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
13805,6701,1335,2011,North America,Leisure,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
27762,6701,1335,2011,North America,Retail,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
4081,6701,1335,2011,North America,TMT,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
8932,6701,1335,2011,North America,Transport,Venture Capital / Growth Equity,2040000000.0,USD,2000000000.0,USD
18422,6701,4850,2013,Asia-Pacific,Diversified,Buyout / Corporate Private Equity,3300000000.0,USD,3500000000.0,USD
7199,6701,5760,2003,Asia-Pacific,Diversified,Buyout / Corporate Private Equity,5800000000.0,USD,0.0,USD
22525,6701,5760,2003,Central/Eastern Europe,Diversified,Buyout / Corporate Private Equity,5800000000.0,USD,0.0,USD
23899,6701,5760,2003,Latin America,Diversified,Buyout / Corporate Private Equity,5800000000.0,USD,0.0,USD
25447,6701,5760,2003,Middle East/Africa,Diversified,Buyout / Corporate Private Equity,5800000000.0,USD,0.0,USD
7784,6701,5760,2003,North America,Diversified,Buyout / Corporate Private Equity,5800000000.0,USD,0.0,USD
13813,6701,5760,2003,Western Europe,Diversified,Buyout / Corporate Private Equity,5800000000.0,USD,0.0,USD
25009,6701,6404,2005,Asia-Pacific,Diversified,Buyout / Corporate Private Equity,1561000000.0,USD,0.0,USD
28269,6701,6529,2006,Asia-Pacific,Diversified,Buyout / Corporate Private Equity,15372000000.0,USD,10000000000.0,USD
23989,6701,6529,2006,Central/Eastern Europe,Diversified,Buyout / Corporate Private Equity,15372000000.0,USD,10000000000.0,USD
12831,6701,6529,2006,Latin America,Diversified,Buyout / Corporate Private Equity,15372000000.0,USD,10000000000.0,USD
21252,6701,6529,2006,Middle East/Africa,Diversified,Buyout / Corporate Private Equity,15372000000.0,USD,10000000000.0,USD
2986,6701,6529,2006,North America,Diversified,Buyout / Corporate Private Equity,15372000000.0,USD,10000000000.0,USD
12090,6701,6529,2006,Western Europe,Diversified,Buyout / Corporate Private Equity,15372000000.0,USD,10000000000.0,USD
21976,6701,6735,1993,Asia-Pacific,Diversified,Buyout / Corporate Private Equity,721000000.0,USD,500000000.0,USD
15155,6701,6735,1993,Central/Eastern Europe,Diversified,Buyout / Corporate Private Equity,721000000.0,USD,500000000.0,USD
2972,6701,6735,1993,Latin America,Diversified,Buyout / Corporate Private Equity,721000000.0,USD,500000000.0,USD
12256,6701,6735,1993,Middle East/Africa,Diversified,Buyout / Corporate Private Equity,721000000.0,USD,500000000.0,USD
28227,6701,6735,1993,North America,Diversified,Buyout / Corporate Private Equity,721000000.0,USD,500000000.0,USD
15657,6701,6735,1993,Western Europe,Diversified,Buyout / Corporate Private Equity,721000000.0,USD,500000000.0,USD
10812,6701,61951,2022,North America,Diversified,Buyout / Corporate Private Equity,0.0,USD,3000000000.0,USD
15426,6701,57712,2021,North America,Diversified,Buyout / Corporate Private Equity,0.0,USD,0.0,USD
6292,6701,61064,2022,Asia-Pacific,Business Services,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
9563,6701,61064,2022,Asia-Pacific,Diversified,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
759,6701,61064,2022,Asia-Pacific,Financial Services,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
10539,6701,61064,2022,Asia-Pacific,Healthcare,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
8926,6701,61064,2022,Asia-Pacific,Retail,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
856,6701,61064,2022,Asia-Pacific,TMT,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
2768,6701,61064,2022,Central/Eastern Europe,Business Services,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
15596,6701,61064,2022,Central/Eastern Europe,Diversified,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
888,6701,61064,2022,Central/Eastern Europe,Financial Services,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
3000,6701,61064,2022,Central/Eastern Europe,Healthcare,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
20137,6701,61064,2022,Central/Eastern Europe,Retail,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
16880,6701,61064,2022,Central/Eastern Europe,TMT,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
11286,6701,61064,2022,Middle East/Africa,Business Services,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
10135,6701,61064,2022,Middle East/Africa,Diversified,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
11412,6701,61064,2022,Middle East/Africa,Financial Services,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
87,6701,61064,2022,Middle East/Africa,Healthcare,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
11430,6701,61064,2022,Middle East/Africa,Retail,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
26957,6701,61064,2022,Middle East/Africa,TMT,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
4378,6701,61064,2022,North America,Business Services,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
5250,6701,61064,2022,North America,Diversified,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
28396,6701,61064,2022,North America,Financial Services,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
25192,6701,61064,2022,North America,Healthcare,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
21840,6701,61064,2022,North America,Retail,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
23128,6701,61064,2022,North America,TMT,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
4079,6701,61064,2022,Western Europe,Business Services,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
6964,6701,61064,2022,Western Europe,Diversified,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
5168,6701,61064,2022,Western Europe,Financial Services,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
270,6701,61064,2022,Western Europe,Healthcare,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
16359,6701,61064,2022,Western Europe,Retail,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
28788,6701,61064,2022,Western Europe,TMT,Buyout / Corporate Private Equity,0.0,USD,18500000000.0,USD
1745,6701,61605,2022,Asia-Pacific,Diversified,Buyout / Corporate Private Equity,0.0,USD,6000000000.0,USD
25486,6701,61606,2022,North America,Healthcare,Venture Capital / Growth Equity,0.0,USD,0.0,USD
20881,6701,47324,2019,North America,Diversified,Buyout / Corporate Private Equity,1000000000.0,USD,0.0,USD
20661,6701,48303,2019,North America,Diversified,Buyout / Corporate Private Equity,0.0,USD,0.0,USD
