investor_id,investor_name
1186,Broadhaven Capital Partners
1187,Breadline Capital
1188,Brock University Endowment
1189,Brooklyn Bridge Ventures
1190,"Brooks, Houghton & Company"
1191,Brookside Capital
1192,Bruton Parish Church Endowment Fund
1193,Bryant University Endowment
1194,BT Group 401(K) Profit Sharing Plan
1195,BTG Pactual Global Asset Management
1196,Buchanan Investments
1197,Buffalo Ridge Capital
1198,Build Ventures
1199,Bull City Venture Partners
1200,Bulldog Innovation Group
1201,Bullish
1202,Bunting Family Foundation
1203,Burnt Island Ventures
1204,Burton D. Morgan Foundation
1205,Butler County Employees' Retirement System
1206,Butler Family Fund
1207,Butler University Endowment
1208,C.P. Baker
1209,Caerus Foundation
1210,Caerus Ventures
1211,Cairngorm Capital
1212,Cal Poly Pomona Foundation
1213,Calibrate Capital Partners
1214,Calibrate Ventures
1215,California Academy of Sciences Endowment
1216,California Capital Partners
1217,California Institute for Quantitative Biosciences
1218,"California State University, Northridge Foundation"
1219,California Technology Ventures
1220,Cambridge Capital
1221,Cambridge Capital Investments
1222,Cambridge Innovations
1223,Campfire Capital
1224,Campus Founders Fund
1225,Canum Capital Partners
1226,Canyon Creek Capital
1227,Cape Securities
1228,Capella Partners
1229,Capital Advisors (Southborough)
1230,Capital Alignment Partners
1231,Capital Indigo
1232,Capital Innovations
1233,Capital Innovators
1234,Capital Solutions
1235,Capital Valley Ventures
1236,CapitalT
1237,CAPITOLAccelerator
1238,CapX Partners
1239,Carbon Ventures
1240,Cardinal Venture Capital
1241,Carl & Roberta Deutsch Foundation
1242,Carlson Family Foundation
1243,Carmel Capital Partners
1244,Carnrite Ventures
1245,Carrie Estelle Doheny Foundation
1246,Cartel Equity Fund
1247,Carthage Capital Group
1248,Casa Verde Capital
1249,Cassius Family
1250,Castile Ventures
1251,Castletop Capital
1252,Catalys Pacific
1253,Catalyst Health Ventures
1254,Catamount Ventures
1255,Catlin Insurance Company
1256,Cava Capital
1257,Cayuga Venture Fund
1258,CB Health Ventures
1259,CCC Investment Banking
1260,Cedar Springs Capital
1261,Celtic House Asia Partners
1262,Cemerfire Capital
1263,Centers for Medicare & Medicaid Services
1264,CentraCare Health System
1265,Central Illinois Angels
1266,Centre Palisades Ventures
1267,Centrica Innovations
1268,CEO Ventures
1269,Cephas Capital
1270,Ceres Partners
1271,Ceres Trust
1272,Change Ventures
1273,Charles K. Blandin Foundation
1274,Chase Mertitt
1275,Chatham University Endowment
1276,Checketts Partners Investment Management
1277,Cherry Tree & Associates
1278,Chimu Gudiya Foundation
1279,Chirisa Investments
1280,Chowning Group
1281,Cibolo Creek Partners
1282,CIC (Buildings and Property)
1283,Ciel Capital
1284,CIG Capital Advisors
1285,Cincinnatus Partners
1286,CincyTech
1287,Cisco Systems Foundation
1288,Citibank Group
1289,City Different Investments
1290,City Hill Ventures
1291,City Light Capital
1292,City of Charlottesville Retirement System
1293,City of Longmont General Employees' Retirement Pension Fund
1294,City Side Ventures
1295,Civilization Ventures
1296,Claneil Foundation
1297,Clarkson University Endowment
1298,Clayton Associates
1299,Clean Energy Venture Group
1300,Clean Energy Ventures
1301,CleanTek Venture Capital
1302,ClearPoint Investment Pan:ners
1303,Clearvision Ventures
1304,Cleveland Avenue
1305,Cleveland State University Foundation
1306,Click Ventures (New York)
1307,Clinton Foundation
1308,Cloquet Capital Partners
1309,Cloud Apps Capital Partners
1310,Clout Capital
1311,CMS Fund Advisers
1312,Coal Hill Ventures
1313,Coastal Management Group
1314,Cobre Capital
1315,Coddle Creek Capital
1316,Cogito Capital (Canada)
1317,Cogito Capital Partners
1318,Cognios Capital (Certain Assets)
1319,Cognitiv Ventures
1320,Cohen Investment Advisors
1321,Coliseum Reinsurance Company
1322,Collab Studio
1323,Colle Capital Partners
1324,Colorado State
1325,Colorcon
1326,Columbia Gardens
1327,Combine
1328,Comet labs
1329,Commerce Street Holdings
1330,Commerce Ventures
1331,Community Investment Corporation
1332,Community Needs
1333,Compass Technology Partners
1334,Comverse Investments
1335,Concentric Investment Partners
1336,Concordia University Foundation
1337,Concrete Ventures
1338,Concur Perfect Trip Fund
1339,Conductive Ventures
1340,Conexus Venture Capital Fund
1341,Connectivity Ventures Fund
1342,Connetic Ventures
1343,Conrad Capital Management
1344,Conscious Endeavors
1345,Consensys Mesh
1346,Conservation International Ventures
1347,Construction Financial Services
1348,Contemporary Art Partners L.P.
1349,Context Capital Partners
1350,Continental Realty Corporation
1351,Convergent Ventures
1352,Coolhouse Labs
1353,Coopera Fund
1354,Cooperative For Assistance And Relief Everywhere
1355,Coral OeFi
1356,Corporate Fuel
1357,Corsa Ventures
1358,Corvin Capital
1359,Costella Kirsch
1360,Cotsen Foundation for the Art of Teaching
1361,Cottonwood Technology Fund
1362,Counterpart Ventures
1363,Counterview Capital
1364,Covenant College Foundation
1365,Craft3
1366,Cranberry Capital
1367,Crawley Ventures
1368,Creative Ventures
1369,Credo Ventures
1370,Crescent Hill Capital (PINX: SCNA)
1371,Crestlight Venture
1372,Crestline-Kirchner Private Equity Group
1373,Croft & Bender
1374,Crohn's & Colitis Foundation
1375,Cross Border Investment Management
1376,Crosscut Ventures
1377,Crown Capital Partners (TSE: CRWN)
1378,Crush Ventures
1379,CSAA Insurance Group
1380,CSK Venture Capital Company
1381,CSU Ventures
1382,CU Healthcare Innovation Fund
1383,Cube @Midtown
1384,Curative Ventures
1385,Custom Private Equity
1386,CVA Partners
1387,CVS Health Ventures
1388,Cycle Momentum
1389,Cycle Venture Partners
1390,Cypf Manager
1391,Cypress Growth Capital
1392,D1ASP0RA
1393,Dace Ventures
1394,Dakota Pacific
1395,Dakota Venture Group
1396,Daniel Rosensweig
1397,DataElite
1398,Dauphin Capital Partners
1399,David and Laura Merage Foundation
1400,David Falk
1401,David Morin
1402,Davis Medical Investors
1403,Day One Ventures
1404,Day View Capital Partners
1405,Dayton Development Coalition
1406,De Beaumont Foundation
1407,Decisive Point
1408,Deerfield Capital
1409,DEFTA Partners
1410,Delaski Family Foundation
1411,Delaware State University Foundation
1412,Delta Dental of Pennsylvania
1413,Delta Lloyds Insurance Company of Houston
1414,Demos Capital
1415,Denver Angels
1416,Designer Fund
1417,Detroit Diesel
1418,Detroit Venture Partners
1419,Develop Michigan
1420,Devereux Foundation
1421,Devlabs
1422,DH Capital
1423,Diamond Gold Investors
1424,Diamond Tech Ventures
1425,Diamond Ventures (Atlanta)
1426,Diane & Norman Bernstein Foundation
1427,Oigi Ventures
1428,Digital Irish Angels
1429,Digital Partners
1430,Digitalis Ventures
1431,Oigitech Venture Capital Fund
1432,digiTx
1433,Oipalo Ventures
1434,District Ventures Capital
1435,Divergent Ventures
1436,Diversification Partners
1437,DMC Capital Funding
1438,Doane University Endowment
1439,Decomo Innovations
1440,Dolby Family Ventures
1441,Donovan Ventures
1442,Doris & Donald Fisher Fund
1443,Double M Partners
1444,Double Time Capital
1445,DoubleRock
1446,Dove Capital Partners
1447,OP Asset Management
1448,Dragon Venture
1449,Dragonvest Partners
1450,Drake Partners
1451,Draper Athena
1452,Draper Dragon
1453,Draper Triangle Ventures
1454,Dreamfield Capital
1455,Dreamit Ventures
1456,Drew Bernard
1457,Drobny Capital
1458,dRx Capital
1459,Duffield Family Foundation
1460,Dunn Family Foundation
1461,Dunn's Foundation for the Advancement of Right Thinking
1462,DunRobin Ventures
1463,Dynamk Capital
1464,E. Griswold Trust f/b/o E. Boyer College of Music of Temple University
1465,Early Stage Partners
1466,Earth Equity Advisors
1467,East Carolina University Foundation
1468,East Hill Capital Partners
1469,East Tennessee State University Foundation
1470,Eastern New York Angels
1471,Eastern Virginia Medical School Endowment
1472,Easton Capital Investment Group
1473,Eaton Square
1474,eBay Foundation
1475,Echo Capital
1476,Echoing Green
1477,Ecliptic Capital
1478,EcoEnterprises Fund
1479,Edelson Technology Partners
1480,Eden Capital (Texas)
1481,EDF Ventures
1482,EES Ventures
1483,eFund (Angel investing)
1484,Egan-Managed Capital
1485,EGL Ventures
1486,Eglinton Capital Partners
1487,Eight Bar Partners
1488,eighteen 94 capital
1489,Eighty-Seven Capital (US)
1490,ElI Capital Management
1491,Eisai Innovation
1492,EJT Holdings
1493,elab Ventures
1494,Elandis
1495,Elemental Excelerator
1496,Elevate Capital
1497,Elevation Ventures
1498,Elixir Capital
1499,Ellen Levy
1500,Ellen Pao
1501,Elm Street Ventures
1502,Elysium Venture Capital
1503,Embark Healthcare
1504,Embark Ventures
1505,Embry-Riddle Aeronautical University Endowment
1506,Emerald Park Capital
1507,Emerge Commerce (TSX: ECOM)
1508,Emergent Medical Partners
1509,Emerillon Capital
1510,Emigrant Capital
1511,Endure Capital
1512,Enerdigm
1513,Energy Foundry
1514,Energy Innovation Capital
1515,ENGiE New Ventures
1516,Engineering Capital
1517,Ensign Peak Advisors
1518,Enterprise Florida
1519,Enterprise Holdings Ventures
1520,EnterVentures
1521,Entrada Ventures
1522,Entrenext Ventures
1523,Entrepreneurial Development Center
1524,Envest Private Equity
1525,Envision Ventures
1526,Epic BioVentures
1527,ePlanet Capital
1528,Epsilon Asset Management
1529,Equator Capital Partners
1530,Equifin Capital (GREY: EQUI)
1531,Equinor Ventures
1532,Esalen Ventures
1533,ESO Fund
1534,ESP Capital
1535,Essence Venture Capital
1536,Essex High Technology Fund
1537,Eugene & Agnes E. Meyer Foundation
1538,Europlay Capital Advisors
1539,EVC Ventures
1540,Everett Cash Mutual Insurance Company
1541,Evergreen Climate Innovations
1542,Evidity Health Capital
1543,Evolv Ventures
1544,Ewing Asset Management
1545,Excel Venture Management
1546,Excell Partners
1547,Explore Edmonton Corporation
1548,Extol Capital
1549,F & F Fund Manager
1550,F50
1551,FATechnology Ventures
1552,Fabrica Ventures
1553,Fabrice Grinda
1554,Falkon Ventures
1555,Family Wealth Consulting Group
1556,Far East National Bank
1557,Fastbreak Ventures
1558,Fathom Capital
1559,Featheringill Capital
1560,Federal Economic Development Agency for Southern Ontario
1561,Felix Investments
1562,Female Founders Fund
1563,Ferro Management Group
1564,FG Financial Group (NAS: FGF)
1565,Fifty Years
1566,Fika Ventures
1567,Finance Authority of Maine
1568,Finaventures
1569,FINCA Ventures
1570,FinOev Canada
1571,FinTech Ventures Fund
1572,Firebolt Ventures
1573,First Avenue Partners (Family Office)
1574,First Beverage Group
1575,First Equity Funding
1576,First Star Ventures
1577,First Stone Venture Partners
1578,Firsthand Capital Management
1579,FirstMile Ventures
1580,Fitz Gate Ventures
1581,Fjord Ventures
1582,Flamboyan Foundation
1583,Flinn Foundation
1584,Flora Family Foundation
1585,Florida Agricultural and Mechanical University Foundation
1586,Florida Opportunity Fund
1587,Fluor Foundation
1588,Flying L Partners
1589,Flying W Capital
1590,Flyover Capital
1591,FM Capital (First Move Capital)
1592,Follow [the] Seed
1593,Fonds Ecofuel
1594,Footwork
1595,For Good Ventures
1596,Ford Motor Company Fund
1597,Forentis Fund
1598,Forepont Capital Partners
1599,Foresight Ventures
1600,Fortaleza Asset Management
1601,Foundation at New Jersey Institute of Technology
1602,Foundation for Food and Agriculture Research
1603,Foundation Investment Partners
1604,Foundation Venture Capital Group
1605,Founder Collective
1606,Founder Equity
1607,Founders Equity
1608,Founders· Co·op
1609,FoundersGuild
1610,Fountainhead Investment Partners
1611,Four Dimensional Partners
1612,Franklin University Endowment
1613,Frantz Medical Ventures
1614,Frazier Group
1615,Frazier Technology Ventures
1616,Fresh Source Capital
1617,FreshTracks Capital
1618,Friedman Family Foundation
1619,Friends and Family Capital
1620,Friends Life Care
1621,Fringe Benefit Life Insurance Company
1622,Frontier Ventures
1623,Frost Data Capital
1624,Fuel Capital
1625,Fulcrum Energy Capital
1626,Fund for Arkansas' Future
1627,Fund II Foundation
1628,Funk Ventures
1629,Furthur Fund
1630,Fusion Fund
1631,Future Africa
1632,G2 Investment Group
1633,G20 Ventures
1634,G2T3V
1635,Galaxy Realty Capital
1636,Galway University Foundation
1637,Gambit Ventures
1638,Garage Technology Ventures
1639,Garber Venture Capital Center
1640,Garden District Ventures
1641,Gary And Mary West Foundation
1642,Gaston Capital Partners
1643,Gather Ventures
1644,GBS Finance
1645,GC Ventures
1646,GC VR Gaming Tracker Fund
1647,Geekdom Fund
1648,Generation Asset Management
1649,Generation PMCA
1650,Generator Ventures
1651,Genes:ys Capital
1652,George and Fay Young Foundation
1653,George Hoag Family Foundation
1654,Georgia Department of Economic Developement
1655,Gerken Capital Associates
1656,Germin8 Ventures
1657,GHP Advisors
1658,Gibraltar Ventures (Toronto)
1659,GIC Group
1660,Gill Foundation
1661,GIMEL Tech Ventures
1662,GJG Life Sciences
1663,Glasswing Ventures
1664,Glencrest Global
1665,Global Al Internet Freedom Fund
1666,Global Coin Ventures
1667,Global Health Impact Fund
1668,Global Health Investment Fund
1669,Global Innovation Fund
1670,Global One Investments
1671,Global Partnerships
1672,Global Public Offering Fund
1673,Global Reinsurance Corporation of America
1674,Global Value Investment
1675,Globevestor
1676,GoAhead Ventures
1677,Goat Capital
1678,Golden Angels Investors
1679,Golden Eagle Insurance
1680,Golden Seeds
1681,Golden Spruce Capital
1682,Golden Ventures
1683,GoldenSet Capital Partners
1684,Goldhirsh Foundation
1685,Goldman Sachs BDC (NYS: GSBD)
1686,Good Al Capital
1687,Good Samaritan Hospital Foundation
1688,Gordon Family Foundation
1689,Gotham Ventures
1690,Governing Dynamics
1691,GoVision Ventures
1692,Govtech Fund
1693,GP Bullhound
1694,GPL Ventures
1695,GPS Capital Management
1696,GRA Venture Fund
1697,Grace Capital Management
1698,Grace Foundation
1699,Grand Challenges Canada
1700,Grand Valley State University Endowment
1701,GrandBanks Capital
1702,Granite Hill Capital Partners
1703,Gratitude Railroad
1704,Gravity Ranch
1705,Gray Ghost Ventures
1706,Gray Matters Capital
1707,Grayhawk Capital
1708,Grays Peak Capital
1709,Great Mountain Partners
1710,Great Oaks Venture Capital
1711,Great White Shark
1712,Greater Colorado Venture Fund
1713,Greehey Family Foundation
1714,Green Acre Capital
1715,Green Brook Capital Management
1716,Green Park & Golf Ventures
1717,Green Visor Capital
1718,Greenbell Ventures
1719,Greener Capital
1720,Greenhall Capital Partners
1721,GreenHawk Corporation
1722,Greenleaf Capital Partners
1723,Greenline Ventures
1724,Greenmont Capital Partners
1725,GreenRock Asset Management
1726,GreenSoil Investments (Israel)
1727,Greensoil Proptech Ventures
1728,Greer Capital Advisors
1729,Grey Sky Venture Partners
1730,Grishin Robotics
1731,Grit Capital Partners
1732,Gron Ventures
1733,Gross Foundation
1734,Groundswell Ventures
1735,Growth Capital Management
1736,GrowthWorks
1737,Grupo Guayaciin
1738,GS Futures
1739,GSTVC
1740,Guardian Realty Investors
1741,Gulfstream Capital (Tennessee)
1742,gumi Cryptos Capital
1743,GVACapital
1744,GVP Global
1745,Gwyneth Paltrow
1746,Habeeb Capital
1747,Hack Fund
1748,Hackers/Founders
1749,Hadley Capital
1750,Hale Capital Partners
1751,Hall Venture Partners
1752,HALLEYVenture Partners
1753,Halogen Ventures
1754,Hamilton Clark
1755,Hamilton Point Investments
1756,Hamilton Ridge Capital
1757,Hamline University Endowment
1758,Hampshire College Endowment
1759,Hany Nada
1760,Hardware Club
1761,Hargett Hunter Capital Partners
1762,Harlem Capital Partners
1763,Harlingwood Equity Partners
1764,Harlo Entertainment
1765,Harloff Capital Management
1766,Harmony Capital Management
1767,Harold & Arlene Schnitzer Care Foundation
1768,Harpoon
1769,Harvest Capital Credit BOC
1770,Harvest Funds Management
1771,HawksHead Capital
1772,Hayan Health Networks
1773,Hayashi & Wayland
1774,HCA Foundation
1775,HCAP Partners
1776,HCS Capital
1777,Headwaters MB
1778,Healmed Solutions
1779,Health Catalyst Capital Management
1780,Health Foundation For Western & Central New York
1781,Health Velocity Capital
1782,Health2047 Capital Partners
1783,Healthcare Georgia Foundation
1784,Healthcare Innovation Fund
1785,HealthTrain Ventures
1786,HealthX Ventures
1787,Healthy Ventures
1788,Hedco Foundation
1789,Helios Capital Ventures
1790,Hella Ventures
1791,Helmsman Collective
1792,Hemi Ventures
1793,Henderson Equity Partners
1794,Herald Investment Management
1795,Hercules Investments
1796,Heritage Capital Ventures
1797,Heron Capital
1798,Herrick Foundation
1799,Heuristic Capital Partners
1800,High Country Venture
1801,High Tide Foundation
1802,Highcrest Capital
1803,HighGear Ventures
1804,Hillson Financial Management
1805,Hillsven
1806,Himel Capital
1807,Hinge Capital
1808,Hippocrates Ventures
1809,Hitchcock Foundation
1810,Hivers & Strivers
1811,HOF Village (NAS: HOFV)
1812,Holy Redeemer Health System Pension
1813,Homebrew
1814,Honeywell Ventures
1815,HOOPP Capital Partners
1816,Hopen Life Science Ventures
1817,Horizon Partners
1818,Horizon Ventures
1819,Hospital for Special Surgery Endowment
1820,Houston Ventures
1821,Howard Charitable Foundation
1822,Hub Angels Investment Group
1823,Hudson River Capital Holdings
1824,HudsonAlpha Institute for Biotechnology
1825,Human Ventures
1826,Humanitas Smart Planet Systems
1827,Humanity United
1828,Humbition
1829,Hunter Street Partners
1830,Huntington Ventures
1831,Huron River Ventures
1832,Hutensky Capital Partners
1833,Hv Fund I Management Co
1834,Hy-Vee and Affiliates' Benefit Plan And Trust
1835,Hyde Park Venture Partners
1836,Hydro-Quebec CapiTec
1837,i-Hatch Ventures
1838,i2E
1839,lacocca Family Foundation
1840,Icahn Enterprises (NAS: IEP)
1841,iD Ventures America
1842,Idea Foundry
1843,IDEA Fund Partners
1844,Ideas & Capital
1845,IDP Foundation
1846,IDrive Ventures
1847,iFly.vc
1848,Ignite Farm
1849,lkove
1850,1llinois Government
1851,Illinois Institute of Technology Endowment
1852,lllumina Accelerator
1853,Illuminate Financial Management
1854,Imagen Capital Partners
1855,Impact America Fund
1856,Impact Capital (New York)
1857,Impact Foundation
1858,Impact Venture Capital
1859,Impala Ventures
1860,ln-Q-Tel
1861,lncipio Ventures
1862,Independence Equity Management
1863,Independent Community Bankers of America
1864,Indiana Economic Development Corporation
1865,Indiana Lumbermens Mutual lnsurance Company
1866,Indiana State University
1867,Indicator Ventures
1868,IndusAge Partners
1869,iNetworks Advisors
1870,Infield Capital
1871,lnFocus Capital Partners
1872,Information Venture Partners
1873,Inner loop Capital
1874,lnnerProduct Partners
1875,lnnogest Capital
1876,Innosphere Fund
1877,lnnoSpring
1878,lnnova Memphis
1879,lnnovacorp
1880,Innovate BC
1881,Innovate Partners
1882,Innovation Capital Advisors
1883,Innovation Fund America
1884,Innovation Global Capital
1885,Innovation Works
1886,Innovative Capital Advisors
1887,Innovative Ventures
1888,lnnoVentures Capital Partners
1889,I nova Strategic Investments
1890,INP Capital
1891,Inqvest Partners
1892,InTeahouse
1893,Integrated
1894,Integrated Ag
1895,Interact for Health
1896,Interbank Group
1897,Intercept Ventures
1898,Intersection Fintech Ventures
1899,InterVen Partners
1900,Intrinsic Capital Partners
1901,Intrinsic Venture Capital
1902,Intuitive Ventures
1903,Invemed Associates
1904,invencor
1905,lnvenshure
1906,InventionShare
1907,Inverdale Capital Management
1908,Invest Michigan
1909,InvestEco Capital
1910,Invested Development
1911,Iowa Capital Investment Corporation
1912,IPS Strategic Capital
1913,IPV Capital
1914,Irene W. & C. B. Pennington Foundation
1915,Iron Harbor Capital Management
1916,lronspring Ventures
1917,ISA Ventures
1918,iSelect Fund
1919,Island Capital Funds
1920,Island Capital Partners
1921,lssroff Family Foundation
1922,Iterative Capital
1923,Iterative Venture
1924,IU Ventures
1925,Ivy Capital Partners
1926,J M Kaplan Fund
1927,J2 Ventures
1928,Jacobs Capital Group
1929,Jacobson Family Foundation
1930,Jah Realty
1931,James Madison University Foundation
1932,Jarvinian Ventures
1933,JatoTech Ventures
1934,JAWS Estates Capital
1935,JDM Partners
1936,Jeff Kearl
1937,Jeffrey Wilke
1938,Jennifer Rubio
1939,Jere Doyle Enterprises
1940,Jeremy Stoppelman
1941,Jericho Capital
1942,Jewelers of America
1943,Jewish Federations Of North America
1944,Jewish Foundation of Cincinnati
1945,JH Whitney Investment Management
1946,Jina Ventures
1947,Jll Spark
1948,Joe W. And Dorothy Dorsett Brown Foundation
1949,John Battelle
1950,Johnson Memorial Hospital Foundation
1951,Johnson Venture Partners
1952,Jordan French
1953,Joseph Gunnar & Co.
1954,Joshua James
1955,Joule Ventures
1956,Joyce and Don Massey Family Foundation
1957,]SLHealth Capital
1958,]TS Capital Group
1959,JumpStart
1960,Juniper Capital
1961,Juvenile Diabetes Research Foundation
1962,JWB Real Estate Capital
1963,K2 Global
1964,KS Ventures
1965,K9 Ventures
1966,Kansas City Life Insurance Company Cash Balance Pension Plan
1967,Kaper Center for Social Impact
1968,Katalyst Ventures
1969,KC Venture Group
1970,KCRise Fund
1971,KEC Ventures
1972,"Keefe, Bruyette & Woods"
1973,Keen Growth Capital
1974,Kegonsa Capital Partners
1975,Keiki Capital
1976,Kemmons Wilson Companies
1977,Kendall Investments
1978,Kenneth Chenault
1979,Kensington Capital Holdings
1980,Kepha Partners
1981,Kepler Capital
1982,Kessler Family Foundation
1983,Kestrel Management Associates
1984,Keter Point
1985,Kevin Durant
1986,Kevin O'Leary
1987,Kevin Rose
1988,Key Investment Partners
1989,Keyframe Capital Partners
1990,Keyhorse Capital (KSTC)
1991,Kiavi
1992,Kilbourn Capital Management
1993,Kiplin Capital
1994,Kitchen Fund
1995,Kitty Hawk Capital
1996,KL Felicitas Foundation
1997,Km Capital Management
1998,Knight's Bridge Capital Partners
1999,Knockout Capital
2000,Knoll Ventures
2001,Kohlberg Ventures
2002,Konglo Ventures
2003,Konvoy Ventures
2004,Konza Valley Capital
2005,Kroger Co. Foundation
2006,KSA Capital Management
2007,KT Venture Group
2008,L Marks
2009,L&L Capital Partners
2010,L+M Development Partners
2011,L-1 Investment Partners
2012,L2 Capital Partners
2013,L37 Ventures
2014,La Salle University Endowment
2015,LAB Ventures
2016,Labrador Venrures
2017,Laerdal Million Lives Fund
2018,Laidlaw Foundation
2019,Lakeshore Capital Partners
2020,Lam Capital
2021,Lamorak Insurance Company
2022,Lampert Family Foundation
2023,Lancaster General Health Foundation
2024,Lance White
2025,Landon Capital Partners
2026,Lansing Economic Area Partnership
2027,Lantern Asset Management
2028,Lars Rasmussen
2029,Laszlo N. Tauber Family Foundation
2030,Lateral Frontiers VC
2031,Lattice Ventures
2032,Lauder Foundation
2033,Launch Tennessee
2034,Lavrock Ventures
2035,Lawson Foundation
2036,LBB Industries
2037,LBC Capital
2038,Lead lap Enterprises
2039,leAO Sports Accelerator
2040,Leaders Fund
2041,Leading Edge Ventures
2042,LEAP Global Partners
2043,Leapfrog Ventures
2044,Learning Undefeated
2045,Leawood Capital
2046,Leawood Venture Capital
2047,Legacy Capital Partners
2048,Leggett Ventures
2049,Legion Capital (PINX: LGCP)
2050,Lemnos
2051,Lennar Foundation
2052,Leonetti/ O'Connell Family Foundation
2053,Lerner Family Foundation
2054,LeverVC
2055,Leveraged Green Energy
2056,Lewis Financial Group
2057,Lexington Asset Management
2058,Lexington-Fayette Urban County Government City Employees Pension Fund
2059,LexShares
2060,LHJS Investments
2061,Liberty Mutual Strategic Ventures
2062,Libra Foundation
2063,Life Science Angels
2064,Lightship Capital (Ohio)
2065,Lightsmith Group
2066,Limulus Venture Partners
2067,Lincoln Peak Capital
2068,Linden Asset Management
2069,Lingerfelt CommonWealth Partners
2070,Link-age
2071,Linus Ventures
2072,Lion Cao Asset Management
2073,Lionchase North America
2074,LIP Ventures Boutique
2075,Liquid 2 Ventures
2076,Liquid Asset Brands
2077,Liquidax Capital
2078,Lira Venture Capital
2079,Listen Ventures
2080,LJH Partners
2081,LLM Capital Partners
2082,Lloyd E. & Elisabeth H. Klein Family Foundation
2083,Lockheed Martin Ventures
2084,Lon V. Smith Foundation
2085,Long Venture Partners
2086,Longboard Asset Management
2087,Longley Capital
2088,Lorain County Community College Foundation
2089,Lotus Group Capital
2090,Louisiana Funds
2091,Loup Ventures
2092,Lovett Miller & Co.
2093,Lowercase Capital
2094,LTS Capital Advisors
2095,Lucas Capital Management
2096,Lucas Venture Group
2097,Luge Capital
2098,Lumen Ventures
2099,Lumia Capital
2100,Luminari Capital
2101,Lumos Capital Group
2102,LunaCap Ventures
2103,Lundin Foundation
2104,Lyme Ventures
2105,Lyndhurst Foundation
2106,M&S Fairway Capital Partners
2107,M25
2108,M34Capital
2109,Mach Ventures
2110,Maclellan Foundation
2111,Macomb Community College Foundation
2112,Mad Dog Ventures
2113,Madison National life Insurance Company
2114,Maiden Lane
2115,Main Street Resources
2116,Maine Technology Institute
2117,Mainline Investment Partners
2118,MainStreet Advisors
2119,Major League Baseball Players Association Investment Savings Plan
2120,Mallitz Investment Group
2121,Manifest Investment Partners
2122,Maniv Mobility
2123,Manning Family Foundation
2124,Mantella Venture Partners
2125,Mantra Capital (Atlanta)
2126,Manutara Ventures
2127,Marcus Foundation
2128,Mardag Foundation
2129,Maredin Capital Advisors
2130,Mark88 Capital
2131,Markel IEagle Partners
2132,Marketplace Funds
2133,Marlin USA Energy Partners
2134,Mars Growth Capital
2135,Marshall Ventures
2136,Maryland Venture Fund
2137,Marymount University Endowment
2138,Masslight
2139,Masthead Venture Partners
2140,Match Robotics VC
2141,Matchstick Ventures
2142,Material Companies
2143,MATH Venture Partners
2144,Mather lifeways Foundation
2145,Mathile Family Foundation
2146,Matter Ventures
2147,Max And Minnie Tomerlin Voelcker Fund
2148,Max Ventures
2149,Maxam Capital
2150,Maxim Ventures
2151,Maximize Capital
2152,Maycomb Capital
2153,Maywic Select Investments
2154,MB Energy Partners
2155,MB Venture Partners
2156,MC Financial Services
2157,McGowan Capital Group
2158,McKenny·McFarlane Capital
2159,Mclean Capital
2160,Mclean Watson Capital
2161,McNair Foundation
2162,McRock Capital
2163,MCVC Partners
2164,MDT Ventures
2165,Medallion Capital
2166,Medical College of Wisconsin Endowment
2167,Medical Technology Venture Partners
2168,Mediphase Venture Partners
2169,MEDX Ventures Group
2170,Mellody Hobson
2171,Melo7 Tech Partners
2172,Memorial Hermann Foundation
2173,Memorial University Endowment
2174,Memphis Bioworks Foundation
2175,Mennonite Economic Development Associates
2176,Mentors Fund
2177,MentorTech Ventures
2178,Mercator Capital
2179,Merck Capital Ventures
2180,Mercy Health System
2181,Meritage Funds
2182,Meritus Ventures
2183,Merlin Ventures
2184,Merritt Capital Investment Advisors
2185,Merus Capital
2186,Mesa Ventures
2187,Method Advisors
2188,Method Capital
2189,Meyer Real Estate Group
2190,MGM lnnova Capital
2191,MHS Capital
2192,Michael J. Fox Foundation
2193,Michael Moritz
2194,Michael Smith Foundation
2195,Michaelson Real Estate Group
2196,Michigan Accelerator Fund 1
2197,Michigan Biomedical Venture Fund
2198,Michigan Economic Development
2199,Michigan Good Food Fund
2200,Michigan Investment in New Technology Startups
2201,Michigan Technological University Endowment
2202,Mid-Atlantic Venture Funds
2203,MidCoast Capital
2204,Middle Tennessee State University Foundation
2205,Middleburg Capital Development
2206,MiddleGame Ventures
2207,MidStates Capital
2208,Mighty Capital
2209,Mighty Capital (NewYork)
2210,Milken Family Foundation
2211,Millennium Hanson Internet Partners
2212,Mindful! Investors
2213,Mindset Ventures
2214,Minneapolis Heart Institute Foundation
2215,"Minnesota State University, Mankato Foundation"
2216,Miraki Innovation
2217,Miramar Digital Ventures
2218,Mission Bay Capital
2219,Mission Healthcare Foundation
2220,Missouri Innovation Center
2221,Missouri Physicians Associates
2222,Mithra Group
2223,Mitsui Global Investment
2224,Miyako Capital
2225,MK Capital
2226,Mobility Ventures
2227,Mohr Davidow Ventures
2228,Moirai Wealth Management
2229,Mollitiam Capital
2230,Moment Ventures
2231,Momenta Ventures
2232,Momentum Media Fund
2233,Monarch Private Capital
2234,Monitor Ventures
2235,Monsoon Capital
2236,Montage Capital
2237,Montage Investments
2238,Montana State University-Northern Foundation
2239,Montcalm TCR
