has_appetite,fm_sector_id,fm_id,sector
True,2379,6742,Biotech / Life Science
False,1836,6742,Business Services
False,1839,6742,Clean Tech / Renewable
False,1443,6742,Consumer Goods
False,1741,6742,Diversified
False,868,6742,Energy / Oil & Gas
False,2890,6742,Financial Services
True,2135,6742,Healthcare
False,1293,6742,Industrials
False,2062,6742,Leisure
False,936,6742,Manufacturing
False,1627,6742,Natural Resources
False,2564,6742,Other
False,717,6742,Retail
False,601,6742,TMT
False,1104,6742,Transport
True,260,6361,Biotech / Life Science
False,200,6361,Clean Tech / Renewable
True,288,6361,Consumer Goods
True,523,6361,Diversified
False,2503,6361,Energy / Oil & Gas
True,333,6361,Financial Services
True,1843,6361,Healthcare
True,1767,6361,Industrials
True,1256,6361,Leisure
False,719,6361,Manufacturing
False,3,6361,Natural Resources
False,111,6361,Other
True,273,6361,Retail
True,2976,6361,TMT
False,1552,6361,Transport
True,1377,876,Biotech / Life Science
True,258,876,Clean Tech / Renewable
True,1977,876,Consumer Goods
True,743,876,Diversified
True,710,876,Energy / Oil & Gas
True,2020,876,Financial Services
True,432,876,Healthcare
True,709,876,Industrials
True,658,876,Leisure
True,661,876,Manufacturing
False,1262,876,Natural Resources
False,1949,876,Other
False,893,876,Retail
True,984,876,TMT
True,968,876,Transport
False,2050,18504,Agribusiness
False,333,18504,Biotech / Life Science
False,2078,18504,Business Services
False,1085,18504,Clean Tech / Renewable
False,1261,18504,Consumer Goods
True,2188,18504,Diversified
False,1523,18504,Energy / Oil & Gas
True,718,18504,Financial Services
False,662,18504,Healthcare
True,1721,18504,Industrials
False,1559,18504,Leisure
False,2608,18504,Manufacturing
False,2363,18504,Natural Resources
False,1213,18504,Other
False,2905,18504,Retail
True,1892,18504,TMT
False,3055,18504,Transport
True,1639,2175,Biotech / Life Science
True,1115,2175,Clean Tech / Renewable
True,1685,2175,Consumer Goods
True,2478,2175,Diversified
True,1896,2175,Energy / Oil & Gas
True,781,2175,Financial Services
True,3071,2175,Healthcare
True,2603,2175,Industrials
True,1100,2175,Leisure
False,1786,2175,Manufacturing
False,272,2175,Natural Resources
False,133,2175,Other
True,571,2175,Retail
True,1463,2175,TMT
False,1193,2175,Transport
False,2151,4260,Biotech / Life Science
False,3000,4260,Clean Tech / Renewable
True,2653,4260,Consumer Goods
True,760,4260,Diversified
True,1425,4260,Energy / Oil & Gas
True,2197,4260,Financial Services
False,1061,4260,Healthcare
True,2921,4260,Industrials
False,85,4260,Leisure
False,2765,4260,Manufacturing
False,1346,4260,Natural Resources
True,1456,4260,Other
True,1796,4260,Retail
False,2230,4260,TMT
False,2097,4260,Transport
,3125,15027,
False,3112,8558,Biotech / Life Science
False,1264,8558,Business Services
False,1972,8558,Clean Tech / Renewable
False,1664,8558,Consumer Goods
True,3043,8558,Diversified
False,2313,8558,Energy / Oil & Gas
False,636,8558,Financial Services
False,1757,8558,Healthcare
False,1567,8558,Industrials
False,2191,8558,Leisure
False,1162,8558,Manufacturing
False,1641,8558,Natural Resources
False,165,8558,Other
False,1656,8558,Retail
False,680,8558,TMT
False,655,8558,Transport
,1265,17885,
True,2280,978,Biotech / Life Science
False,1496,978,Clean Tech / Renewable
False,416,978,Consumer Goods
True,1829,978,Diversified
False,2767,978,Energy / Oil & Gas
False,2602,978,Financial Services
False,1472,978,Healthcare
False,47,978,Industrials
False,461,978,Leisure
False,2304,978,Manufacturing
False,1193,978,Natural Resources
False,159,978,Other
False,2442,978,Retail
True,2157,978,TMT
False,37,978,Transport
False,1780,1748,Biotech / Life Science
False,2698,1748,Clean Tech / Renewable
True,2684,1748,Consumer Goods
True,1601,1748,Diversified
False,2487,1748,Energy / Oil & Gas
False,1918,1748,Financial Services
False,196,1748,Healthcare
False,1690,1748,Industrials
False,738,1748,Leisure
False,1557,1748,Manufacturing
False,2633,1748,Natural Resources
False,500,1748,Other
False,1164,1748,Retail
True,791,1748,TMT
False,3093,1748,Transport
True,2136,3703,Biotech / Life Science
False,2409,3703,Clean Tech / Renewable
False,2330,3703,Consumer Goods
True,1501,3703,Diversified
True,1210,3703,Energy / Oil & Gas
False,933,3703,Financial Services
False,2920,3703,Healthcare
False,275,3703,Industrials
False,2405,3703,Leisure
False,1499,3703,Manufacturing
False,2395,3703,Natural Resources
False,1772,3703,Other
False,815,3703,Retail
False,2303,3703,TMT
False,118,3703,Transport
True,3069,1470,Biotech / Life Science
False,1705,1470,Clean Tech / Renewable
True,1171,1470,Consumer Goods
True,1645,1470,Diversified
True,2706,1470,Energy / Oil & Gas
True,2541,1470,Financial Services
True,1923,1470,Healthcare
True,2732,1470,Industrials
True,2253,1470,Leisure
True,1913,1470,Manufacturing
False,2824,1470,Natural Resources
True,2369,1470,Other
True,503,1470,Retail
True,2190,1470,TMT
False,2162,1470,Transport
False,2153,8642,Biotech / Life Science
False,2755,8642,Clean Tech / Renewable
True,2079,8642,Consumer Goods
True,998,8642,Diversified
True,1635,8642,Energy / Oil & Gas
True,2032,8642,Financial Services
True,2658,8642,Healthcare
True,1719,8642,Industrials
False,805,8642,Leisure
False,2432,8642,Manufacturing
False,1715,8642,Natural Resources
False,1851,8642,Other
True,1475,8642,Retail
True,1982,8642,TMT
False,2762,8642,Transport
True,1422,6486,Biotech / Life Science
False,859,6486,Clean Tech / Renewable
True,778,6486,Consumer Goods
True,1370,6486,Diversified
False,3014,6486,Energy / Oil & Gas
True,2383,6486,Financial Services
True,2842,6486,Healthcare
False,357,6486,Industrials
False,2034,6486,Leisure
False,300,6486,Manufacturing
False,1400,6486,Natural Resources
False,325,6486,Other
True,531,6486,Retail
True,4,6486,TMT
True,1018,6486,Transport
False,2857,16957,Agribusiness
False,2649,16957,Biotech / Life Science
True,1615,16957,Business Services
False,179,16957,Clean Tech / Renewable
True,2291,16957,Consumer Goods
True,403,16957,Diversified
False,2753,16957,Energy / Oil & Gas
True,1701,16957,Financial Services
True,2786,16957,Healthcare
True,2974,16957,Industrials
False,1855,16957,Leisure
True,181,16957,Manufacturing
False,1881,16957,Natural Resources
False,1606,16957,Other
False,393,16957,Retail
False,1959,16957,TMT
False,3056,16957,Transport
,381,8263,
False,1853,6675,Biotech / Life Science
False,2079,6675,Clean Tech / Renewable
True,1014,6675,Consumer Goods
True,392,6675,Diversified
False,1836,6675,Energy / Oil & Gas
True,2081,6675,Financial Services
True,1251,6675,Healthcare
False,2488,6675,Industrials
False,1049,6675,Leisure
False,1784,6675,Manufacturing
False,3011,6675,Natural Resources
False,1336,6675,Other
True,122,6675,Retail
True,1614,6675,TMT
False,245,6675,Transport
False,928,6924,Biotech / Life Science
False,2434,6924,Clean Tech / Renewable
False,1286,6924,Consumer Goods
False,2635,6924,Diversified
False,7,6924,Energy / Oil & Gas
False,558,6924,Financial Services
False,745,6924,Healthcare
False,2391,6924,Industrials
False,1118,6924,Leisure
False,1966,6924,Manufacturing
False,1114,6924,Natural Resources
False,3016,6924,Other
False,1020,6924,Retail
True,2304,6924,TMT
False,697,6924,Transport
True,2944,4186,Biotech / Life Science
False,2637,4186,Clean Tech / Renewable
True,1082,4186,Consumer Goods
True,2977,4186,Diversified
False,60,4186,Energy / Oil & Gas
True,2441,4186,Financial Services
True,2973,4186,Healthcare
False,1243,4186,Industrials
True,2635,4186,Leisure
False,2281,4186,Manufacturing
False,448,4186,Natural Resources
False,549,4186,Other
False,2623,4186,Retail
True,509,4186,TMT
False,1138,4186,Transport
False,372,18822,Agribusiness
False,784,18822,Biotech / Life Science
True,2624,18822,Business Services
False,1083,18822,Clean Tech / Renewable
True,1757,18822,Consumer Goods
True,2616,18822,Diversified
False,17,18822,Energy / Oil & Gas
False,359,18822,Financial Services
True,2201,18822,Healthcare
True,1604,18822,Industrials
False,1335,18822,Leisure
True,3075,18822,Manufacturing
False,969,18822,Natural Resources
False,1946,18822,Other
True,1767,18822,Retail
False,849,18822,TMT
False,1035,18822,Transport
True,2987,1885,Biotech / Life Science
True,751,1885,Clean Tech / Renewable
False,575,1885,Consumer Goods
True,1029,1885,Diversified
True,2945,1885,Energy / Oil & Gas
False,1351,1885,Financial Services
True,2262,1885,Healthcare
True,2084,1885,Industrials
False,239,1885,Leisure
False,2341,1885,Manufacturing
False,2229,1885,Natural Resources
False,596,1885,Other
False,2965,1885,Retail
True,510,1885,TMT
True,1213,1885,Transport
True,1152,10998,Biotech / Life Science
False,2134,10998,Business Services
False,2719,10998,Clean Tech / Renewable
True,1803,10998,Consumer Goods
True,387,10998,Diversified
False,1243,10998,Energy / Oil & Gas
True,1218,10998,Financial Services
True,2727,10998,Healthcare
False,937,10998,Industrials
False,2080,10998,Leisure
True,486,10998,Manufacturing
False,2219,10998,Natural Resources
False,3062,10998,Other
True,286,10998,Retail
True,2220,10998,TMT
False,568,10998,Transport
False,877,20375,Agribusiness
False,390,20375,Biotech / Life Science
False,2498,20375,Business Services
False,285,20375,Clean Tech / Renewable
False,2875,20375,Consumer Goods
True,6,20375,Diversified
False,1894,20375,Energy / Oil & Gas
False,203,20375,Financial Services
False,2537,20375,Healthcare
False,2308,20375,Industrials
False,418,20375,Leisure
False,1119,20375,Manufacturing
False,295,20375,Natural Resources
False,173,20375,Other
False,2278,20375,Retail
False,2446,20375,TMT
False,21,20375,Transport
False,1042,13451,Agribusiness
False,2080,13451,Biotech / Life Science
False,2565,13451,Business Services
False,2372,13451,Clean Tech / Renewable
False,2209,13451,Consumer Goods
True,2653,13451,Diversified
False,1606,13451,Energy / Oil & Gas
True,855,13451,Financial Services
False,608,13451,Healthcare
False,452,13451,Industrials
False,3042,13451,Leisure
False,534,13451,Manufacturing
False,2516,13451,Natural Resources
False,2602,13451,Other
False,2807,13451,Retail
False,571,13451,TMT
False,954,13451,Transport
False,18,1860,Biotech / Life Science
True,899,1860,Clean Tech / Renewable
True,2868,1860,Consumer Goods
True,139,1860,Diversified
True,264,1860,Energy / Oil & Gas
True,2509,1860,Financial Services
True,487,1860,Healthcare
True,2214,1860,Industrials
True,2762,1860,Leisure
True,1230,1860,Manufacturing
False,2213,1860,Natural Resources
True,3119,1860,Other
True,1353,1860,Retail
True,1632,1860,TMT
True,1902,1860,Transport
False,884,18892,Agribusiness
False,1094,18892,Biotech / Life Science
True,2921,18892,Business Services
False,2051,18892,Clean Tech / Renewable
False,2760,18892,Consumer Goods
False,408,18892,Diversified
False,2717,18892,Energy / Oil & Gas
True,885,18892,Financial Services
True,2907,18892,Healthcare
False,1896,18892,Industrials
False,2725,18892,Leisure
False,2524,18892,Manufacturing
False,2609,18892,Natural Resources
False,2650,18892,Other
False,2631,18892,Retail
True,1469,18892,TMT
False,1820,18892,Transport
True,2290,90,Biotech / Life Science
True,1318,90,Clean Tech / Renewable
True,2080,90,Consumer Goods
True,1568,90,Diversified
True,1612,90,Energy / Oil & Gas
True,1173,90,Financial Services
True,200,90,Healthcare
True,225,90,Industrials
True,331,90,Leisure
False,550,90,Manufacturing
False,1429,90,Natural Resources
False,779,90,Other
True,887,90,Retail
True,42,90,TMT
True,534,90,Transport
,1925,6478,
False,980,13963,Agribusiness
False,2441,13963,Biotech / Life Science
True,53,13963,Business Services
False,1299,13963,Clean Tech / Renewable
False,463,13963,Consumer Goods
False,990,13963,Diversified
False,133,13963,Energy / Oil & Gas
True,80,13963,Financial Services
True,1664,13963,Healthcare
False,735,13963,Industrials
True,2028,13963,Leisure
False,1492,13963,Manufacturing
False,1865,13963,Natural Resources
True,417,13963,Other
False,910,13963,Retail
True,3015,13963,TMT
False,2682,13963,Transport
True,1627,1292,Biotech / Life Science
False,2657,1292,Clean Tech / Renewable
False,176,1292,Consumer Goods
True,740,1292,Diversified
True,1787,1292,Energy / Oil & Gas
False,149,1292,Financial Services
False,96,1292,Healthcare
False,480,1292,Industrials
False,3109,1292,Leisure
False,1673,1292,Manufacturing
False,2120,1292,Natural Resources
False,935,1292,Other
False,1710,1292,Retail
True,3132,1292,TMT
False,2055,1292,Transport
False,813,13555,Biotech / Life Science
False,485,13555,Clean Tech / Renewable
True,1723,13555,Consumer Goods
True,1593,13555,Diversified
False,790,13555,Energy / Oil & Gas
False,302,13555,Financial Services
True,786,13555,Healthcare
True,1468,13555,Industrials
False,472,13555,Leisure
True,158,13555,Manufacturing
False,337,13555,Natural Resources
False,2276,13555,Other
False,1404,13555,Retail
False,2753,13555,TMT
False,2551,13555,Transport
True,1927,8180,Biotech / Life Science
False,2210,8180,Business Services
False,1476,8180,Clean Tech / Renewable
False,2534,8180,Consumer Goods
False,877,8180,Diversified
False,1879,8180,Energy / Oil & Gas
False,303,8180,Financial Services
True,2487,8180,Healthcare
False,2547,8180,Industrials
False,1220,8180,Leisure
False,1674,8180,Manufacturing
False,271,8180,Natural Resources
False,2782,8180,Other
False,3008,8180,Retail
False,2858,8180,TMT
False,2867,8180,Transport
False,1922,892,Biotech / Life Science
False,1035,892,Clean Tech / Renewable
True,1125,892,Consumer Goods
True,2217,892,Diversified
True,1106,892,Energy / Oil & Gas
True,3062,892,Financial Services
True,1787,892,Healthcare
True,26,892,Industrials
False,1021,892,Leisure
False,1362,892,Manufacturing
False,2643,892,Natural Resources
False,209,892,Other
False,193,892,Retail
True,2323,892,TMT
False,1897,892,Transport
True,3071,3858,Biotech / Life Science
True,1390,3858,Clean Tech / Renewable
True,3087,3858,Consumer Goods
True,1325,3858,Diversified
True,38,3858,Energy / Oil & Gas
True,2420,3858,Financial Services
True,1405,3858,Healthcare
True,159,3858,Industrials
False,1011,3858,Leisure
True,684,3858,Manufacturing
True,507,3858,Natural Resources
False,1301,3858,Other
True,1905,3858,Retail
True,1303,3858,TMT
True,2366,3858,Transport
,2397,11,
False,308,18084,Agribusiness
False,147,18084,Biotech / Life Science
False,1779,18084,Business Services
False,699,18084,Clean Tech / Renewable
False,2496,18084,Consumer Goods
False,484,18084,Diversified
False,2632,18084,Energy / Oil & Gas
False,613,18084,Financial Services
False,249,18084,Healthcare
False,801,18084,Industrials
False,392,18084,Leisure
False,1360,18084,Manufacturing
False,2904,18084,Natural Resources
False,1223,18084,Other
False,1330,18084,Retail
True,811,18084,TMT
False,3005,18084,Transport
False,1385,16356,Agribusiness
False,3028,16356,Biotech / Life Science
True,549,16356,Business Services
False,1292,16356,Clean Tech / Renewable
False,709,16356,Consumer Goods
True,2799,16356,Diversified
False,1135,16356,Energy / Oil & Gas
False,478,16356,Financial Services
False,1661,16356,Healthcare
True,1688,16356,Industrials
False,1020,16356,Leisure
True,2374,16356,Manufacturing
False,1742,16356,Natural Resources
True,1099,16356,Other
False,978,16356,Retail
False,1321,16356,TMT
True,2703,16356,Transport
False,2469,1277,Biotech / Life Science
False,1579,1277,Clean Tech / Renewable
False,950,1277,Consumer Goods
True,2531,1277,Diversified
False,2216,1277,Energy / Oil & Gas
False,1986,1277,Financial Services
False,1496,1277,Healthcare
False,77,1277,Industrials
False,1478,1277,Leisure
False,1684,1277,Manufacturing
False,2844,1277,Natural Resources
False,2062,1277,Other
False,1223,1277,Retail
False,2407,1277,TMT
False,1359,1277,Transport
False,2683,7597,Biotech / Life Science
False,1393,7597,Business Services
False,2496,7597,Clean Tech / Renewable
False,1581,7597,Consumer Goods
False,1782,7597,Diversified
False,3119,7597,Energy / Oil & Gas
False,2815,7597,Financial Services
False,2698,7597,Healthcare
False,1813,7597,Industrials
False,1782,7597,Leisure
False,2701,7597,Manufacturing
False,401,7597,Natural Resources
False,1279,7597,Other
False,1374,7597,Retail
True,712,7597,TMT
False,2973,7597,Transport
False,1703,7604,Biotech / Life Science
False,1549,7604,Clean Tech / Renewable
False,2917,7604,Consumer Goods
False,2345,7604,Diversified
True,1402,7604,Energy / Oil & Gas
False,1765,7604,Financial Services
False,2089,7604,Healthcare
False,1754,7604,Industrials
False,2768,7604,Leisure
False,1561,7604,Manufacturing
False,2826,7604,Natural Resources
False,2710,7604,Other
False,860,7604,Retail
False,2889,7604,TMT
False,583,7604,Transport
False,1178,21412,Agribusiness
False,3034,21412,Biotech / Life Science
False,1962,21412,Business Services
False,1957,21412,Clean Tech / Renewable
False,349,21412,Consumer Goods
True,2107,21412,Diversified
False,1179,21412,Energy / Oil & Gas
False,773,21412,Financial Services
False,2716,21412,Healthcare
False,1289,21412,Industrials
False,1671,21412,Leisure
False,686,21412,Manufacturing
False,2858,21412,Natural Resources
False,1799,21412,Other
False,1806,21412,Retail
False,309,21412,TMT
False,2967,21412,Transport
False,1236,6573,Biotech / Life Science
True,891,6573,Clean Tech / Renewable
False,331,6573,Consumer Goods
True,2560,6573,Diversified
True,2571,6573,Energy / Oil & Gas
True,2323,6573,Financial Services
False,2437,6573,Healthcare
True,2290,6573,Industrials
False,1177,6573,Leisure
True,1005,6573,Manufacturing
True,2849,6573,Natural Resources
False,1561,6573,Other
False,2580,6573,Retail
True,1562,6573,TMT
False,2752,6573,Transport
False,1899,3641,Biotech / Life Science
False,2876,3641,Clean Tech / Renewable
False,684,3641,Consumer Goods
True,1691,3641,Diversified
True,2992,3641,Energy / Oil & Gas
False,1,3641,Financial Services
True,120,3641,Healthcare
True,873,3641,Industrials
False,1120,3641,Leisure
False,3074,3641,Manufacturing
False,849,3641,Natural Resources
False,2623,3641,Other
False,1667,3641,Retail
True,164,3641,TMT
True,1086,3641,Transport
False,251,2248,Biotech / Life Science
True,367,2248,Clean Tech / Renewable
True,652,2248,Consumer Goods
True,2667,2248,Diversified
True,1186,2248,Energy / Oil & Gas
True,2770,2248,Financial Services
True,2546,2248,Healthcare
True,2561,2248,Industrials
False,1637,2248,Leisure
False,805,2248,Manufacturing
False,2247,2248,Natural Resources
True,41,2248,Other
True,1927,2248,Retail
True,593,2248,TMT
False,1687,2248,Transport
False,482,13033,Biotech / Life Science
False,2755,13033,Business Services
False,112,13033,Clean Tech / Renewable
False,1505,13033,Consumer Goods
False,2587,13033,Diversified
False,1621,13033,Energy / Oil & Gas
False,2451,13033,Financial Services
False,2213,13033,Healthcare
False,1294,13033,Industrials
False,1868,13033,Leisure
False,677,13033,Manufacturing
False,1749,13033,Natural Resources
False,2262,13033,Other
False,1140,13033,Retail
True,385,13033,TMT
False,1887,13033,Transport
False,342,6211,Biotech / Life Science
False,1085,6211,Clean Tech / Renewable
False,236,6211,Consumer Goods
False,2481,6211,Diversified
True,1985,6211,Energy / Oil & Gas
False,875,6211,Financial Services
False,2698,6211,Healthcare
False,747,6211,Industrials
False,442,6211,Leisure
True,1755,6211,Manufacturing
False,2658,6211,Natural Resources
False,392,6211,Other
False,34,6211,Retail
False,3055,6211,TMT
False,1740,6211,Transport
True,2670,4013,Biotech / Life Science
True,2513,4013,Clean Tech / Renewable
False,266,4013,Consumer Goods
True,2307,4013,Diversified
False,1000,4013,Energy / Oil & Gas
False,443,4013,Financial Services
False,2797,4013,Healthcare
False,1303,4013,Industrials
False,1520,4013,Leisure
False,546,4013,Manufacturing
False,762,4013,Natural Resources
False,1706,4013,Other
False,1474,4013,Retail
False,886,4013,TMT
False,3025,4013,Transport
False,603,8457,Biotech / Life Science
True,687,8457,Clean Tech / Renewable
True,2049,8457,Consumer Goods
True,579,8457,Diversified
False,835,8457,Energy / Oil & Gas
False,2373,8457,Financial Services
True,518,8457,Healthcare
False,1566,8457,Industrials
False,1870,8457,Leisure
False,657,8457,Manufacturing
False,3048,8457,Natural Resources
True,1025,8457,Other
False,2749,8457,Retail
True,2631,8457,TMT
False,1277,8457,Transport
False,2616,3828,Biotech / Life Science
True,149,3828,Clean Tech / Renewable
True,681,3828,Consumer Goods
True,2409,3828,Diversified
False,1754,3828,Energy / Oil & Gas
True,169,3828,Financial Services
True,2115,3828,Healthcare
True,1034,3828,Industrials
True,79,3828,Leisure
False,1549,3828,Manufacturing
False,710,3828,Natural Resources
True,1703,3828,Other
True,1343,3828,Retail
True,132,3828,TMT
False,2218,3828,Transport
,278,6371,
False,2251,14052,Biotech / Life Science
False,2708,14052,Business Services
False,740,14052,Clean Tech / Renewable
False,2751,14052,Consumer Goods
True,926,14052,Diversified
False,2142,14052,Energy / Oil & Gas
False,208,14052,Financial Services
False,534,14052,Healthcare
False,2831,14052,Industrials
False,235,14052,Leisure
False,2668,14052,Manufacturing
False,2329,14052,Natural Resources
False,3017,14052,Other
False,1163,14052,Retail
False,2663,14052,TMT
False,3053,14052,Transport
False,2541,3671,Biotech / Life Science
False,78,3671,Clean Tech / Renewable
True,41,3671,Consumer Goods
True,867,3671,Diversified
False,2867,3671,Energy / Oil & Gas
True,903,3671,Financial Services
True,874,3671,Healthcare
False,1083,3671,Industrials
False,1857,3671,Leisure
False,1523,3671,Manufacturing
False,2525,3671,Natural Resources
False,2611,3671,Other
False,2303,3671,Retail
True,2528,3671,TMT
False,2649,3671,Transport
False,1466,4257,Biotech / Life Science
False,15,4257,Clean Tech / Renewable
True,1689,4257,Consumer Goods
True,1953,4257,Diversified
True,1735,4257,Energy / Oil & Gas
True,2278,4257,Financial Services
True,1775,4257,Healthcare
True,1192,4257,Industrials
False,1571,4257,Leisure
True,97,4257,Manufacturing
False,3087,4257,Natural Resources
True,1811,4257,Other
True,850,4257,Retail
True,953,4257,TMT
False,2594,4257,Transport
False,181,5552,Biotech / Life Science
False,3069,5552,Clean Tech / Renewable
False,1328,5552,Consumer Goods
True,2830,5552,Diversified
False,2565,5552,Energy / Oil & Gas
False,2796,5552,Financial Services
False,1802,5552,Healthcare
False,2940,5552,Industrials
False,2584,5552,Leisure
False,1722,5552,Manufacturing
False,108,5552,Natural Resources
False,1423,5552,Other
False,2450,5552,Retail
True,3066,5552,TMT
False,815,5552,Transport
True,2526,6572,Biotech / Life Science
True,117,6572,Clean Tech / Renewable
True,1737,6572,Consumer Goods
True,305,6572,Diversified
True,2340,6572,Energy / Oil & Gas
True,1049,6572,Financial Services
True,867,6572,Healthcare
True,651,6572,Industrials
True,283,6572,Leisure
False,454,6572,Manufacturing
False,1947,6572,Natural Resources
True,2793,6572,Other
True,2604,6572,Retail
True,1902,6572,TMT
True,174,6572,Transport
False,279,2097,Biotech / Life Science
False,59,2097,Clean Tech / Renewable
True,1062,2097,Consumer Goods
True,2599,2097,Diversified
False,2771,2097,Energy / Oil & Gas
False,1606,2097,Financial Services
False,2035,2097,Healthcare
True,176,2097,Industrials
False,170,2097,Leisure
False,3126,2097,Manufacturing
False,2263,2097,Natural Resources
False,1645,2097,Other
True,2610,2097,Retail
False,951,2097,TMT
False,899,2097,Transport
False,1948,8794,Biotech / Life Science
False,11,8794,Clean Tech / Renewable
False,2736,8794,Consumer Goods
True,1574,8794,Diversified
False,2136,8794,Energy / Oil & Gas
False,2160,8794,Financial Services
False,3107,8794,Healthcare
False,2363,8794,Industrials
False,1028,8794,Leisure
False,1479,8794,Manufacturing
False,2859,8794,Natural Resources
False,1503,8794,Other
False,680,8794,Retail
False,1920,8794,TMT
False,1927,8794,Transport
False,1233,16236,Agribusiness
False,677,16236,Biotech / Life Science
False,2814,16236,Business Services
False,1737,16236,Clean Tech / Renewable
False,2365,16236,Consumer Goods
False,2687,16236,Diversified
False,2788,16236,Energy / Oil & Gas
False,1361,16236,Financial Services
False,613,16236,Healthcare
False,479,16236,Industrials
True,2907,16236,Leisure
False,1608,16236,Manufacturing
False,2986,16236,Natural Resources
True,249,16236,Other
False,2747,16236,Retail
True,2879,16236,TMT
False,224,16236,Transport
False,3128,10630,Biotech / Life Science
False,2910,10630,Clean Tech / Renewable
True,623,10630,Consumer Goods
True,962,10630,Diversified
True,934,10630,Energy / Oil & Gas
True,934,10630,Financial Services
True,788,10630,Healthcare
False,836,10630,Industrials
False,2306,10630,Leisure
False,2942,10630,Manufacturing
False,2437,10630,Natural Resources
False,1291,10630,Other
False,2798,10630,Retail
True,2080,10630,TMT
False,2763,10630,Transport
True,2214,1706,Biotech / Life Science
False,333,1706,Clean Tech / Renewable
False,477,1706,Consumer Goods
False,1028,1706,Diversified
False,822,1706,Energy / Oil & Gas
False,1325,1706,Financial Services
False,1141,1706,Healthcare
False,766,1706,Industrials
False,1687,1706,Leisure
False,2692,1706,Manufacturing
False,1229,1706,Natural Resources
False,372,1706,Other
False,327,1706,Retail
True,22,1706,TMT
False,3055,1706,Transport
False,2999,3596,Biotech / Life Science
False,2979,3596,Business Services
False,1549,3596,Clean Tech / Renewable
False,2565,3596,Consumer Goods
False,19,3596,Diversified
False,2264,3596,Energy / Oil & Gas
True,2464,3596,Financial Services
False,2165,3596,Healthcare
True,1812,3596,Industrials
False,2389,3596,Leisure
False,1188,3596,Manufacturing
False,2689,3596,Natural Resources
False,2096,3596,Other
False,601,3596,Retail
True,2273,3596,TMT
True,2335,3596,Transport
False,2556,6495,Biotech / Life Science
False,1565,6495,Clean Tech / Renewable
False,2542,6495,Consumer Goods
False,543,6495,Diversified
False,1303,6495,Energy / Oil & Gas
False,251,6495,Financial Services
False,2826,6495,Healthcare
False,2884,6495,Industrials
False,470,6495,Leisure
False,928,6495,Manufacturing
False,602,6495,Natural Resources
False,375,6495,Other
False,2136,6495,Retail
True,2840,6495,TMT
False,1100,6495,Transport
False,2667,16757,Agribusiness
False,1730,16757,Biotech / Life Science
False,3073,16757,Business Services
False,2768,16757,Clean Tech / Renewable
False,498,16757,Consumer Goods
False,2,16757,Diversified
False,2483,16757,Energy / Oil & Gas
False,2308,16757,Financial Services
False,1564,16757,Healthcare
False,2706,16757,Industrials
False,2024,16757,Leisure
False,2256,16757,Manufacturing
False,715,16757,Natural Resources
True,2025,16757,Other
False,942,16757,Retail
False,372,16757,TMT
False,1384,16757,Transport
False,102,4763,Biotech / Life Science
False,2077,4763,Clean Tech / Renewable
False,2407,4763,Consumer Goods
True,1915,4763,Diversified
False,577,4763,Energy / Oil & Gas
False,1098,4763,Financial Services
False,3082,4763,Healthcare
False,285,4763,Industrials
False,2733,4763,Leisure
False,2830,4763,Manufacturing
False,489,4763,Natural Resources
False,1829,4763,Other
False,3097,4763,Retail
False,2837,4763,TMT
False,1439,4763,Transport
True,1766,572,Biotech / Life Science
True,3081,572,Clean Tech / Renewable
True,2623,572,Consumer Goods
True,1160,572,Diversified
True,761,572,Energy / Oil & Gas
True,2015,572,Financial Services
True,129,572,Healthcare
True,1455,572,Industrials
True,3000,572,Leisure
True,2164,572,Manufacturing
False,1800,572,Natural Resources
False,3074,572,Other
True,512,572,Retail
True,2589,572,TMT
True,2160,572,Transport
False,2621,3122,Biotech / Life Science
False,679,3122,Clean Tech / Renewable
False,813,3122,Consumer Goods
False,1733,3122,Diversified
False,1412,3122,Energy / Oil & Gas
False,2508,3122,Financial Services
False,2074,3122,Healthcare
False,1965,3122,Industrials
False,2686,3122,Leisure
False,648,3122,Manufacturing
False,2661,3122,Natural Resources
False,685,3122,Other
False,1341,3122,Retail
True,906,3122,TMT
False,1628,3122,Transport
True,2608,11447,Biotech / Life Science
True,2559,11447,Clean Tech / Renewable
False,2489,11447,Consumer Goods
True,1019,11447,Diversified
False,1665,11447,Energy / Oil & Gas
False,2597,11447,Financial Services
True,147,11447,Healthcare
False,556,11447,Industrials
False,915,11447,Leisure
False,236,11447,Manufacturing
False,2210,11447,Natural Resources
False,2720,11447,Other
False,416,11447,Retail
True,358,11447,TMT
False,505,11447,Transport
False,208,10954,Agribusiness
False,1414,10954,Biotech / Life Science
False,2429,10954,Business Services
False,3010,10954,Clean Tech / Renewable
False,2532,10954,Consumer Goods
True,1647,10954,Diversified
False,1523,10954,Energy / Oil & Gas
True,382,10954,Financial Services
False,2443,10954,Healthcare
False,2757,10954,Industrials
False,1606,10954,Leisure
False,3057,10954,Manufacturing
False,1992,10954,Natural Resources
False,225,10954,Other
False,756,10954,Retail
False,1878,10954,TMT
False,398,10954,Transport
True,2889,5471,Biotech / Life Science
False,2119,5471,Business Services
False,1055,5471,Clean Tech / Renewable
True,2493,5471,Consumer Goods
True,2496,5471,Diversified
False,1994,5471,Energy / Oil & Gas
