fm_name,fm_id
Graham Allen Partners,20857
Sidereal Capital Group,20878
Sidereal Capital Group,20878
Sidereal Capital Group,20878
Sidereal Capital Group,20878
Dubin Clark & Company,7170
Dubin Clark & Company,7170
Lighthouse Finance,20359
Lighthouse Finance,20359
Lighthouse Finance,20359
Lighthouse Finance,20359
Onex,5646
Forage Capital Partners,20880
Blockchain Capital,16811
Blockchain Capital,16811
NGN Capital,10916
NGN Capital,10916
Linden Capital Partners,10820
Talara Capital Management,17675
iCapital Network,20104
MGG Investment Group,17630
Ares Management,6844
Ares Management,6844
Brown Advisory,3944
Oak Hill Advisors,12574
Intermediate Capital Group,6547
Intermediate Capital Group,6547
Intermediate Capital Group,6547
Intermediate Capital Group,6547
Intermediate Capital Group,6547
Intermediate Capital Group,6547
Stronghold Resource Partners,19631
Stronghold Resource Partners,19631
Argand Partners,17269
Argand Partners,17269
Innovatus Capital Partners,17474
NextGen Growth Partners,18030
Motive Partners,18415
Motive Partners,18415
Motive Partners,18415
Motive Partners,18415
Motive Partners,18415
Motive Partners,18415
Long Arc Capital,20888
Long Arc Capital,20888
Long Arc Capital,20888
Long Arc Capital,20888
Long Arc Capital,20888
Long Arc Capital,20888
Long Arc Capital,20888
Long Arc Capital,20888
Long Arc Capital,20888
Long Arc Capital,20888
Long Arc Capital,20888
Long Arc Capital,20888
Radial Equity Partners,20890
Bold Capital Partners,17059
Twist Capital,20851
Alta Park Capital,20729
iCapital Network,20104
Invesco Private Capital,6550
Invesco Private Capital,6550
Invesco Private Capital,6550
Invesco Private Capital,6550
Invesco Private Capital,6550
Invesco Private Capital,6550
Värde Partners,8397
Pawson Capital Management,20895
Eagle Point Credit Management,20900
Frazier Group,20901
Frazier Group,20901
R7 Partners,20434
Oaktree Capital Management,5588
OurCrowd,17948
OurCrowd,17948
OurCrowd,17948
OurCrowd,17948
OurCrowd,17948
OurCrowd,17948
Corner Ventures,20908
ethos,20914
Union Lake Auto Partners,18658
Union Lake Auto Partners,18658
Giant Ventures,20918
Giant Ventures,20918
Blue Owl Capital,1337
TIFF Investment Management,5612
iCapital Network,20104
iCapital Network,20104
iCapital Network,20104
Sixth Street,19637
HPS Investment Partners,7143
HPS Investment Partners,7143
Turning Rock Partners,19254
Middleland Capital,18016
Middleland Capital,18016
Middleland Capital,18016
Middleland Capital,18016
Middleland Capital,18016
Middleland Capital,18016
Middleland Capital,18016
Middleland Capital,18016
Waterline Ventures,16107
Waterline Ventures,16107
MGG Investment Group,17630
Hudson Structured Capital Management,20069
UnionRock Partners,20929
Morgan Stanley Alternative Investment Partners,8032
Blackstone,5611
Rhia Ventures,20885
Oaktree Capital Management,5588
CompanyFirst Capital,20930
Amberstone Ventures,20931
Periphas Capital,20935
Periphas Capital,20935
Periphas Capital,20935
Periphas Capital,20935
Sortis,20562
Sortis,20562
Twenty Two Ventures,19596
Veteran Ventures Capital,20940
BlackRock,867
BlackRock,867
BlackRock,867
BlackRock,867
Endicott Growth Equity Partners,20432
Endicott Growth Equity Partners,20432
Evergreen Gavekal,20941
Green Egg Ventures,20942
Good Growth Capital,20181
Karmel Capital,20436
Castle Island Ventures,20946
Castle Island Ventures,20946
SOSV,17218
CIFC,16813
iCapital Network,20104
Accolade Partners,2790
Accolade Partners,2790
Upfront Ventures,8361
Upfront Ventures,8361
Upfront Ventures,8361
Durational Capital Management,19592
Polaris Partners,6643
Polaris Partners,6643
Capital Z Partners,902
Capital Z Partners,902
Capital Z Partners,902
Capital Z Partners,902
Capital Z Partners,902
Capital Z Partners,902
Recurring Capital Partners,19799
3L,20774
3L,20774
Kubera Venture Capital,20951
Stronghold Resource Partners,19631
Stronghold Resource Partners,19631
RWB PrivateCapital Emissionshaus AG,1757
RWB PrivateCapital Emissionshaus AG,1757
RWB PrivateCapital Emissionshaus AG,1757
RWB PrivateCapital Emissionshaus AG,1757
RWB PrivateCapital Emissionshaus AG,1757
RWB PrivateCapital Emissionshaus AG,1757
Tech Square Ventures,18241
JP Morgan Asset Management,5687
Headline,7047
Klingenstein Fields Wealth Advisors,3659
Harvest Partners,6524
Harvest Partners,6524
Harvest Partners,6524
Harvest Partners,6524
Harvest Partners,6524
Harvest Partners,6524
Harvest Partners,6524
Harvest Partners,6524
Harvest Partners,6524
Harvest Partners,6524
Harvest Partners,6524
Harvest Partners,6524
ICONIQ Capital,15736
ICONIQ Capital,15736
RTC Partners,20957
RTC Partners,20957
Three Valley Copper,12556
Three Valley Copper,12556
Cross Ocean Partners,18638
The Carlyle Group,5579
Redpoint China Ventures,6656
Redpoint China Ventures,6656
Redpoint China Ventures,6656
Redpoint China Ventures,6656
Horsley Bridge Partners,6536
Perry Creek Capital,16009
Biospring Partners,20964
Biospring Partners,20964
Biospring Partners,20964
Biospring Partners,20964
Golding Capital Partners,1333
Golding Capital Partners,1333
WL Ross & Co.,6748
Private Debt Partners,20838
Victress Capital,19466
Learn Capital,12272
Sands Capital,17559
Sands Capital,17559
Sands Capital,17559
Sands Capital,17559
Sands Capital,17559
Sands Capital,17559
Wilshire Lane Capital,20973
Westlake Village Biopartners,20979
PineBridge Investments,5576
TechFarms Capital,20980
TechFarms Capital,20980
PPB Capital Partners,18204
The Mendota Group,20981
Sanne Group,17132
Fundamental Global,20987
Primark Capital,20988
Bayshore Capital Advisors,20776
SEI Investments,3155
Manhattan Venture Partners,20166
Alta Resources,20999
Alta Resources,20999
Oak Hill Advisors,12574
First Republic Bank,3302
Big Basin Capital,21000
Big Basin Capital,21000
Big Basin Capital,21000
Big Basin Capital,21000
Valley Forge Private Equity,19508
GoldenTree Asset Management,17570
GoldenTree Asset Management,17570
GoldenTree Asset Management,17570
GoldenTree Asset Management,17570
GoldenTree Asset Management,17570
GoldenTree Asset Management,17570
Blackstone,5611
Neuberger Berman Private Markets,1801
NextGen Venture Partners,17811
Morgan Stanley Alternative Investment Partners,8032
MatterScale Ventures,21004
MatterScale Ventures,21004
MatterScale Ventures,21004
MatterScale Ventures,21004
MatterScale Ventures,21004
MatterScale Ventures,21004
Hildred Capital Partners,20141
Goldman Sachs Asset Management,954
Third Craft,21005
GreenPoint Partners,21006
Crestline Investors,9333
Eagle Point Credit Management,20900
Mucker Capital,13480
Cloud Equity Group,15521
SQN Venture Partners,21010
SpringRock Ventures,21011
SpringRock Ventures,21011
TCW Group,8336
Reciprocal Ventures,18311
Reciprocal Ventures,18311
Reciprocal Ventures,18311
Reciprocal Ventures,18311
Reciprocal Ventures,18311
Reciprocal Ventures,18311
Reciprocal Ventures,18311
Reciprocal Ventures,18311
Reciprocal Ventures,18311
Reciprocal Ventures,18311
Reciprocal Ventures,18311
Reciprocal Ventures,18311
KKR,5586
KKR,5586
KKR,5586
Fort Washington Capital Partners Group,8019
SignalFire,16997
SignalFire,16997
SignalFire,16997
Venturi Private Wealth,21017
Kinetic Ventures,8437
Kinetic Ventures,8437
Kain Capital,17123
Mosaik Partners,15517
Stonehenge Capital,7855
Huck Capital,21018
Adams Street Partners,6359
AutoTech Ventures,17113
Boyne Capital,17975
Boyne Capital,17975
Boyne Capital,17975
Boyne Capital,17975
Boyne Capital,17975
Boyne Capital,17975
SV Angel,13004
iCapital Network,20104
PPB Capital Partners,18204
Riverstone Holdings,8459
ISA Ventures,21023
ISA Ventures,21023
ISA Ventures,21023
ISA Ventures,21023
ISA Ventures,21023
ISA Ventures,21023
Third Lake Partners,20727
The Carlyle Group,5579
Claritas Capital,12886
Claritas Capital,12886
Prudence Holdings,21027
GEF Capital Partners,8272
Blue Owl Capital,1337
BootstrapLabs,14108
Silver Lake,6681
Silver Lake,6681
Silver Lake,6681
Silver Lake,6681
Silver Lake,6681
Silver Lake,6681
Pipeline Capital Partners,17035
Pipeline Capital Partners,17035
Fundamental Advisors,12980
Fundamental Advisors,12980
Fundamental Advisors,12980
Ignition Partners,7015
Ignition Partners,7015
MKH Capital Partners,21042
MKH Capital Partners,21042
Shepherd Kaplan Krochuk,19628
Shepherd Kaplan Krochuk,19628
Shepherd Kaplan Krochuk,19628
Magnetar Capital,13489
iCapital Network,20104
Castle Island Ventures,20946
Castle Island Ventures,20946
iTech Capital,21046
iTech Capital,21046
iTech Capital,21046
iTech Capital,21046
iTech Capital,21046
iTech Capital,21046
Greywolf Capital Management,1352
Pacific Private Fund Advisors,19074
Castlelake,10995
Enlightenment Capital,13351
Enlightenment Capital,13351
Rizvi Traverse Management,10845
Aegis Capital Corp.,21054
Landmark Partners,5587
Landmark Partners,5587
Landmark Partners,5587
Landmark Partners,5587
Landmark Partners,5587
Landmark Partners,5587
Summit Peak Investments,20759
Peterson Partners,11412
Hack VC,21056
Argosy Capital,8364
Argosy Capital,8364
CIFC,16813
Stride Funding,21060
Joseph Gunnar & Company,21062
Metrodora Ventures,21067
Kain Capital,17123
Carousel Capital,8399
Carousel Capital,8399
Carousel Capital,8399
NextGen Venture Partners,17811
JP Morgan Asset Management,5687
PA Capital,7085
Kain Capital,17123
Nut Tree Capital Management,21074
Nut Tree Capital Management,21074
PennantPark,16550
Berkshire Partners,6400
Berkshire Partners,6400
Berkshire Partners,6400
Berkshire Partners,6400
Berkshire Partners,6400
Berkshire Partners,6400
Berkshire Partners,6400
Berkshire Partners,6400
Berkshire Partners,6400
Berkshire Partners,6400
VT Capital,21080
VT Capital,21080
Neuberger Berman Private Markets,1801
MetaProp,18481
Black Bay Energy Capital,18875
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Wunala Capital,21081
Clearlake Capital Group,8706
Flexis Capital,21083
Flexis Capital,21083
Flexis Capital,21083
Littlejohn & Co,6579
New Canaan Funding,12829
CSL Capital Management,14412
CSL Capital Management,14412
Brown Advisory,3944
Mercato Partners,12079
Lotus Innovations,15468
iCapital Network,20104
iCapital Network,20104
Brookfield Asset Management,5903
JW Levin Management Partners,19700
JW Levin Management Partners,19700
JW Levin Management Partners,19700
Huck Capital,21018
FS Investments,14898
iCapital Network,20104
Tessera Venture Partners,20585
HarbourVest Partners,6523
Nyca Partners,15416
Nyca Partners,15416
BlackRock,867
Tiedemann Advisors,3453
Third Kind Venture Capital,18200
Magnetar Capital,13489
Inceptiv,21099
Oak Hill Advisors,12574
Oak Hill Advisors,12574
Oak Hill Advisors,12574
Mission Driven Capital Partners,20852
Linse Capital,17906
Heroic Ventures,17566
The Hive,16665
Kairos Ventures,18382
Kairos Ventures,18382
Caffeinated Capital,14250
RevRoad,21114
Chisos,21116
Neuberger Berman Private Markets,1801
Charger Investment Partners,20850
Charger Investment Partners,20850
Charger Investment Partners,20850
Charger Investment Partners,20850
HPS Investment Partners,7143
Stage 2 Capital,20801
Integrity Growth Partners,20842
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
AXA Venture Partners,19429
Hellman & Friedman,6530
mHUB,21129
mHUB,21129
mHUB,21129
mHUB,21129
Hellman & Friedman,6530
BlackRock,867
HighGear Ventures,19068
Sleeping Giant Capital,21142
Monachil Capital Partners,21172
Monachil Capital Partners,21172
Monachil Capital Partners,21172
Treehouse Global Ventures,21174
The Builders Fund,15339
The Builders Fund,15339
The Builders Fund,15339
The Builders Fund,15339
Primo Ventures,17697
Primo Ventures,17697
Primo Ventures,17697
Primo Ventures,17697
OurCrowd,17948
OurCrowd,17948
OurCrowd,17948
OurCrowd,17948
OurCrowd,17948
OurCrowd,17948
Draper Associates,16882
Milestone Partners,10203
Parliament Capital Management,18409
Parliament Capital Management,18409
Hunniwell Lake Ventures,20522
Hunniwell Lake Ventures,20522
Hunniwell Lake Ventures,20522
Vendera Resources,16618
Tramway Venture Partners,21236
Tramway Venture Partners,21236
Tramway Venture Partners,21236
The Carlyle Group,5579
Park Cities Asset Management,19935
Morgan Stanley Alternative Investment Partners,8032
StepStone Group,7045
Warburg Pincus,5591
Mizzen Capital,21284
Mizzen Capital,21284
Mizzen Capital,21284
Mizzen Capital,21284
Mizzen Capital,21284
Mizzen Capital,21284
Mizzen Capital,21284
Caffeinated Capital,14250
True Wind Capital,17284
True Wind Capital,17284
Cota Capital,19483
Behrens Investment Group,21327
iCapital Network,20104
iCapital Network,20104
Blackstone,5611
Ares Management,6844
Rev1 Ventures,17805
Rev1 Ventures,17805
Rev1 Ventures,17805
Rev1 Ventures,17805
Rev1 Ventures,17805
Rev1 Ventures,17805
Rev1 Ventures,17805
Rev1 Ventures,17805
Activant Capital,16713
Activant Capital,16713
Activant Capital,16713
Activant Capital,16713
Activant Capital,16713
Oak Hill Advisors,12574
Benchmark,6399
Horsley Bridge Partners,6536
Serve Capital Partners,17649
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
United First Partners Fintech,21378
Bridging Finance,18704
Bridging Finance,18704
Bridging Finance,18704
Javelin Venture Partners,11030
Team8,20582
Team8,20582
Team8,20582
Team8,20582
Team8,20582
Team8,20582
Team8,20582
Team8,20582
SR One,1719
SR One,1719
McGeever,21372
McGeever,21372
Hamilton Lane,6521
Flying Fish Partners,18928
747 Capital,8105
Banneker Partners,20374
Onex,5646
JP Morgan Asset Management,5687
Pantheon,1005
Pantheon,1005
Pantheon,1005
Pantheon,1005
Pantheon,1005
Pantheon,1005
RCP Advisors,1780
Barings,2161
Barings,2161
Barings,2161
Barings,2161
Barings,2161
Barings,2161
Bluestem Capital Company,16242
Bluestem Capital Company,16242
Bluestem Capital Company,16242
Bluestem Capital Company,16242
Reverence Capital Partners,16699
Reverence Capital Partners,16699
Atlassian,21393
HPS Investment Partners,7143
Tiger Infrastructure Partners,11912
Tiger Infrastructure Partners,11912
Tiger Infrastructure Partners,11912
Tiger Infrastructure Partners,11912
Tiger Infrastructure Partners,11912
Tiger Infrastructure Partners,11912
MGG Investment Group,17630
Aves Capital Management,20848
WL Ross & Co.,6748
Fulcrum Capital Holdings,17625
TTV Capital,14520
TTV Capital,14520
Monk's Hill Ventures,15642
Monk's Hill Ventures,15642
MGG Investment Group,17630
MGG Investment Group,17630
MGG Investment Group,17630
DelCam Holdings,21415
Presight Capital,20093
Presight Capital,20093
Presight Capital,20093
Presight Capital,20093
Presight Capital,20093
Presight Capital,20093
Oval Park Capital,21420
Ribbit Capital,13212
Intermediate Capital Group,6547
Steelhead Capital Management,18662
Silver Lake,6681
Wingspan Capital,21429
ID Fund,21431
Castlelake,10995
Village Global,18732
Digital Fuel Capital,21438
Digital Fuel Capital,21438
Stable Asset Management,21126
Twin Bridge Capital Partners,2445
StrataCity Investments,21440
Abstract Ventures,21441
Abstract Ventures,21441
Abstract Ventures,21441
Abstract Ventures,21441
Abstract Ventures,21441
Sonoma Brands,18686
Cerberus Capital Management,5613
Santa Barbara Venture Partners,21458
Sugar Capital,21459
JP Morgan Asset Management,5687
Gerber Taylor,10920
Impact Investors,21463
William Blair Capital Partners,6742
HPS Investment Partners,7143
Freedom 3 Capital,16872
iCapital Network,20104
HPS Investment Partners,7143
BlackRock,867
Neuberger Berman Private Markets,1801
Advent International,6361
Magnetic Ventures,21475
Carnrite Ventures,21476
Barings,2161
iCapital Network,20104
HBSE Ventures,21478
HBSE Ventures,21478
ATP Private Equity Partners,876
ATP Private Equity Partners,876
Second Alpha,14905
The Cynosure Group,18504
Hamilton Lane,6521
Star Mountain Capital,1671
WSC & Company,21479
Chrysalis Ventures,7241
Chrysalis Ventures,7241
iCapital Network,20104
Clean Feet Investors I,21480
AIM Group,21481
Thomas H. Lee Partners,6708
Lometa Capital Partners,21482
Lometa Capital Partners,21482
Telesoft Partners,7251
Bain Capital,6389
Hildred Capital Partners,20141
Arcano Asset Management,2175
Arcano Asset Management,2175
Arcano Asset Management,2175
Healthcare Royalty Partners,8673
Silver Lake,6681
ICONIQ Capital,15736
ICONIQ Capital,15736
Perella Weinberg Partners,4260
Gallatin Point Capital,19274
iCapital Network,20104
SteelSky Ventures,21502
SteelSky Ventures,21502
iCapital Network,20104
Whitehorse Liquidity Partners,17471
Founders Circle Capital,14781
Epiq Capital,17546
Salesforce Ventures,16021
Silver Lake,6681
Prime Movers Lab,19330
Prime Movers Lab,19330
Prime Movers Lab,19330
Prime Movers Lab,19330
Prime Movers Lab,19330
Blue Elephant Capital Management,19503
Blue Elephant Capital Management,19503
Crosspoint Capital Partners,20991
Crosspoint Capital Partners,20991
Wavemaker Three-Sixty Health,21509
KG Funds Management LLC,15027
Tech Square Ventures,18241
Draper Esprit,8558
Oaktree Capital Management,5588
Oak Hill Advisors,12574
Cleveland Avenue,21514
Cleveland Avenue,21514
ICP Group,20834
Practical Venture Capital,21519
GSV Asset Management,20174
MGV Capital Group,21521
MGV Capital Group,21521
MGV Capital Group,21521
MGV Capital Group,21521
Alternative Investment Management,15038
Ares Management,6844
Centerbridge Partners,7765
Centerbridge Partners,7765
Allianz Global Investors,17885
Allianz Global Investors,17885
Allianz Global Investors,17885
Allianz Global Investors,17885
Allianz Global Investors,17885
Allianz Global Investors,17885
Positive Sum Capital,21526
Positive Sum Capital,21526
Positive Sum Capital,21526
Knightsbridge Advisers,978
Legacy Venture,1748
Legacy Venture,1748
Legacy Venture,1748
The Beekman Group,13488
The Beekman Group,13488
The Beekman Group,13488
The Beekman Group,13488
Khosla Ventures,10222
Khosla Ventures,10222
Khosla Ventures,10222
CAZ Investments,9345
Peakview Capital,21531
Peakview Capital,21531
Brown Advisory,3944
Presight Capital,20093
Presight Capital,20093
Presight Capital,20093
Presight Capital,20093
Presight Capital,20093
Presight Capital,20093
Old Three Hundred Capital,21532
Rosemawr Management,18208
CAZ Investments,9345
The Carlyle Group,5579
The Carlyle Group,5579
The Carlyle Group,5579
The Carlyle Group,5579
The Carlyle Group,5579
The Carlyle Group,5579
Boldstart Ventures,13854
Boldstart Ventures,13854
Monroe Capital,11051
Angelo Gordon,5225
Ag Solutions Capital,21539
Ag Solutions Capital,21539
Lead Edge Capital,15336
Lead Edge Capital,15336
Blackstone,5611
China Ping An Life Insurance,3703
China Ping An Life Insurance,3703
China Ping An Life Insurance,3703
Sofinnova Partners,6683
Sofinnova Partners,6683
Sofinnova Partners,6683
Sofinnova Partners,6683
Sofinnova Partners,6683
Sofinnova Partners,6683
HQ Capital,1470
HQ Capital,1470
HQ Capital,1470
HQ Capital,1470
Blackstone,5611
Constitution Capital Partners,8642
Ascend Partners,21084
Ascend Partners,21084
8VC,17030
Neo,21562
Valia Ventures,21564
Valia Ventures,21564
Valia Ventures,21564
Valia Ventures,21564
Valia Ventures,21564
Valia Ventures,21564
Valia Ventures,21564
Valia Ventures,21564
SV Tech Ventures,20109
Ascend Partners,21084
Boston Seed Capital,12209
Boston Seed Capital,12209
Boston Seed Capital,12209
The Venture Reality Fund,17467
Mesirow,6595
Mesirow,6595
Fairview Capital Partners,6486
Lavrock Ventures,17828
Jazz Venture Partners,19370
Jazz Venture Partners,19370
Amplify Partners,13574
VantagePoint Capital Partners,6726
Female Founders Fund,14719
Tyrus Capital,16712
Edison Partners,6468
Edison Partners,6468
Edison Partners,6468
Bread & Butter Ventures,21580
Bread & Butter Ventures,21580
Bread & Butter Ventures,21580
Bread & Butter Ventures,21580
iCapital Network,20104
GreatPoint Ventures,16755
GreatPoint Ventures,16755
Light Street Capital,19412
Founders Circle Capital,14781
iCapital Network,20104
Avante Capital Partners,11908
Avante Capital Partners,11908
Avante Capital Partners,11908
Avante Capital Partners,11908
Avante Capital Partners,11908
The Lightsmith Group,21584
The Lightsmith Group,21584
Chrystal Capital,21590
Chrystal Capital,21590
Aquiline Capital Partners,8103
Aquiline Capital Partners,8103
Aquiline Capital Partners,8103
Aquiline Capital Partners,8103
JZ Partners,16957
Ampersand Capital Partners,6372
Pantheon,1005
Builders VC,18032
Builders VC,18032
Deciens Capital,19565
Deciens Capital,19565
Rural American Fund,16011
Accolade Partners,2790
Accolade Partners,2790
Domain Capital Group,19247
Fifth Wall,17858
Fiera Comox,19248
Fiera Comox,19248
Diversified Trust,8263
Hellman & Friedman,6530
Ares Management,6844
Portfolio Advisors,1013
Altitude Life Science Ventures,16719
Apollo Global Management,8096
Provenance,20847
VSS Capital Partners,6732
VSS Capital Partners,6732
VSS Capital Partners,6732
VSS Capital Partners,6732
VSS Capital Partners,6732
VSS Capital Partners,6732
Corbel Capital Partners,15048
Corbel Capital Partners,15048
Corbel Capital Partners,15048
Corbel Capital Partners,15048
Corbel Capital Partners,15048
INVL Asset Management,19485
INVL Asset Management,19485
INVL Asset Management,19485
INVL Asset Management,19485
INVL Asset Management,19485
INVL Asset Management,19485
Onex,5646
Bronze,17470
Sequoia Capital,6675
Sequoia Capital,6675
iCapital Network,20104
Whitehorse Liquidity Partners,17471
Portfolio Advisors,1013
Portfolio Advisors,1013
Portfolio Advisors,1013
Portfolio Advisors,1013
Portfolio Advisors,1013
Portfolio Advisors,1013
Caffeinated Capital,14250
WI Harper Group,6924
WI Harper Group,6924
WI Harper Group,6924
WI Harper Group,6924
WI Harper Group,6924
WI Harper Group,6924
WI Harper Group,6924
WI Harper Group,6924
Arsenal Capital Partners,6379
SoftBank Group Corp.,4186
SoftBank Group Corp.,4186
SoftBank Group Corp.,4186
SoftBank Group Corp.,4186
SoftBank Group Corp.,4186
SoftBank Group Corp.,4186
Craft Ventures,19319
Breakthrough Energy,18121
Wingspan Capital,21429
Cottonwood Technology Fund,21630
Cottonwood Technology Fund,21630
CAIS Group,19442
Roebling Capital Partners,21634
Roebling Capital Partners,21634
Roebling Capital Partners,21634
Roebling Capital Partners,21634
Orthogon Partners,18563
Orthogon Partners,18563
Orthogon Partners,18563
Warburg Pincus,5591
Sunstone Management,21637
Pantheon,1005
Emergent Ventures,19909
Progress Equity Partners,21650
Credit Suisse Private Equity,6456
GoldenTree Asset Management,17570
Brand Foundry Ventures,19129
Brand Foundry Ventures,19129
Brand Foundry Ventures,19129
Brand Foundry Ventures,19129
Brand Foundry Ventures,19129
TriSpan,18822
TriSpan,18822
TriSpan,18822
TriSpan,18822
TriSpan,18822
TriSpan,18822
TriSpan,18822
TriSpan,18822
TriSpan,18822
TriSpan,18822
Kingfisher Investment Advisors,19315
SCS Financial Services,9785
BMO Global Asset Management,1952
Hamilton Lane,6521
Hamilton Lane,6521
Hamilton Lane,6521
Hamilton Lane,6521
Hamilton Lane,6521
Hamilton Lane,6521
Onex,5646
Alta Park Capital,20729
Intermediate Capital Group,6547
Intermediate Capital Group,6547
Space Angels,19705
Space Angels,19705
Stafford Capital Partners,1885
SOSV,17218
Fluke Venture Partners,15622
Fluke Venture Partners,15622
Fluke Venture Partners,15622
Revolution,11629
Blackstone,5611
ICG Advisors,18194
Brown Advisory,3944
Brown Advisory,3944
Veripath Partners,21670
Veripath Partners,21670
Sound Ventures,21671
Sound Ventures,21671
Starting Line,20289
Comvest Partners,11696
WestRiver Group,19242
Atlas Merchant Capital,16467
Atlas Merchant Capital,16467
Atlas Merchant Capital,16467
Atlas Merchant Capital,16467
Atlas Merchant Capital,16467
Atlas Merchant Capital,16467
Atlas Merchant Capital,16467
Atlas Merchant Capital,16467
Atlas Merchant Capital,16467
Atlas Merchant Capital,16467
Atlas Merchant Capital,16467
Atlas Merchant Capital,16467
Bain Capital,6389
Bain Capital,6389
Bain Capital,6389
Bain Capital,6389
Bain Capital,6389
Precision Capital,11995
Day One Ventures,19269
Menlo Ventures,6589
Ares Management,6844
The Carlyle Group,5579
iCapital Network,20104
Source Capital,15812
abrdn,4297
Vast Ventures,15128
BlackRock,867
Atypical Partner,21692
Atypical Partner,21692
Atypical Partner,21692
Atypical Partner,21692
Atypical Partner,21692
Atypical Partner,21692
Butterfly Equity,18449
Butterfly Equity,18449
Green Bay Ventures,18218
Imaginary,20421
Imaginary,20421
Imaginary,20421
Imaginary,20421
Imaginary,20421
Imaginary,20421
Imaginary,20421
Imaginary,20421
Imaginary,20421
Verdis Investment Management,9820
Independent Access Partners,21694
GateCap Ventures,21700
GateCap Ventures,21700
BullVC,21703
Teall Capital,19843
Teall Capital,19843
Permira Advisers,6639
Permira Advisers,6639
Continental Grain Company,10998
Continental Grain Company,10998
Motivate Venture Capital,20352
Raven Capital Management,14270
Plexo Capital,20375
iCapital Network,20104
Align Capital,19647
Align Capital,19647
Panacea Venture,18689
Bridgepoint,6783
Bridgepoint,6783
BPEA EQT Asia,6812
Long Hill Capital,17776
Long Hill Capital,17776
Long Hill Capital,17776
Man Global Private Markets,15786
Looking Glass Capital,21713
Looking Glass Capital,21713
Looking Glass Capital,21713
Altmore Capital,21714
Franklin Hill Capital,21717
Avego Management,21718
H.I.G. Capital,6829
