fm_name,fm_id
Groove Capital,21733
Groove Capital,21733
Groove Capital,21733
Groove Capital,21733
Groove Capital,21733
Groove Capital,21733
Groove Capital,21733
Groove Capital,21733
Groove Capital,21733
Groove Capital,21733
Equity Squared,21734
2.12 Angels,21736
WinStaPro,21737
Bienville Capital,13451
InTandem Capital Partners,18350
InTandem Capital Partners,18350
National Asset Management,19536
Gatewood Capital Partners,16980
Diversis Capital,19367
Blackstone,5611
H.I.G. Capital,6829
50 South Capital,16825
Bestige Holdings,21088
Torch Capital,20911
57 Stars,1860
57 Stars,1860
57 Stars,1860
57 Stars,1860
57 Stars,1860
57 Stars,1860
BayPine,21578
Summit Peak Investments,20759
Knightsbridge Advisers,978
New MainStream Capital,14589
New MainStream Capital,14589
New MainStream Capital,14589
Decheng Capital,13060
Decheng Capital,13060
Decheng Capital,13060
Decheng Capital,13060
Sagard,18892
Sagard,18892
Banneker Partners,20374
Neuberger Berman Private Markets,1801
BioVentures MedTech Funds,6402
Mercato Partners,12079
Mercato Partners,12079
GCM Grosvenor,2827
GCM Grosvenor,2827
Fortress Investment Group,5584
Panoramic Ventures,18351
Panoramic Ventures,18351
Willow Tree Credit Partners,19598
Alta Resources,20999
Alta Resources,20999
CAIS Group,19442
CAIS Group,19442
Azalea Capital,10990
Azalea Capital,10990
Azalea Capital,10990
Cerberus Capital Management,5613
MSP Sports Capital,21760
MSP Sports Capital,21760
MSP Sports Capital,21760
MSP Sports Capital,21760
57 Stars,1860
57 Stars,1860
57 Stars,1860
57 Stars,1860
57 Stars,1860
57 Stars,1860
57 Stars,1860
57 Stars,1860
57 Stars,1860
Recurring Capital Partners,19799
Wingspan Capital,21429
Worden Capital Management,21768
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Cherubic Ventures,16893
Entourage Effect Capital,18935
Entourage Effect Capital,18935
Entourage Effect Capital,18935
Peterson Partners,11412
Siltstone Capital,15045
Siltstone Capital,15045
ICONIQ Capital,15736
ICONIQ Capital,15736
Corridor Capital,12869
Corridor Capital,12869
Fifth Down Capital,21771
Fifth Down Capital,21771
AFI Capital Partners,21772
Redmile Group,17221
Redmile Group,17221
Accelerator Life Science Partners,15870
New Science Ventures,15752
New Science Ventures,15752
Prime Movers Lab,19330
Prime Movers Lab,19330
Prime Movers Lab,19330
Solic Capital,15121
Ludlow Ventures,18192
Unovis Asset Management,21775
Unovis Asset Management,21775
Unovis Asset Management,21775
Warren Equity Partners,19413
Warren Equity Partners,19413
Great Point Partners,7965
Great Point Partners,7965
Building Ventures,21776
Periphas Capital,20935
Periphas Capital,20935
Periphas Capital,20935
Periphas Capital,20935
Cultivation Capital,14303
Augment Ventures,17899
Augment Ventures,17899
Navigation Capital Partners,14638
NextGen Venture Partners,17811
NextGen Venture Partners,17811
NextGen Venture Partners,17811
Capital Dynamics,90
Fannin Innovation Studio,21790
Stormbreaker Ventures,21791
Wildcat Venture Partners,19316
EW Healthcare Partners,6478
EW Healthcare Partners,6478
EW Healthcare Partners,6478
Anorak Ventures,18279
Compound,12809
Gopher Asset Management,13963
Behrens Investment Group,21327
Behrens Investment Group,21327
JP Morgan Asset Management,5687
WVV Capital,21799
WVV Capital,21799
WVV Capital,21799
WVV Capital,21799
Prysm Capital,19960
Prysm Capital,19960
Prysm Capital,19960
Life Sciences Partners,5723
Life Sciences Partners,5723
Life Sciences Partners,5723
Life Sciences Partners,5723
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
ORI Capital,21802
Angelo Gordon,5225
Artemis Capital Partners,13438
Artemis Capital Partners,13438
Artemis Capital Partners,13438
Oaktree Capital Management,5588
KittyHawk Ventures,21806
JAFCO Group,1292
Genoa Ventures,19759
Genoa Ventures,19759
Apollo Global Management,8096
Bitkraft,18391
Bitkraft,18391
Bitkraft,18391
Tikehau Capital,13555
AllerFund,21807
Prysm Capital,19960
Prysm Capital,19960
Prysm Capital,19960
Pegasus Capital Advisors,5589
Excelerate Health Ventures,14407
Excelerate Health Ventures,14407
Heartland Ventures,20416
Raiven Capital,21814
Rosetta Capital Limited,8180
Rosetta Capital Limited,8180
Rosetta Capital Limited,8180
Rosetta Capital Limited,8180
SER Capital,20966
SER Capital,20966
Rockwood Equity Partners,16504
Rockwood Equity Partners,16504
Fort̩ Ventures,14165
Tamarind HIll,21822
Bessemer Trust,892
Crestone Capital,3431
Whitehorse Liquidity Partners,17471
Summit Partners,6693
Summit Partners,6693
Summit Partners,6693
Turning Rock Partners,19254
Turning Rock Partners,19254
Turning Rock Partners,19254
KKR,5586
Energy Transition Ventures,21829
Energy Transition Ventures,21829
Energy Transition Ventures,21829
Energy Transition Ventures,21829
Energy Transition Ventures,21829
Energy Transition Ventures,21829
Patriot Financial Partners,14595
TenOneTen Ventures,15938
HighBar Partners,13095
CPE,11184
Blackstone,5611
Blackstone,5611
Blackstone,5611
Blackstone,5611
Blackstone,5611
Blackstone,5611
Barings,2161
Hamilton Lane,6521
The Carlyle Group,5579
Roark Capital Group,7614
Roark Capital Group,7614
Roark Capital Group,7614
Roark Capital Group,7614
Energize Ventures,19158
776 Fund Management,21461
Backcast Partners,20968
Concord Health Partners,20310
Concord Health Partners,20310
Concord Health Partners,20310
Tech Pioneers Fund,20755
iCapital Network,20104
CoVenture,17763
Ballast Point Ventures,11017
Dundee Venture Capital,17560
Dundee Venture Capital,17560
Kickstart Seed Fund,12622
Bain Capital,6389
Bain Capital,6389
Bain Capital,6389
Bain Capital,6389
Breakout Labs,17606
Breakout Labs,17606
Breakout Labs,17606
Breakout Labs,17606
Madison Capital Funding,17758
Teamworthy Venture,17879
Napier Park Global Capital,14605
Mass General Brigham,3858
Kicker Venture,21839
Kicker Venture,21839
Kicker Venture,21839
Kicker Venture,21839
Kicker Venture,21839
Kicker Venture,21839
Kicker Venture,21839
Kicker Venture,21839
Kicker Venture,21839
Kicker Venture,21839
Kicker Venture,21839
Kicker Venture,21839
Orion Energy Partners,17492
Gallatin Point Capital,19274
Third Lake Partners,20727
Vivo Capital,7980
Vivo Capital,7980
Vivo Capital,7980
Vivo Capital,7980
Vivo Capital,7980
Vivo Capital,7980
Vivo Capital,7980
Vivo Capital,7980
Amplify.LA,14534
Metropolitan Partners Group,8953
Metropolitan Partners Group,8953
Metropolitan Partners Group,8953
Meridian Street Capital,18423
Meridian Street Capital,18423
Franklin Park,1722
Dock Square Capital,19463
Liquid 2 Ventures,17700
Cimarron Healthcare Capital,21857
Noemis Ventures,21858
Noemis Ventures,21858
Noemis Ventures,21858
Claymore Capital Partners,21859
Neuberger Berman Private Markets,1801
Bracket Capital,20833
SWAT Equity Partners,17957
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Eurazeo,11
Assured Healthcare Partners,21860
Mistral Venture Partners,21862
Brookfield Asset Management,5903
Brookfield Asset Management,5903
Brookfield Asset Management,5903
Brookfield Asset Management,5903
Brookfield Asset Management,5903
Brookfield Asset Management,5903
Flashpoint,15774
Flashpoint,15774
Flashpoint,15774
"MacKinnon, Bennett & Company Inc.",21866
"MacKinnon, Bennett & Company Inc.",21866
"MacKinnon, Bennett & Company Inc.",21866
Klass Capital,12606
Bedrock Capital,19765
Adams Street Partners,6359
Adams Street Partners,6359
Adams Street Partners,6359
Adams Street Partners,6359
LAGO Innovation Fund,20068
Patient Square Capital,21101
Moonrise Capital,18084
First Eagle Alternative Credit,18753
McNally Capital,16356
Brighteye Ventures,18761
Brighteye Ventures,18761
Brighteye Ventures,18761
Brighteye Ventures,18761
Brighteye Ventures,18761
Brighteye Ventures,18761
Brighteye Ventures,18761
Brighteye Ventures,18761
Brighteye Ventures,18761
Brighteye Ventures,18761
Brighteye Ventures,18761
Brighteye Ventures,18761
Brighteye Ventures,18761
Brighteye Ventures,18761
Brighteye Ventures,18761
Brighteye Ventures,18761
Cue Ball,10139
Cue Ball,10139
Cue Ball,10139
CSL Capital Management,14412
CSL Capital Management,14412
Firebolt Ventures,19453
Adams Street Partners,6359
Adams Street Partners,6359
Adams Street Partners,6359
Adams Street Partners,6359
Adams Street Partners,6359
Adams Street Partners,6359
Alternative Investment Management,15038
Digital Sky Technologies (DST),14601
Digital Sky Technologies (DST),14601
Digital Sky Technologies (DST),14601
PPB Capital Partners,18204
PPB Capital Partners,18204
The Sterling Group,8500
Gerber Taylor,10920
Lightstone Ventures,13068
Lightstone Ventures,13068
Primary Venture Partners,9082
Victory Park Capital,12129
SineWave Ventures,15764
Victory Park Capital,12129
FFL Partners,7236
Regeneration.VC,21889
Ospraie Management,21893
Salem Investment Partners,14068
Salem Investment Partners,14068
Salem Investment Partners,14068
Salem Investment Partners,14068
Salem Investment Partners,14068
Science Inc,18612
Seyen Capital,18438
Bramalea Partners,21898
Bregal Investments,1277
Bregal Investments,1277
Bregal Investments,1277
Bregal Investments,1277
Bregal Investments,1277
Bregal Investments,1277
Blackstone,5611
ArrowMark Partners,21905
EQT,6477
EQT,6477
EQT,6477
"Welsh, Carson, Anderson & Stowe",5592
ArrowMark Partners,21905
SIP Global Partners,21602
Insight Partners,7597
Insight Partners,7597
15th Rock Ventures,21915
15th Rock Ventures,21915
Capricorn Investment Group,18670
Bain Capital,6389
Red Lane Group,21916
Red Lane Group,21916
Red Lane Group,21916
Red Lane Group,21916
GreenSoil Investments,13634
Avance Investment Management,21919
Avance Investment Management,21919
Bold Capital Partners,17059
Camber Creek,18123
Camber Creek,18123
Camber Creek,18123
GLy Capital Management,21924
GLy Capital Management,21924
GLy Capital Management,21924
Castlelake,10995
Castlelake,10995
Fiera Comox,19248
GLIN Impact Capital,21928
GLIN Impact Capital,21928
GLIN Impact Capital,21928
GLIN Impact Capital,21928
GLIN Impact Capital,21928
GLIN Impact Capital,21928
GLIN Impact Capital,21928
GLIN Impact Capital,21928
Kayne Anderson Capital Advisors,7604
Cross Ocean Partners,18638
Cross Ocean Partners,18638
Cross Ocean Partners,18638
Franklin Park,1722
Franklin Park,1722
Alpha Leonis Partners,21412
Alpha Leonis Partners,21412
Alpha Leonis Partners,21412
Alpha Leonis Partners,21412
Alpha Leonis Partners,21412
Alpha Leonis Partners,21412
Alpha Leonis Partners,21412
Alpha Leonis Partners,21412
Alpha Leonis Partners,21412
Alpha Leonis Partners,21412
LGT Capital Partners,6573
LGT Capital Partners,6573
LGT Capital Partners,6573
LGT Capital Partners,6573
Coatue Management,16237
Lightspeed Venture Partners,6576
Cresta Fund Management,19339
3B Future Health,21941
3B Future Health,21941
3B Future Health,21941
HarbourVest Partners,6523
Partners Capital,3641
Partners Capital,3641
Partners Capital,3641
Partners Capital,3641
Partners Capital,3641
Partners Capital,3641
Soleus Capital,20171
Anzu Partners,18020
Anzu Partners,18020
Anzu Partners,18020
Anzu Partners,18020
Balance Legal Capital,21947
Balance Legal Capital,21947
Balance Legal Capital,21947
Fulcrum Capital Partners,12749
Aon Pension Fund,2248
Aon Pension Fund,2248
Anterra Capital,14767
Anterra Capital,14767
Anterra Capital,14767
Anterra Capital,14767
Anterra Capital,14767
Anterra Capital,14767
Anterra Capital,14767
Anterra Capital,14767
Anterra Capital,14767
Anterra Capital,14767
Anterra Capital,14767
Anterra Capital,14767
Anterra Capital,14767
Anterra Capital,14767
Anterra Capital,14767
MGG Investment Group,17630
Spring Mountain Capital,15833
Spring Mountain Capital,15833
Energy Impact Partners,17015
Panoramic Ventures,18351
Panoramic Ventures,18351
Corrum Capital Management,16426
Morgan Stanley Alternative Investment Partners,8032
Morgan Stanley Alternative Investment Partners,8032
Thompson Street Capital Partners,7190
Thompson Street Capital Partners,7190
Topspin Consumer Partners,8011
Marblegate Asset Management,17759
Stray Dog Capital,19228
Stray Dog Capital,19228
Stray Dog Capital,19228
Stray Dog Capital,19228
Stray Dog Capital,19228
Stray Dog Capital,19228
Stray Dog Capital,19228
Stray Dog Capital,19228
Stray Dog Capital,19228
Stray Dog Capital,19228
Stray Dog Capital,19228
Stray Dog Capital,19228
XYZ Ventures,18305
XYZ Ventures,18305
Obvious Ventures,15762
Gallatin Point Capital,19274
YJ Capital,13033
YJ Capital,13033
YJ Capital,13033
YJ Capital,13033
YJ Capital,13033
YJ Capital,13033
EV Private Equity,6780
EV Private Equity,6780
EV Private Equity,6780
EV Private Equity,6780
EV Private Equity,6780
EV Private Equity,6780
EV Private Equity,6780
EV Private Equity,6780
Access Venture Partners,12300
Tri Valley Ventures,18518
Tri Valley Ventures,18518
Tri Valley Ventures,18518
Corrum Capital Management,16426
Waterfall Asset Management,19136
CEI Ventures,8514
CEI Ventures,8514
CEI Ventures,8514
CEI Ventures,8514
Great North Ventures,19870
Franklin Templeton Investments,6211
Conversion Capital,14828
Conversion Capital,14828
Conversion Capital,14828
Willow Tree Credit Partners,19598
Cleo Capital,21972
Delta-v Capital,18404
FinTech Collective,18127
FinTech Collective,18127
Brown Advisory,3944
Stellus Capital Management,14535
Prairie Capital,8148
Kairos Ventures,18382
Sozo Ventures,13477
Sozo Ventures,13477
Sozo Ventures,13477
Framework Venture Partners,19660
Framework Venture Partners,19660
Guidepost Growth Equity,9018
Excellere Partners,8183
Excellere Partners,8183
Excellere Partners,8183
Excellere Partners,8183
ICG Advisors,18194
Argosy Capital,8364
Argosy Capital,8364
W Capital Partners,7082
W Capital Partners,7082
W Capital Partners,7082
W Capital Partners,7082
W Capital Partners,7082
Blue Earth Capital,19614
Blue Earth Capital,19614
Blue Earth Capital,19614
Blue Earth Capital,19614
Blue Earth Capital,19614
Blue Earth Capital,19614
Blue Earth Capital,19614
Blue Earth Capital,19614
Blue Earth Capital,19614
CircleUp,15959
Kingfisher Investment Advisors,19315
Stonyrock Partners,19709
Stonyrock Partners,19709
Houston Exponential,1953
Formentera Partners,22015
Tamiami Angel Funds,15398
Hamilton Lane,6521
Hamilton Lane,6521
TCG Capital Management,20274
TCG Capital Management,20274
Goodwater Capital,15778
Goodwater Capital,15778
CAZ Investments,9345
The Cynosure Group,18504
Qiming Venture Partners,8624
Blackstone Strategic Partners,4013
Blackstone Strategic Partners,4013
Coatue Management,16237
Camden Partners,7465
Camden Partners,7465
Camden Partners,7465
Camden Partners,7465
Clearlake Capital Group,8706
Snow Phipps Group,11019
Snow Phipps Group,11019
Snow Phipps Group,11019
Sweetwater Private Equity,19041
Crescent Capital Group,12199
HarbourVest Partners,6523
EQT,6477
EQT,6477
Goldman Sachs Asset Management,954
HarbourVest Partners,6523
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
SparkLabs Global Ventures,14731
HarbourVest Partners,6523
HarbourVest Partners,6523
LSV,22036
LSV,22036
LSV,22036
Coatue Management,16237
JP Morgan Asset Management,5687
Arbour Lane Capital Management,19081
Northern Light Venture Capital,8457
Northern Light Venture Capital,8457
Northern Light Venture Capital,8457
Northern Light Venture Capital,8457
The Carlyle Group,5579
Carbon Infrastructure Partners,7714
Acrewood Holdings,21279
Activate Venture Partners,7551
AI Capital,22049
ICONIQ Capital,15736
ICONIQ Capital,15736
Burlington Capital,19207
Burlington Capital,19207
Burlington Capital,19207
Blackstone Strategic Partners,4013
Blackstone Strategic Partners,4013
Flexstone Partners,3828
Flexstone Partners,3828
Flexstone Partners,3828
Flexstone Partners,3828
Churchill,17036
i80 Group,21094
i80 Group,21094
American Securities,6371
Pacific Investment Management Co. (PIMCO),14239
Summit Rock Advisors,20107
YIELCO Investments,14052
YIELCO Investments,14052
YIELCO Investments,14052
YIELCO Investments,14052
YIELCO Investments,14052
YIELCO Investments,14052
JP Morgan Asset Management,5687
Partners Capital,3641
HighVista Strategies,3671
HighVista Strategies,3671
Seavest Investment Group,14785
Seavest Investment Group,14785
Seavest Investment Group,14785
Balbec Capital,16901
Balbec Capital,16901
Balbec Capital,16901
Balbec Capital,16901
Balbec Capital,16901
Balbec Capital,16901
Expa,15223
Neuberger Berman Private Markets,1801
Pacific Private Fund Advisors,19074
Neuberger Berman Private Markets,1801
Norland Capital,18467
Sixty8 Capital,22066
Sixty8 Capital,22066
Cascade Seed Fund,20218
Cascade Seed Fund,20218
ESO Fund,12887
LGK Wealth Management,17120
Valedor Partners,19922
Tecumseh Alternatives,21007
Hg,6532
Hg,6532
Hg,6532
Stride Consumer,22075
Stride Consumer,22075
Stride Consumer,22075
ShangBay Capital,19451
ShangBay Capital,19451
ShangBay Capital,19451
Laconia Capital Group,18648
Millennium Bridge Capital,4257
Satwik Ventures,19420
Flyover Capital,17330
Flyover Capital,17330
Provenance,20847
Golub Capital Partners,7608
Golub Capital Partners,7608
Ripple Ventures,22104
Telstra Ventures,20196
Telstra Ventures,20196
True Wind Capital,17284
Contrary Capital,19555
ClearVue Partners,12979
Steward Asset Management,21401
Steward Asset Management,21401
Steward Asset Management,21401
Steward Asset Management,21401
Steward Asset Management,21401
CTI Life Sciences Fund,8129
CTI Life Sciences Fund,8129
CTI Life Sciences Fund,8129
CTI Life Sciences Fund,8129
CTI Life Sciences Fund,8129
CTI Life Sciences Fund,8129
Neuberger Berman Private Markets,1801
Neuberger Berman Private Markets,1801
Neuberger Berman Private Markets,1801
NGP Energy Capital Management,8410
NGP Energy Capital Management,8410
Insignia Capital Group,12900
Insignia Capital Group,12900
Insignia Capital Group,12900
iCapital Network,20104
Ridge Ventures,5552
RCP Advisors,1780
Thurston Group,19704
Seven Bridges Advisors,4718
Feenix Venture Partners,19477
Brown Advisory,3944
Western Technology Investment,7502
Newpath Partners,19528
Alpha Partners,14929
NewView Capital,19344
SixThirty,19778
SixThirty,19778
Tetragon Financial Group,17792
Tetragon Financial Group,17792
8VC,17030
BluePointe Capital Management,15609
Energize Ventures,19158
TPG,6701
Light Street Capital,19412
Cantos Ventures,17729
Further Global Capital Management,18838
Monta Vista Capital,18623
Monta Vista Capital,18623
Lexington Partners,6572
Lexington Partners,6572
Primus Capital,6645
Primus Capital,6645
Primus Capital,6645
1776,16932
RedBird Capital Partners,16182
RedBird Capital Partners,16182
RedBird Capital Partners,16182
RedBird Capital Partners,16182
Arcano Asset Management,2175
Arcano Asset Management,2175
Arcano Asset Management,2175
Arcano Asset Management,2175
Arcano Asset Management,2175
Arcano Asset Management,2175
Arcano Asset Management,2175
Arcano Asset Management,2175
Arcano Asset Management,2175
Arcano Asset Management,2175
Arcano Asset Management,2175
Arcano Asset Management,2175
PSG,21967
OVN Capital,22135
World Innovation Lab,15022
World Innovation Lab,15022
World Innovation Lab,15022
World Innovation Lab,15022
Avadis Vorsorge AG,2097
Avadis Vorsorge AG,2097
Avadis Vorsorge AG,2097
Avadis Vorsorge AG,2097
Avadis Vorsorge AG,2097
Avadis Vorsorge AG,2097
1984 Ventures,19287
Clearlake Capital Group,8706
iCapital Network,20104
Searchlight Capital Partners,11431
Searchlight Capital Partners,11431
Searchlight Capital Partners,11431
Searchlight Capital Partners,11431
Searchlight Capital Partners,11431
Searchlight Capital Partners,11431
Searchlight Capital Partners,11431
Searchlight Capital Partners,11431
Searchlight Capital Partners,11431
Searchlight Capital Partners,11431
Searchlight Capital Partners,11431
Searchlight Capital Partners,11431
Bay Hills Capital,8794
ABRY Partners,6354
ABRY Partners,6354
Blue Owl Capital,1337
Blue Owl Capital,1337
Blue Road Capital,16871
Dentsu Group Inc.,16236
Dentsu Group Inc.,16236
Dentsu Group Inc.,16236
Dentsu Group Inc.,16236
Dentsu Group Inc.,16236
Dentsu Group Inc.,16236
Contrary Capital,19555
Aegis Capital Corp.,21054
Aegis Capital Corp.,21054
AF Ventures,15177
AF Ventures,15177
AF Ventures,15177
Solamere Capital,10630
Alta Park Capital,20729
BroadVail Capital Partners,16632
Neuberger Berman Private Markets,1801
Neuberger Berman Private Markets,1801
Neuberger Berman Private Markets,1801
Neuberger Berman Private Markets,1801
Altimeter Capital Management,14801
Altimeter Capital Management,14801
Trucks Venture,17290
Pearl Diver Capital,22151
Pearl Diver Capital,22151
Pearl Diver Capital,22151
Diagram,18187
Diagram,18187
GreenSky Capital,16554
GreenSky Capital,16554
BKR Capital,22152
BKR Capital,22152
Acrew Capital,20456
BlackRock,867
BlackRock,867
BlackRock,867
8VC,17030
Almanac Realty Investors,5804
KKR,5586
Onex,5646
Ares Management,6844
Trident Capital,6715
5AM Ventures,7414
5AM Ventures,7414
5AM Ventures,7414
5AM Ventures,7414
Barings,2161
GCM Grosvenor,2827
Entrepreneurial Equity Partners,20423
Aspireon Wealth Advisors,20984
Avenue Growth Partners,22160
TCV,6697
Agya Ventures,22169
"CapStone Group, LLC",9400
"CapStone Group, LLC",9400
"CapStone Group, LLC",9400
"CapStone Group, LLC",9400
"CapStone Group, LLC",9400
"CapStone Group, LLC",9400
TheVentureCity,18765
TheVentureCity,18765
TheVentureCity,18765
TheVentureCity,18765
TheVentureCity,18765
TheVentureCity,18765
TheVentureCity,18765
TheVentureCity,18765
TheVentureCity,18765
TheVentureCity,18765
TheVentureCity,18765
TheVentureCity,18765
TheVentureCity,18765
TheVentureCity,18765
TheVentureCity,18765
Banneker Partners,20374
Leeds Equity Partners,7298
Spur Capital Partners,1706
Academy Investor Network,22187
TPG,6701
TPG,6701
TPG,6701
TPG,6701
Golding Capital Partners,1333
Golding Capital Partners,1333
Circulate Capital,19864
Circulate Capital,19864
Circulate Capital,19864
Circulate Capital,19864
Circulate Capital,19864
Circulate Capital,19864
Circulate Capital,19864
Circulate Capital,19864
Circulate Capital,19864
Circulate Capital,19864
Circulate Capital,19864
Circulate Capital,19864
3Spoke,20205
3Spoke,20205
Fiera Capital,6022
HarbourVest Partners,6523
HarbourVest Partners,6523
HarbourVest Partners,6523
HarbourVest Partners,6523
HarbourVest Partners,6523
Deerpath Capital Management,14176
Deerpath Capital Management,14176
Deerpath Capital Management,14176
Deerpath Capital Management,14176
Persistence Capital Partners,12667
Fin Venture Capital,19866
KKR,5586
KKR,5586
KKR,5586
Digital Alpha Advisors,18460
Glendower Capital,18631
Glendower Capital,18631
MGG Investment Group,17630
Cordiant Capital,11596
Cordiant Capital,11596
Cordiant Capital,11596
Cordiant Capital,11596
Cordiant Capital,11596
Cordiant Capital,11596
Entrepreneur First,19334
Entrepreneur First,19334
Entrepreneur First,19334
Entrepreneur First,19334
Entrepreneur First,19334
Entrepreneur First,19334
Saluda Grade Ventures,20177
Saluda Grade Ventures,20177
Yellow Point Equity Partners,22195
Yellow Point Equity Partners,22195
Crosstimbers Capital Group,18443
Portfolio Advisors,1013
Portfolio Advisors,1013
Portfolio Advisors,1013
Y Combinator,14195
TTV Capital,14520
TTV Capital,14520
Patriot Financial Partners,14595
Canyon CLO Advisors,19176
Brandywine Trust Group,3596
Foundation Capital,6495
Foundation Capital,6495
Foundation Capital,6495
Foundation Capital,6495
Goldman Sachs Asset Management,954
Goldman Sachs Asset Management,954
Goldman Sachs Asset Management,954
Goldman Sachs Asset Management,954
Goldman Sachs Asset Management,954
Goldman Sachs Asset Management,954
Goldman Sachs Asset Management,954
Goldman Sachs Asset Management,954
Goldman Sachs Asset Management,954
Goldman Sachs Asset Management,954
Goldman Sachs Asset Management,954
Goldman Sachs Asset Management,954
GoldenTree Asset Management,17570
GoldenTree Asset Management,17570
GoldenTree Asset Management,17570
GoldenTree Asset Management,17570
GoldenTree Asset Management,17570
GoldenTree Asset Management,17570
Ethos Invest,22201
Ethos Invest,22201
Ethos Invest,22201
Ethos Invest,22201
Ethos Invest,22201
Ethos Invest,22201
Ethos Invest,22201
Ethos Invest,22201
Ethos Invest,22201
Ethos Invest,22201
Cordatus Capital,20877
Cordatus Capital,20877
Cordatus Capital,20877
Cordatus Capital,20877
Cordatus Capital,20877
Cordatus Capital,20877
Sycamore Tree Capital Partners,21679
Cold Bore Capital,20735
Vistara Growth,16757
Anzu Partners,18020
Anzu Partners,18020
Anzu Partners,18020
Anzu Partners,18020
Anzu Partners,18020
Anzu Partners,18020
Anzu Partners,18020
Anzu Partners,18020
BlackRock,867
Sixth Street,19637
GHK Capital Partners,20235
Performance Equity Management,2043
Performance Equity Management,2043
Performance Equity Management,2043
Riverstone Holdings,8459
NovaQuest Capital Management,11727
Union Capital,17905
Red Arts Capital,22206
Red Arts Capital,22206
Red Arts Capital,22206
H Venture Capital,22207
Providence Equity Partners,6650
InnovaHealth Partners,19919
InnovaHealth Partners,19919
Lightbank,4574
Lightbank,4574
Lightbank,4574
Powerplant Ventures,16797
Powerplant Ventures,16797
Powerplant Ventures,16797
Powerplant Ventures,16797
Capitala Group,9012
Independent Bankers Capital Funds,16572
Independent Bankers Capital Funds,16572
Independent Bankers Capital Funds,16572
GSV Asset Management,20174
Aria Growth Partners,22209
Accolade Partners,2790
Accolade Partners,2790
Audax Group,6386
Thoma Bravo,8759
Cota Capital,19483
Longitude Capital,8664
Creation Investments,14172
Creation Investments,14172
Creation Investments,14172
Creation Investments,14172
McNally Capital,16356
Fin Venture Capital,19866
Logos Capital,20777
Arrowroot Capital Management,15757
Closed Loop Partners,17947
Closed Loop Partners,17947
Closed Loop Partners,17947
Closed Loop Partners,17947
Closed Loop Partners,17947
GoldPoint Partners,1762
GoldPoint Partners,1762
Acrew Capital,20456
Aviator Capital Management,19779
Aviator Capital Management,19779
Aviator Capital Management,19779
Aviator Capital Management,19779
Aviator Capital Management,19779
Aviator Capital Management,19779
Aviator Capital Management,19779
Aviator Capital Management,19779
Aviator Capital Management,19779
Aviator Capital Management,19779
Aviator Capital Management,19779
Aviator Capital Management,19779
Sands Capital,17559
Sands Capital,17559
Sands Capital,17559
Sands Capital,17559
Sands Capital,17559
Sands Capital,17559
Breakwater Management,19893
Griffin Gaming Partners,20091
Princeville Capital,18300
Quad-C Management,6652
MidOcean Partners,7127
MidOcean Partners,7127
Angeleno Group,8945
Angeleno Group,8945
Screendoor Partners,22218
Aligned Climate Capital,20365
Aligned Climate Capital,20365
