strategy_id,lp_id,strategy,regions
41810,4229,Venture Capital / Growth Equity,Latin America
4674,4229,Venture Capital / Growth Equity,Middle East/Africa
26954,4229,Venture Capital / Growth Equity,Western Europe
25315,4230,Buyout / Corporate Private Equity,North America
31680,4230,Buyout / Corporate Private Equity,Asia-Pacific
1611,4230,Buyout / Corporate Private Equity,Central/Eastern Europe
1504,4230,Buyout / Corporate Private Equity,Latin America
38940,4230,Buyout / Corporate Private Equity,Middle East/Africa
77,4230,Buyout / Corporate Private Equity,Western Europe
25525,4230,Fund of Funds / Co-Investment,North America
40684,4230,Fund of Funds / Co-Investment,Asia-Pacific
27426,4230,Fund of Funds / Co-Investment,Central/Eastern Europe
26769,4230,Fund of Funds / Co-Investment,Latin America
6478,4230,Fund of Funds / Co-Investment,Middle East/Africa
6502,4230,Fund of Funds / Co-Investment,Western Europe
45074,4230,Mezzanine / Debt,North America
25680,4230,Mezzanine / Debt,Asia-Pacific
8005,4230,Mezzanine / Debt,Central/Eastern Europe
23393,4230,Mezzanine / Debt,Latin America
7304,4230,Mezzanine / Debt,Middle East/Africa
10928,4230,Mezzanine / Debt,Western Europe
38113,4231,Fund of Funds / Co-Investment,North America
3656,4231,Fund of Funds / Co-Investment,Asia-Pacific
47626,4231,Fund of Funds / Co-Investment,Central/Eastern Europe
28939,4231,Fund of Funds / Co-Investment,Latin America
13050,4231,Fund of Funds / Co-Investment,Middle East/Africa
26707,4231,Fund of Funds / Co-Investment,Western Europe
10057,4231,Secondaries,North America
11793,4231,Secondaries,Asia-Pacific
34093,4231,Secondaries,Central/Eastern Europe
32089,4231,Secondaries,Latin America
40060,4231,Secondaries,Middle East/Africa
47686,4231,Secondaries,Western Europe
31355,4231,Venture Capital / Growth Equity,North America
45519,4231,Venture Capital / Growth Equity,Asia-Pacific
24435,4231,Venture Capital / Growth Equity,Central/Eastern Europe
8059,4231,Venture Capital / Growth Equity,Latin America
42492,4231,Venture Capital / Growth Equity,Middle East/Africa
34985,4231,Venture Capital / Growth Equity,Western Europe
4994,4232,Buyout / Corporate Private Equity,North America
20413,4232,Distressed / Turnaround,North America
43331,4232,Fund of Funds / Co-Investment,North America
35727,4232,Mezzanine / Debt,North America
49483,4232,Secondaries,North America
36584,4232,Venture Capital / Growth Equity,North America
3832,4233,Buyout / Corporate Private Equity,North America
9126,4233,Distressed / Turnaround,North America
30884,4233,Other,North America
444,4233,Venture Capital / Growth Equity,North America
9480,4234,Venture Capital / Growth Equity,North America
36581,4236,Buyout / Corporate Private Equity,North America
10295,4236,Buyout / Corporate Private Equity,Western Europe
29692,4236,Distressed / Turnaround,North America
38782,4236,Fund of Funds / Co-Investment,North America
43710,4236,Fund of Funds / Co-Investment,Asia-Pacific
26541,4236,Fund of Funds / Co-Investment,Central/Eastern Europe
2591,4236,Fund of Funds / Co-Investment,Latin America
40043,4236,Fund of Funds / Co-Investment,Middle East/Africa
4294,4236,Fund of Funds / Co-Investment,Western Europe
5044,4239,Venture Capital / Growth Equity,North America
38870,4240,Fund of Funds / Co-Investment,North America
36689,4240,Fund of Funds / Co-Investment,Asia-Pacific
39424,4240,Fund of Funds / Co-Investment,Central/Eastern Europe
23655,4240,Fund of Funds / Co-Investment,Latin America
4927,4240,Fund of Funds / Co-Investment,Middle East/Africa
10648,4240,Fund of Funds / Co-Investment,Western Europe
12594,4240,Mezzanine / Debt,North America
36705,4240,Mezzanine / Debt,Asia-Pacific
41304,4240,Mezzanine / Debt,Central/Eastern Europe
19614,4240,Mezzanine / Debt,Latin America
44264,4240,Mezzanine / Debt,Middle East/Africa
24100,4240,Mezzanine / Debt,Western Europe
20592,4240,Secondaries,North America
9188,4240,Secondaries,Asia-Pacific
27519,4240,Secondaries,Central/Eastern Europe
45183,4240,Secondaries,Latin America
8999,4240,Secondaries,Middle East/Africa
5032,4240,Secondaries,Western Europe
29362,4240,Venture Capital / Growth Equity,North America
42881,4240,Venture Capital / Growth Equity,Asia-Pacific
2848,4240,Venture Capital / Growth Equity,Central/Eastern Europe
24596,4240,Venture Capital / Growth Equity,Latin America
17687,4240,Venture Capital / Growth Equity,Middle East/Africa
28301,4240,Venture Capital / Growth Equity,Western Europe
20159,4241,Venture Capital / Growth Equity,North America
10368,4242,Buyout / Corporate Private Equity,North America
13869,4242,Distressed / Turnaround,North America
8198,4242,Fund of Funds / Co-Investment,North America
4288,4242,Mezzanine / Debt,North America
37325,4242,Secondaries,North America
26133,4242,Venture Capital / Growth Equity,North America
21238,4243,Buyout / Corporate Private Equity,North America
12480,4243,Buyout / Corporate Private Equity,Asia-Pacific
37878,4243,Buyout / Corporate Private Equity,Central/Eastern Europe
48751,4243,Buyout / Corporate Private Equity,Latin America
23368,4243,Buyout / Corporate Private Equity,Middle East/Africa
6784,4243,Buyout / Corporate Private Equity,Western Europe
5576,4243,Venture Capital / Growth Equity,North America
39775,4243,Venture Capital / Growth Equity,Asia-Pacific
18670,4243,Venture Capital / Growth Equity,Central/Eastern Europe
8207,4243,Venture Capital / Growth Equity,Latin America
20550,4243,Venture Capital / Growth Equity,Middle East/Africa
42411,4243,Venture Capital / Growth Equity,Western Europe
44696,4246,Buyout / Corporate Private Equity,North America
28564,4246,Buyout / Corporate Private Equity,Asia-Pacific
3242,4246,Buyout / Corporate Private Equity,Central/Eastern Europe
21199,4246,Buyout / Corporate Private Equity,Latin America
46585,4246,Buyout / Corporate Private Equity,Middle East/Africa
30438,4246,Buyout / Corporate Private Equity,Western Europe
31275,4246,Fund of Funds / Co-Investment,North America
37375,4246,Fund of Funds / Co-Investment,Asia-Pacific
43757,4246,Fund of Funds / Co-Investment,Central/Eastern Europe
32494,4246,Fund of Funds / Co-Investment,Latin America
3730,4246,Fund of Funds / Co-Investment,Middle East/Africa
19455,4246,Fund of Funds / Co-Investment,Western Europe
17148,4246,Mezzanine / Debt,North America
47037,4246,Mezzanine / Debt,Asia-Pacific
3644,4246,Mezzanine / Debt,Central/Eastern Europe
42974,4246,Mezzanine / Debt,Latin America
6159,4246,Mezzanine / Debt,Middle East/Africa
32010,4246,Mezzanine / Debt,Western Europe
40282,4248,Fund of Funds / Co-Investment,North America
36657,4248,Fund of Funds / Co-Investment,Western Europe
39301,4248,Fund of Funds / Co-Investment,Central/Eastern Europe
4987,4248,Fund of Funds / Co-Investment,Middle East/Africa
26792,4248,Fund of Funds / Co-Investment,Asia-Pacific
43034,4248,Fund of Funds / Co-Investment,Latin America
15151,4248,Mezzanine / Debt,North America
10669,4248,Mezzanine / Debt,Western Europe
31539,4248,Mezzanine / Debt,Central/Eastern Europe
45016,4248,Mezzanine / Debt,Middle East/Africa
24440,4248,Mezzanine / Debt,Asia-Pacific
7163,4248,Mezzanine / Debt,Latin America
30668,4248,Secondaries,North America
23817,4248,Secondaries,Western Europe
5757,4248,Secondaries,Central/Eastern Europe
17184,4248,Secondaries,Middle East/Africa
1537,4248,Secondaries,Asia-Pacific
28044,4248,Secondaries,Latin America
20894,4248,Venture Capital / Growth Equity,North America
46416,4248,Venture Capital / Growth Equity,Western Europe
30991,4248,Venture Capital / Growth Equity,Central/Eastern Europe
35258,4248,Venture Capital / Growth Equity,Middle East/Africa
36347,4248,Venture Capital / Growth Equity,Asia-Pacific
11111,4248,Venture Capital / Growth Equity,Latin America
10309,4253,Fund of Funds / Co-Investment,North America
9676,4253,Fund of Funds / Co-Investment,Western Europe
36721,4253,Secondaries,North America
14121,4253,Secondaries,Western Europe
3465,4255,Buyout / Corporate Private Equity,North America
1998,4255,Distressed / Turnaround,North America
33573,4255,Fund of Funds / Co-Investment,North America
31381,4255,Mezzanine / Debt,North America
42896,4255,Secondaries,North America
49411,4255,Venture Capital / Growth Equity,North America
27178,4257,Buyout / Corporate Private Equity,North America
23756,4257,Buyout / Corporate Private Equity,Asia-Pacific
49408,4257,Buyout / Corporate Private Equity,Central/Eastern Europe
29011,4257,Buyout / Corporate Private Equity,Latin America
1651,4257,Buyout / Corporate Private Equity,Middle East/Africa
39228,4257,Buyout / Corporate Private Equity,Western Europe
43373,4257,Fund of Funds / Co-Investment,North America
36758,4257,Fund of Funds / Co-Investment,Asia-Pacific
30478,4257,Fund of Funds / Co-Investment,Central/Eastern Europe
33380,4257,Fund of Funds / Co-Investment,Latin America
45658,4257,Fund of Funds / Co-Investment,Middle East/Africa
15400,4257,Fund of Funds / Co-Investment,Western Europe
5975,4257,Venture Capital / Growth Equity,North America
19794,4257,Venture Capital / Growth Equity,Asia-Pacific
38013,4257,Venture Capital / Growth Equity,Central/Eastern Europe
46696,4257,Venture Capital / Growth Equity,Latin America
7599,4257,Venture Capital / Growth Equity,Middle East/Africa
48380,4257,Venture Capital / Growth Equity,Western Europe
26397,4259,Buyout / Corporate Private Equity,North America
33142,4259,Buyout / Corporate Private Equity,Asia-Pacific
39678,4259,Buyout / Corporate Private Equity,Central/Eastern Europe
17825,4259,Buyout / Corporate Private Equity,Latin America
14234,4259,Buyout / Corporate Private Equity,Middle East/Africa
43794,4259,Buyout / Corporate Private Equity,Western Europe
32276,4259,Distressed / Turnaround,North America
17015,4259,Distressed / Turnaround,Asia-Pacific
37727,4259,Distressed / Turnaround,Central/Eastern Europe
23200,4259,Distressed / Turnaround,Latin America
2428,4259,Distressed / Turnaround,Middle East/Africa
25696,4259,Distressed / Turnaround,Western Europe
29211,4259,Mezzanine / Debt,North America
19671,4259,Mezzanine / Debt,Asia-Pacific
45375,4259,Mezzanine / Debt,Central/Eastern Europe
5416,4259,Mezzanine / Debt,Latin America
12610,4259,Mezzanine / Debt,Middle East/Africa
24762,4259,Mezzanine / Debt,Western Europe
4960,4259,Secondaries,North America
27569,4259,Secondaries,Asia-Pacific
22719,4259,Secondaries,Central/Eastern Europe
21473,4259,Secondaries,Latin America
28244,4259,Secondaries,Middle East/Africa
1894,4259,Secondaries,Western Europe
43610,4259,Venture Capital / Growth Equity,North America
49602,4259,Venture Capital / Growth Equity,Asia-Pacific
27457,4259,Venture Capital / Growth Equity,Central/Eastern Europe
48673,4259,Venture Capital / Growth Equity,Latin America
7335,4259,Venture Capital / Growth Equity,Middle East/Africa
2472,4259,Venture Capital / Growth Equity,Western Europe
33781,4260,Buyout / Corporate Private Equity,North America
18612,4260,Buyout / Corporate Private Equity,Western Europe
6417,4260,Distressed / Turnaround,North America
9853,4260,Distressed / Turnaround,Western Europe
21611,4260,Fund of Funds / Co-Investment,North America
12012,4260,Fund of Funds / Co-Investment,Western Europe
19338,4260,Venture Capital / Growth Equity,North America
30573,4260,Venture Capital / Growth Equity,Western Europe
30239,4262,Venture Capital / Growth Equity,North America
31243,4266,Distressed / Turnaround,North America
39571,4266,Distressed / Turnaround,Asia-Pacific
15314,4266,Distressed / Turnaround,Central/Eastern Europe
47083,4266,Distressed / Turnaround,Latin America
20023,4266,Distressed / Turnaround,Middle East/Africa
43226,4266,Distressed / Turnaround,Western Europe
24238,4266,Fund of Funds / Co-Investment,North America
35097,4266,Fund of Funds / Co-Investment,Asia-Pacific
10558,4266,Fund of Funds / Co-Investment,Central/Eastern Europe
37707,4266,Fund of Funds / Co-Investment,Latin America
41737,4266,Fund of Funds / Co-Investment,Middle East/Africa
18243,4266,Fund of Funds / Co-Investment,Western Europe
2084,4266,Secondaries,North America
36492,4266,Secondaries,Asia-Pacific
5902,4266,Secondaries,Central/Eastern Europe
41569,4266,Secondaries,Latin America
37351,4266,Secondaries,Middle East/Africa
9291,4266,Secondaries,Western Europe
37447,4266,Venture Capital / Growth Equity,North America
47957,4266,Venture Capital / Growth Equity,Asia-Pacific
24119,4266,Venture Capital / Growth Equity,Central/Eastern Europe
42425,4266,Venture Capital / Growth Equity,Latin America
21340,4266,Venture Capital / Growth Equity,Middle East/Africa
7929,4266,Venture Capital / Growth Equity,Western Europe
33659,4269,Buyout / Corporate Private Equity,North America
23752,4271,Buyout / Corporate Private Equity,North America
1881,4271,Buyout / Corporate Private Equity,Asia-Pacific
2982,4271,Buyout / Corporate Private Equity,Central/Eastern Europe
10846,4271,Buyout / Corporate Private Equity,Latin America
17034,4271,Buyout / Corporate Private Equity,Middle East/Africa
45379,4271,Buyout / Corporate Private Equity,Western Europe
44053,4271,Fund of Funds / Co-Investment,North America
24258,4271,Fund of Funds / Co-Investment,Asia-Pacific
3612,4271,Fund of Funds / Co-Investment,Central/Eastern Europe
17706,4271,Fund of Funds / Co-Investment,Latin America
25059,4271,Fund of Funds / Co-Investment,Middle East/Africa
4835,4271,Fund of Funds / Co-Investment,Western Europe
36938,4271,Secondaries,North America
33893,4271,Secondaries,Asia-Pacific
37855,4271,Secondaries,Central/Eastern Europe
6481,4271,Secondaries,Latin America
5813,4271,Secondaries,Middle East/Africa
9113,4271,Secondaries,Western Europe
6642,4271,Venture Capital / Growth Equity,North America
9909,4271,Venture Capital / Growth Equity,Asia-Pacific
13728,4271,Venture Capital / Growth Equity,Central/Eastern Europe
14076,4271,Venture Capital / Growth Equity,Latin America
40761,4271,Venture Capital / Growth Equity,Middle East/Africa
12607,4271,Venture Capital / Growth Equity,Western Europe
41341,4272,Buyout / Corporate Private Equity,North America
11940,4272,Buyout / Corporate Private Equity,Latin America
8093,4272,Mezzanine / Debt,North America
31616,4272,Mezzanine / Debt,Latin America
32502,4272,Venture Capital / Growth Equity,North America
47365,4272,Venture Capital / Growth Equity,Latin America
30971,4274,Secondaries,North America
13813,4274,Secondaries,Western Europe
49359,4276,Buyout / Corporate Private Equity,North America
18670,4276,Buyout / Corporate Private Equity,Latin America
22250,4276,Buyout / Corporate Private Equity,Western Europe
42853,4276,Venture Capital / Growth Equity,North America
4505,4276,Venture Capital / Growth Equity,Latin America
11633,4276,Venture Capital / Growth Equity,Western Europe
41730,4278,Buyout / Corporate Private Equity,North America
35528,4278,Buyout / Corporate Private Equity,Asia-Pacific
44308,4278,Buyout / Corporate Private Equity,Central/Eastern Europe
6984,4278,Buyout / Corporate Private Equity,Latin America
43623,4278,Buyout / Corporate Private Equity,Middle East/Africa
16917,4278,Buyout / Corporate Private Equity,Western Europe
29384,4278,Fund of Funds / Co-Investment,North America
45751,4278,Fund of Funds / Co-Investment,Asia-Pacific
47413,4278,Fund of Funds / Co-Investment,Central/Eastern Europe
1117,4278,Fund of Funds / Co-Investment,Latin America
45473,4278,Fund of Funds / Co-Investment,Middle East/Africa
48794,4278,Fund of Funds / Co-Investment,Western Europe
12036,4278,Venture Capital / Growth Equity,North America
11129,4278,Venture Capital / Growth Equity,Asia-Pacific
15082,4278,Venture Capital / Growth Equity,Central/Eastern Europe
42361,4278,Venture Capital / Growth Equity,Latin America
45326,4278,Venture Capital / Growth Equity,Middle East/Africa
12571,4278,Venture Capital / Growth Equity,Western Europe
6753,4279,Buyout / Corporate Private Equity,North America
25055,4279,Buyout / Corporate Private Equity,Asia-Pacific
4561,4279,Buyout / Corporate Private Equity,Central/Eastern Europe
48743,4279,Buyout / Corporate Private Equity,Latin America
32997,4279,Buyout / Corporate Private Equity,Middle East/Africa
44001,4279,Buyout / Corporate Private Equity,Western Europe
6450,4279,Fund of Funds / Co-Investment,North America
28265,4279,Fund of Funds / Co-Investment,Asia-Pacific
46210,4279,Fund of Funds / Co-Investment,Central/Eastern Europe
21555,4279,Fund of Funds / Co-Investment,Latin America
27186,4279,Fund of Funds / Co-Investment,Middle East/Africa
41805,4279,Fund of Funds / Co-Investment,Western Europe
22815,4279,Mezzanine / Debt,North America
13673,4279,Mezzanine / Debt,Asia-Pacific
8420,4279,Mezzanine / Debt,Central/Eastern Europe
24678,4279,Mezzanine / Debt,Latin America
23979,4279,Mezzanine / Debt,Middle East/Africa
4051,4279,Mezzanine / Debt,Western Europe
8689,4279,Secondaries,North America
22490,4279,Secondaries,Asia-Pacific
23719,4279,Secondaries,Central/Eastern Europe
81,4279,Secondaries,Latin America
39357,4279,Secondaries,Middle East/Africa
24801,4279,Secondaries,Western Europe
4826,4279,Venture Capital / Growth Equity,North America
9756,4279,Venture Capital / Growth Equity,Asia-Pacific
35258,4279,Venture Capital / Growth Equity,Central/Eastern Europe
13927,4279,Venture Capital / Growth Equity,Latin America
43841,4279,Venture Capital / Growth Equity,Middle East/Africa
22626,4279,Venture Capital / Growth Equity,Western Europe
148,4283,Secondaries,North America
1368,4283,Secondaries,Western Europe
29727,4284,Buyout / Corporate Private Equity,North America
17997,4284,Buyout / Corporate Private Equity,Asia-Pacific
18084,4284,Buyout / Corporate Private Equity,Central/Eastern Europe
23895,4284,Buyout / Corporate Private Equity,Latin America
4524,4284,Buyout / Corporate Private Equity,Middle East/Africa
20134,4284,Buyout / Corporate Private Equity,Western Europe
17052,4284,Distressed / Turnaround,North America
30893,4284,Distressed / Turnaround,Asia-Pacific
36412,4284,Distressed / Turnaround,Central/Eastern Europe
18490,4284,Distressed / Turnaround,Latin America
14441,4284,Distressed / Turnaround,Middle East/Africa
13837,4284,Distressed / Turnaround,Western Europe
25447,4284,Fund of Funds / Co-Investment,North America
49364,4284,Fund of Funds / Co-Investment,Asia-Pacific
2091,4284,Fund of Funds / Co-Investment,Central/Eastern Europe
10966,4284,Fund of Funds / Co-Investment,Latin America
2922,4284,Fund of Funds / Co-Investment,Middle East/Africa
22831,4284,Fund of Funds / Co-Investment,Western Europe
908,4284,Mezzanine / Debt,North America
29405,4284,Mezzanine / Debt,Asia-Pacific
24856,4284,Mezzanine / Debt,Central/Eastern Europe
46354,4284,Mezzanine / Debt,Latin America
42874,4284,Mezzanine / Debt,Middle East/Africa
32154,4284,Mezzanine / Debt,Western Europe
9509,4284,Secondaries,North America
206,4284,Secondaries,Asia-Pacific
13494,4284,Secondaries,Central/Eastern Europe
24201,4284,Secondaries,Latin America
40977,4284,Secondaries,Middle East/Africa
28789,4284,Secondaries,Western Europe
11523,4284,Venture Capital / Growth Equity,North America
22557,4284,Venture Capital / Growth Equity,Asia-Pacific
43804,4284,Venture Capital / Growth Equity,Central/Eastern Europe
25097,4284,Venture Capital / Growth Equity,Latin America
12777,4284,Venture Capital / Growth Equity,Middle East/Africa
31960,4284,Venture Capital / Growth Equity,Western Europe
8204,4288,Venture Capital / Growth Equity,North America
447,4289,Fund of Funds / Co-Investment,North America
21207,4289,Fund of Funds / Co-Investment,Asia-Pacific
19545,4289,Fund of Funds / Co-Investment,Central/Eastern Europe
45515,4289,Fund of Funds / Co-Investment,Latin America
1788,4289,Fund of Funds / Co-Investment,Middle East/Africa
9031,4289,Fund of Funds / Co-Investment,Western Europe
43928,4289,Mezzanine / Debt,North America
21080,4289,Mezzanine / Debt,Asia-Pacific
100,4289,Mezzanine / Debt,Central/Eastern Europe
6944,4289,Mezzanine / Debt,Latin America
17532,4289,Mezzanine / Debt,Middle East/Africa
12902,4289,Mezzanine / Debt,Western Europe
8933,4289,Secondaries,North America
10090,4289,Secondaries,Asia-Pacific
25990,4289,Secondaries,Central/Eastern Europe
5032,4289,Secondaries,Latin America
34001,4289,Secondaries,Middle East/Africa
28253,4289,Secondaries,Western Europe
42511,4290,Buyout / Corporate Private Equity,North America
36743,4290,Buyout / Corporate Private Equity,Asia-Pacific
39833,4290,Buyout / Corporate Private Equity,Central/Eastern Europe
20064,4290,Buyout / Corporate Private Equity,Latin America
2972,4290,Buyout / Corporate Private Equity,Middle East/Africa
47457,4290,Buyout / Corporate Private Equity,Western Europe
30354,4290,Fund of Funds / Co-Investment,North America
26251,4290,Fund of Funds / Co-Investment,Asia-Pacific
27189,4290,Fund of Funds / Co-Investment,Central/Eastern Europe
12545,4290,Fund of Funds / Co-Investment,Latin America
43851,4290,Fund of Funds / Co-Investment,Middle East/Africa
33750,4290,Fund of Funds / Co-Investment,Western Europe
29774,4290,Mezzanine / Debt,North America
6603,4290,Mezzanine / Debt,Asia-Pacific
23299,4290,Mezzanine / Debt,Central/Eastern Europe
42471,4290,Mezzanine / Debt,Latin America
35840,4290,Mezzanine / Debt,Middle East/Africa
23137,4290,Mezzanine / Debt,Western Europe
29065,4290,Secondaries,North America
46825,4290,Secondaries,Asia-Pacific
19510,4290,Secondaries,Central/Eastern Europe
7118,4290,Secondaries,Latin America
979,4290,Secondaries,Middle East/Africa
40568,4290,Secondaries,Western Europe
19868,4290,Venture Capital / Growth Equity,North America
38713,4290,Venture Capital / Growth Equity,Asia-Pacific
20462,4290,Venture Capital / Growth Equity,Central/Eastern Europe
28956,4290,Venture Capital / Growth Equity,Latin America
35787,4290,Venture Capital / Growth Equity,Middle East/Africa
47939,4290,Venture Capital / Growth Equity,Western Europe
20208,4291,Fund of Funds / Co-Investment,North America
25378,4291,Fund of Funds / Co-Investment,Asia-Pacific
46803,4291,Fund of Funds / Co-Investment,Central/Eastern Europe
40662,4291,Fund of Funds / Co-Investment,Western Europe
6644,4291,Mezzanine / Debt,North America
32061,4291,Mezzanine / Debt,Asia-Pacific
38554,4291,Mezzanine / Debt,Central/Eastern Europe
34277,4291,Mezzanine / Debt,Western Europe
3493,4291,Secondaries,North America
2185,4291,Secondaries,Asia-Pacific
17501,4291,Secondaries,Central/Eastern Europe
36901,4291,Secondaries,Western Europe
32162,4291,Venture Capital / Growth Equity,North America
38948,4291,Venture Capital / Growth Equity,Asia-Pacific
33552,4291,Venture Capital / Growth Equity,Central/Eastern Europe
47143,4291,Venture Capital / Growth Equity,Western Europe
32909,4293,Buyout / Corporate Private Equity,North America
197,4293,Buyout / Corporate Private Equity,Asia-Pacific
35225,4293,Buyout / Corporate Private Equity,Central/Eastern Europe
39827,4293,Buyout / Corporate Private Equity,Western Europe
32853,4293,Fund of Funds / Co-Investment,North America
48497,4293,Fund of Funds / Co-Investment,Asia-Pacific
22223,4293,Fund of Funds / Co-Investment,Central/Eastern Europe
1709,4293,Fund of Funds / Co-Investment,Western Europe
214,4293,Secondaries,North America
24613,4293,Secondaries,Asia-Pacific
40600,4293,Secondaries,Central/Eastern Europe
33083,4293,Secondaries,Western Europe
32773,4294,Venture Capital / Growth Equity,North America
45037,4294,Venture Capital / Growth Equity,Asia-Pacific
11316,4296,Buyout / Corporate Private Equity,North America
14812,4296,Buyout / Corporate Private Equity,Asia-Pacific
9694,4296,Buyout / Corporate Private Equity,Central/Eastern Europe
30219,4296,Buyout / Corporate Private Equity,Latin America
45495,4296,Buyout / Corporate Private Equity,Middle East/Africa
46379,4296,Buyout / Corporate Private Equity,Western Europe
43959,4296,Fund of Funds / Co-Investment,North America
47341,4296,Fund of Funds / Co-Investment,Asia-Pacific
4298,4296,Fund of Funds / Co-Investment,Central/Eastern Europe
29755,4296,Fund of Funds / Co-Investment,Latin America
36085,4296,Fund of Funds / Co-Investment,Middle East/Africa
9369,4296,Fund of Funds / Co-Investment,Western Europe
24498,4296,Mezzanine / Debt,North America
3400,4296,Mezzanine / Debt,Asia-Pacific
11727,4296,Mezzanine / Debt,Central/Eastern Europe
2368,4296,Mezzanine / Debt,Latin America
24814,4296,Mezzanine / Debt,Middle East/Africa
40517,4296,Mezzanine / Debt,Western Europe
29695,4296,Venture Capital / Growth Equity,North America
22911,4296,Venture Capital / Growth Equity,Asia-Pacific
4208,4296,Venture Capital / Growth Equity,Central/Eastern Europe
25159,4296,Venture Capital / Growth Equity,Latin America
14050,4296,Venture Capital / Growth Equity,Middle East/Africa
34055,4296,Venture Capital / Growth Equity,Western Europe
18334,4297,Buyout / Corporate Private Equity,North America
21788,4297,Buyout / Corporate Private Equity,Western Europe
33003,4297,Venture Capital / Growth Equity,North America
19385,4297,Venture Capital / Growth Equity,Western Europe
38604,4300,Buyout / Corporate Private Equity,North America
10278,4300,Buyout / Corporate Private Equity,Central/Eastern Europe
47785,4300,Buyout / Corporate Private Equity,Middle East/Africa
25292,4300,Buyout / Corporate Private Equity,Western Europe
2820,4300,Mezzanine / Debt,North America
39545,4300,Mezzanine / Debt,Central/Eastern Europe
7552,4300,Mezzanine / Debt,Middle East/Africa
24574,4300,Mezzanine / Debt,Western Europe
14947,4300,Venture Capital / Growth Equity,North America
41415,4300,Venture Capital / Growth Equity,Central/Eastern Europe
14982,4300,Venture Capital / Growth Equity,Middle East/Africa
23460,4300,Venture Capital / Growth Equity,Western Europe
38714,4301,Buyout / Corporate Private Equity,North America
46826,4301,Buyout / Corporate Private Equity,Western Europe
39816,4301,Venture Capital / Growth Equity,North America
13708,4301,Venture Capital / Growth Equity,Western Europe
9445,4302,Buyout / Corporate Private Equity,North America
48691,4302,Buyout / Corporate Private Equity,Asia-Pacific
46008,4302,Buyout / Corporate Private Equity,Central/Eastern Europe
10359,4302,Buyout / Corporate Private Equity,Latin America
19058,4302,Buyout / Corporate Private Equity,Western Europe
36791,4302,Venture Capital / Growth Equity,North America
3278,4302,Venture Capital / Growth Equity,Asia-Pacific
19612,4302,Venture Capital / Growth Equity,Central/Eastern Europe
26754,4302,Venture Capital / Growth Equity,Latin America
39633,4302,Venture Capital / Growth Equity,Western Europe
45491,4304,Venture Capital / Growth Equity,North America
48475,4304,Venture Capital / Growth Equity,Asia-Pacific
43142,4305,Buyout / Corporate Private Equity,North America
22491,4305,Distressed / Turnaround,North America
6291,4305,Fund of Funds / Co-Investment,North America
27158,4305,Mezzanine / Debt,North America
48986,4305,Secondaries,North America
40463,4305,Venture Capital / Growth Equity,North America
33437,4306,Buyout / Corporate Private Equity,North America
4784,4306,Buyout / Corporate Private Equity,Western Europe
19012,4306,Fund of Funds / Co-Investment,North America
37600,4306,Fund of Funds / Co-Investment,Western Europe
45744,4306,Venture Capital / Growth Equity,North America
34098,4306,Venture Capital / Growth Equity,Western Europe
18493,4309,Buyout / Corporate Private Equity,North America
9028,4309,Buyout / Corporate Private Equity,Western Europe
21870,4310,Buyout / Corporate Private Equity,North America
17554,4310,Buyout / Corporate Private Equity,Asia-Pacific
19770,4310,Venture Capital / Growth Equity,North America
31173,4310,Venture Capital / Growth Equity,Asia-Pacific
6908,4311,Buyout / Corporate Private Equity,North America
22427,4311,Buyout / Corporate Private Equity,Asia-Pacific
21032,4311,Buyout / Corporate Private Equity,Central/Eastern Europe
23168,4311,Buyout / Corporate Private Equity,Latin America
14287,4311,Buyout / Corporate Private Equity,Middle East/Africa
48792,4311,Buyout / Corporate Private Equity,Western Europe
4442,4311,Distressed / Turnaround,North America
49223,4311,Distressed / Turnaround,Asia-Pacific
15459,4311,Distressed / Turnaround,Central/Eastern Europe
34799,4311,Distressed / Turnaround,Latin America
35200,4311,Distressed / Turnaround,Middle East/Africa
48016,4311,Distressed / Turnaround,Western Europe
12778,4311,Fund of Funds / Co-Investment,North America
16944,4311,Fund of Funds / Co-Investment,Asia-Pacific
49593,4311,Fund of Funds / Co-Investment,Central/Eastern Europe
38480,4311,Fund of Funds / Co-Investment,Latin America
25054,4311,Fund of Funds / Co-Investment,Middle East/Africa
17903,4311,Fund of Funds / Co-Investment,Western Europe
6640,4311,Secondaries,North America
48011,4311,Secondaries,Asia-Pacific
49553,4311,Secondaries,Central/Eastern Europe
47694,4311,Secondaries,Latin America
11754,4311,Secondaries,Middle East/Africa
3020,4311,Secondaries,Western Europe
47313,4313,Buyout / Corporate Private Equity,North America
42686,4313,Buyout / Corporate Private Equity,Asia-Pacific
5144,4313,Buyout / Corporate Private Equity,Western Europe
15406,4313,Secondaries,North America
30198,4313,Secondaries,Asia-Pacific
29978,4313,Secondaries,Western Europe
43802,4313,Venture Capital / Growth Equity,North America
31700,4313,Venture Capital / Growth Equity,Asia-Pacific
7715,4313,Venture Capital / Growth Equity,Western Europe
1627,4314,Buyout / Corporate Private Equity,North America
4496,4314,Buyout / Corporate Private Equity,Asia-Pacific
9551,4314,Buyout / Corporate Private Equity,Central/Eastern Europe
4534,4314,Buyout / Corporate Private Equity,Latin America
2844,4314,Buyout / Corporate Private Equity,Middle East/Africa
26951,4314,Buyout / Corporate Private Equity,Western Europe
45003,4314,Distressed / Turnaround,North America
34342,4314,Distressed / Turnaround,Asia-Pacific
