strategy_id,lp_id,strategy,regions
39405,3,Fund of Funds / Co-Investment,North America
40456,3,Fund of Funds / Co-Investment,Asia-Pacific
42780,3,Fund of Funds / Co-Investment,Latin America
40361,3,Fund of Funds / Co-Investment,Western Europe
9061,4,Buyout / Corporate Private Equity,North America
12037,4,Buyout / Corporate Private Equity,Asia-Pacific
44959,4,Buyout / Corporate Private Equity,Central/Eastern Europe
1613,4,Buyout / Corporate Private Equity,Latin America
44577,4,Buyout / Corporate Private Equity,Middle East/Africa
45649,4,Buyout / Corporate Private Equity,Western Europe
16333,4,Distressed / Turnaround,North America
6699,4,Distressed / Turnaround,Asia-Pacific
24536,4,Distressed / Turnaround,Central/Eastern Europe
11983,4,Distressed / Turnaround,Latin America
12974,4,Distressed / Turnaround,Middle East/Africa
47135,4,Distressed / Turnaround,Western Europe
21169,4,Mezzanine / Debt,North America
29341,4,Mezzanine / Debt,Asia-Pacific
37568,4,Mezzanine / Debt,Central/Eastern Europe
34020,4,Mezzanine / Debt,Latin America
44154,4,Mezzanine / Debt,Middle East/Africa
43222,4,Mezzanine / Debt,Western Europe
30432,4,Venture Capital / Growth Equity,North America
35792,4,Venture Capital / Growth Equity,Asia-Pacific
12998,4,Venture Capital / Growth Equity,Central/Eastern Europe
13338,4,Venture Capital / Growth Equity,Latin America
8238,4,Venture Capital / Growth Equity,Middle East/Africa
12757,4,Venture Capital / Growth Equity,Western Europe
31270,5,Buyout / Corporate Private Equity,North America
41291,5,Buyout / Corporate Private Equity,Asia-Pacific
31236,5,Buyout / Corporate Private Equity,Latin America
6469,5,Buyout / Corporate Private Equity,Middle East/Africa
31540,5,Buyout / Corporate Private Equity,Western Europe
40562,5,Distressed / Turnaround,North America
24472,5,Distressed / Turnaround,Asia-Pacific
15192,5,Distressed / Turnaround,Central/Eastern Europe
221,5,Distressed / Turnaround,Latin America
31236,5,Distressed / Turnaround,Middle East/Africa
4610,5,Distressed / Turnaround,Western Europe
47582,5,Mezzanine / Debt,North America
38833,5,Mezzanine / Debt,Asia-Pacific
1915,5,Mezzanine / Debt,Central/Eastern Europe
25560,5,Mezzanine / Debt,Latin America
29008,5,Mezzanine / Debt,Middle East/Africa
39603,5,Mezzanine / Debt,Western Europe
16527,5,Other,North America
9224,5,Other,Asia-Pacific
16626,5,Other,Central/Eastern Europe
18805,5,Other,Latin America
44974,5,Other,Middle East/Africa
11766,5,Other,Western Europe
30155,5,Venture Capital / Growth Equity,North America
47540,5,Venture Capital / Growth Equity,Asia-Pacific
8801,5,Venture Capital / Growth Equity,Latin America
35693,5,Venture Capital / Growth Equity,Middle East/Africa
30023,5,Venture Capital / Growth Equity,Western Europe
42736,8,Buyout / Corporate Private Equity,North America
46111,8,Buyout / Corporate Private Equity,Western Europe
10940,8,Distressed / Turnaround,North America
14393,8,Distressed / Turnaround,Western Europe
6770,8,Mezzanine / Debt,North America
33580,8,Mezzanine / Debt,Western Europe
49654,8,Venture Capital / Growth Equity,North America
23217,8,Venture Capital / Growth Equity,Western Europe
1630,9,Buyout / Corporate Private Equity,North America
18175,9,Mezzanine / Debt,North America
33946,10,Buyout / Corporate Private Equity,North America
11002,10,Buyout / Corporate Private Equity,Asia-Pacific
42927,10,Buyout / Corporate Private Equity,Central/Eastern Europe
11525,10,Buyout / Corporate Private Equity,Latin America
6924,10,Buyout / Corporate Private Equity,Middle East/Africa
32248,10,Buyout / Corporate Private Equity,Western Europe
30996,10,Distressed / Turnaround,North America
41194,10,Distressed / Turnaround,Asia-Pacific
45750,10,Distressed / Turnaround,Central/Eastern Europe
31708,10,Distressed / Turnaround,Latin America
2866,10,Distressed / Turnaround,Middle East/Africa
38679,10,Distressed / Turnaround,Western Europe
33342,10,Mezzanine / Debt,North America
31538,10,Mezzanine / Debt,Asia-Pacific
12082,10,Mezzanine / Debt,Central/Eastern Europe
22854,10,Mezzanine / Debt,Latin America
2532,10,Mezzanine / Debt,Middle East/Africa
14676,10,Mezzanine / Debt,Western Europe
23405,10,Venture Capital / Growth Equity,North America
5781,10,Venture Capital / Growth Equity,Asia-Pacific
49239,10,Venture Capital / Growth Equity,Central/Eastern Europe
2685,10,Venture Capital / Growth Equity,Latin America
26866,10,Venture Capital / Growth Equity,Middle East/Africa
36659,10,Venture Capital / Growth Equity,Western Europe
39765,14,Buyout / Corporate Private Equity,North America
28257,14,Buyout / Corporate Private Equity,Asia-Pacific
20308,14,Buyout / Corporate Private Equity,Central/Eastern Europe
34647,14,Buyout / Corporate Private Equity,Latin America
12462,14,Buyout / Corporate Private Equity,Middle East/Africa
31656,14,Buyout / Corporate Private Equity,Western Europe
5300,14,Distressed / Turnaround,North America
42309,14,Distressed / Turnaround,Asia-Pacific
1786,14,Distressed / Turnaround,Central/Eastern Europe
1766,14,Distressed / Turnaround,Latin America
44325,14,Distressed / Turnaround,Middle East/Africa
1868,14,Distressed / Turnaround,Western Europe
36204,14,Mezzanine / Debt,North America
8183,14,Mezzanine / Debt,Asia-Pacific
2627,14,Mezzanine / Debt,Central/Eastern Europe
18004,14,Mezzanine / Debt,Latin America
45044,14,Mezzanine / Debt,Middle East/Africa
30896,14,Mezzanine / Debt,Western Europe
12194,14,Other,North America
17075,14,Other,Asia-Pacific
11113,14,Other,Central/Eastern Europe
23749,14,Other,Latin America
45365,14,Other,Middle East/Africa
12103,14,Other,Western Europe
5486,14,Secondaries,North America
35646,14,Secondaries,Asia-Pacific
1885,14,Secondaries,Central/Eastern Europe
25565,14,Secondaries,Latin America
18780,14,Secondaries,Middle East/Africa
14798,14,Secondaries,Western Europe
34741,14,Venture Capital / Growth Equity,North America
41444,14,Venture Capital / Growth Equity,Asia-Pacific
14301,14,Venture Capital / Growth Equity,Central/Eastern Europe
10115,14,Venture Capital / Growth Equity,Latin America
48223,14,Venture Capital / Growth Equity,Middle East/Africa
33461,14,Venture Capital / Growth Equity,Western Europe
10112,15,Buyout / Corporate Private Equity,North America
25739,15,Buyout / Corporate Private Equity,Western Europe
27006,15,Distressed / Turnaround,Western Europe
1705,15,Fund of Funds / Co-Investment,North America
35004,15,Fund of Funds / Co-Investment,Western Europe
45108,15,Mezzanine / Debt,North America
28466,15,Mezzanine / Debt,Asia-Pacific
30436,15,Mezzanine / Debt,Central/Eastern Europe
9471,15,Mezzanine / Debt,Latin America
18014,15,Mezzanine / Debt,Middle East/Africa
14422,15,Mezzanine / Debt,Western Europe
38022,15,Other,Asia-Pacific
39153,15,Secondaries,North America
15318,15,Secondaries,Western Europe
41367,15,Venture Capital / Growth Equity,North America
1283,15,Venture Capital / Growth Equity,Western Europe
4097,16,Fund of Funds / Co-Investment,North America
39899,18,Buyout / Corporate Private Equity,North America
46367,18,Buyout / Corporate Private Equity,Asia-Pacific
25040,18,Buyout / Corporate Private Equity,Central/Eastern Europe
39112,18,Buyout / Corporate Private Equity,Latin America
10972,18,Buyout / Corporate Private Equity,Middle East/Africa
28258,18,Buyout / Corporate Private Equity,Western Europe
13216,18,Venture Capital / Growth Equity,North America
36774,18,Venture Capital / Growth Equity,Asia-Pacific
350,18,Venture Capital / Growth Equity,Central/Eastern Europe
32032,18,Venture Capital / Growth Equity,Latin America
46580,18,Venture Capital / Growth Equity,Middle East/Africa
11449,18,Venture Capital / Growth Equity,Western Europe
16500,19,Buyout / Corporate Private Equity,North America
39954,19,Buyout / Corporate Private Equity,Asia-Pacific
3917,19,Buyout / Corporate Private Equity,Central/Eastern Europe
12833,19,Buyout / Corporate Private Equity,Latin America
1058,19,Buyout / Corporate Private Equity,Middle East/Africa
21637,19,Buyout / Corporate Private Equity,Western Europe
16623,19,Distressed / Turnaround,North America
26099,19,Distressed / Turnaround,Asia-Pacific
31941,19,Distressed / Turnaround,Central/Eastern Europe
21905,19,Distressed / Turnaround,Latin America
20380,19,Distressed / Turnaround,Middle East/Africa
11057,19,Distressed / Turnaround,Western Europe
9547,19,Fund of Funds / Co-Investment,North America
5588,19,Fund of Funds / Co-Investment,Asia-Pacific
14186,19,Fund of Funds / Co-Investment,Central/Eastern Europe
10016,19,Fund of Funds / Co-Investment,Latin America
33884,19,Fund of Funds / Co-Investment,Middle East/Africa
28626,19,Fund of Funds / Co-Investment,Western Europe
6666,19,Mezzanine / Debt,North America
22154,19,Mezzanine / Debt,Asia-Pacific
45098,19,Mezzanine / Debt,Central/Eastern Europe
18588,19,Mezzanine / Debt,Latin America
37714,19,Mezzanine / Debt,Middle East/Africa
13246,19,Mezzanine / Debt,Western Europe
8216,19,Secondaries,North America
19963,19,Secondaries,Asia-Pacific
24233,19,Secondaries,Central/Eastern Europe
21437,19,Secondaries,Latin America
27931,19,Secondaries,Middle East/Africa
29513,19,Secondaries,Western Europe
18657,19,Venture Capital / Growth Equity,North America
34173,19,Venture Capital / Growth Equity,Asia-Pacific
36085,19,Venture Capital / Growth Equity,Central/Eastern Europe
16921,19,Venture Capital / Growth Equity,Latin America
21953,19,Venture Capital / Growth Equity,Middle East/Africa
23079,19,Venture Capital / Growth Equity,Western Europe
38120,20,Buyout / Corporate Private Equity,North America
5453,20,Buyout / Corporate Private Equity,Asia-Pacific
14489,20,Buyout / Corporate Private Equity,Central/Eastern Europe
19590,20,Buyout / Corporate Private Equity,Latin America
9640,20,Buyout / Corporate Private Equity,Middle East/Africa
43359,20,Buyout / Corporate Private Equity,Western Europe
26056,20,Fund of Funds / Co-Investment,North America
9196,20,Fund of Funds / Co-Investment,Asia-Pacific
4581,20,Fund of Funds / Co-Investment,Central/Eastern Europe
8395,20,Fund of Funds / Co-Investment,Latin America
43134,20,Fund of Funds / Co-Investment,Middle East/Africa
2025,20,Fund of Funds / Co-Investment,Western Europe
29952,20,Mezzanine / Debt,North America
26418,20,Mezzanine / Debt,Asia-Pacific
30709,20,Mezzanine / Debt,Central/Eastern Europe
40293,20,Mezzanine / Debt,Latin America
40295,20,Mezzanine / Debt,Middle East/Africa
29973,20,Mezzanine / Debt,Western Europe
435,20,Secondaries,North America
4088,20,Secondaries,Asia-Pacific
43892,20,Secondaries,Central/Eastern Europe
43164,20,Secondaries,Latin America
20309,20,Secondaries,Middle East/Africa
11385,20,Secondaries,Western Europe
10620,20,Venture Capital / Growth Equity,North America
44806,20,Venture Capital / Growth Equity,Asia-Pacific
70,20,Venture Capital / Growth Equity,Central/Eastern Europe
12972,20,Venture Capital / Growth Equity,Latin America
29373,20,Venture Capital / Growth Equity,Middle East/Africa
44000,20,Venture Capital / Growth Equity,Western Europe
49256,23,Buyout / Corporate Private Equity,North America
31917,23,Buyout / Corporate Private Equity,Asia-Pacific
31923,23,Buyout / Corporate Private Equity,Central/Eastern Europe
35877,23,Buyout / Corporate Private Equity,Latin America
6659,23,Buyout / Corporate Private Equity,Middle East/Africa
28930,23,Buyout / Corporate Private Equity,Western Europe
478,23,Secondaries,North America
33729,23,Secondaries,Asia-Pacific
46995,23,Secondaries,Central/Eastern Europe
25851,23,Secondaries,Latin America
27404,23,Secondaries,Middle East/Africa
5952,23,Secondaries,Western Europe
45328,24,Buyout / Corporate Private Equity,North America
27152,24,Venture Capital / Growth Equity,North America
29809,25,Buyout / Corporate Private Equity,North America
11571,25,Buyout / Corporate Private Equity,Central/Eastern Europe
48979,25,Buyout / Corporate Private Equity,Western Europe
34215,25,Venture Capital / Growth Equity,North America
20003,25,Venture Capital / Growth Equity,Central/Eastern Europe
12598,25,Venture Capital / Growth Equity,Western Europe
31764,26,Buyout / Corporate Private Equity,North America
385,26,Mezzanine / Debt,North America
6980,27,Buyout / Corporate Private Equity,North America
48520,27,Buyout / Corporate Private Equity,Asia-Pacific
41718,27,Buyout / Corporate Private Equity,Central/Eastern Europe
28991,27,Buyout / Corporate Private Equity,Latin America
37478,27,Buyout / Corporate Private Equity,Middle East/Africa
3742,27,Buyout / Corporate Private Equity,Western Europe
2766,27,Distressed / Turnaround,North America
48356,27,Distressed / Turnaround,Asia-Pacific
38561,27,Distressed / Turnaround,Central/Eastern Europe
9414,27,Distressed / Turnaround,Latin America
37481,27,Distressed / Turnaround,Middle East/Africa
40519,27,Distressed / Turnaround,Western Europe
26903,27,Venture Capital / Growth Equity,North America
37624,27,Venture Capital / Growth Equity,Asia-Pacific
43640,27,Venture Capital / Growth Equity,Central/Eastern Europe
230,27,Venture Capital / Growth Equity,Latin America
35482,27,Venture Capital / Growth Equity,Middle East/Africa
41623,27,Venture Capital / Growth Equity,Western Europe
6133,28,Buyout / Corporate Private Equity,North America
37182,28,Buyout / Corporate Private Equity,Latin America
8776,28,Buyout / Corporate Private Equity,Western Europe
12055,28,Venture Capital / Growth Equity,North America
13240,28,Venture Capital / Growth Equity,Latin America
22277,28,Venture Capital / Growth Equity,Western Europe
1863,30,Buyout / Corporate Private Equity,North America
12135,30,Buyout / Corporate Private Equity,Asia-Pacific
31250,30,Buyout / Corporate Private Equity,Central/Eastern Europe
15483,30,Buyout / Corporate Private Equity,Latin America
6055,30,Buyout / Corporate Private Equity,Middle East/Africa
43705,30,Buyout / Corporate Private Equity,Western Europe
4612,30,Distressed / Turnaround,North America
48194,30,Distressed / Turnaround,Asia-Pacific
19400,30,Distressed / Turnaround,Central/Eastern Europe
27218,30,Distressed / Turnaround,Latin America
7270,30,Distressed / Turnaround,Middle East/Africa
24672,30,Distressed / Turnaround,Western Europe
15701,30,Venture Capital / Growth Equity,North America
31955,30,Venture Capital / Growth Equity,Asia-Pacific
8176,30,Venture Capital / Growth Equity,Central/Eastern Europe
29642,30,Venture Capital / Growth Equity,Latin America
36631,30,Venture Capital / Growth Equity,Middle East/Africa
32014,30,Venture Capital / Growth Equity,Western Europe
8581,31,Buyout / Corporate Private Equity,North America
39390,31,Buyout / Corporate Private Equity,Asia-Pacific
9369,31,Buyout / Corporate Private Equity,Central/Eastern Europe
2287,31,Buyout / Corporate Private Equity,Latin America
5248,31,Buyout / Corporate Private Equity,Middle East/Africa
19436,31,Buyout / Corporate Private Equity,Western Europe
33040,31,Distressed / Turnaround,North America
19878,31,Distressed / Turnaround,Asia-Pacific
36279,31,Distressed / Turnaround,Central/Eastern Europe
9369,31,Distressed / Turnaround,Latin America
30810,31,Distressed / Turnaround,Middle East/Africa
1441,31,Distressed / Turnaround,Western Europe
22380,31,Fund of Funds / Co-Investment,North America
36866,31,Fund of Funds / Co-Investment,Asia-Pacific
12237,31,Fund of Funds / Co-Investment,Central/Eastern Europe
26058,31,Fund of Funds / Co-Investment,Latin America
9606,31,Fund of Funds / Co-Investment,Middle East/Africa
10712,31,Fund of Funds / Co-Investment,Western Europe
6880,31,Mezzanine / Debt,North America
24907,31,Mezzanine / Debt,Asia-Pacific
26971,31,Mezzanine / Debt,Central/Eastern Europe
24803,31,Mezzanine / Debt,Latin America
2624,31,Mezzanine / Debt,Middle East/Africa
2774,31,Mezzanine / Debt,Western Europe
31284,31,Other,North America
10231,31,Other,Asia-Pacific
1161,31,Other,Central/Eastern Europe
48314,31,Other,Latin America
14421,31,Other,Middle East/Africa
40477,31,Other,Western Europe
45056,31,Secondaries,North America
45101,31,Secondaries,Asia-Pacific
1553,31,Secondaries,Central/Eastern Europe
34534,31,Secondaries,Latin America
29511,31,Secondaries,Middle East/Africa
18777,31,Secondaries,Western Europe
46780,31,Venture Capital / Growth Equity,North America
18627,31,Venture Capital / Growth Equity,Asia-Pacific
19306,31,Venture Capital / Growth Equity,Central/Eastern Europe
38801,31,Venture Capital / Growth Equity,Latin America
45351,31,Venture Capital / Growth Equity,Middle East/Africa
13789,31,Venture Capital / Growth Equity,Western Europe
3916,32,Buyout / Corporate Private Equity,North America
12927,32,Buyout / Corporate Private Equity,Asia-Pacific
7817,32,Buyout / Corporate Private Equity,Central/Eastern Europe
28342,32,Buyout / Corporate Private Equity,Latin America
3553,32,Buyout / Corporate Private Equity,Middle East/Africa
39766,32,Buyout / Corporate Private Equity,Western Europe
5956,32,Mezzanine / Debt,North America
15524,32,Mezzanine / Debt,Asia-Pacific
3454,32,Mezzanine / Debt,Central/Eastern Europe
9107,32,Mezzanine / Debt,Latin America
37396,32,Mezzanine / Debt,Western Europe
28462,32,Other,North America
30937,32,Other,Asia-Pacific
25917,32,Other,Central/Eastern Europe
40390,32,Other,Latin America
44275,32,Other,Middle East/Africa
19969,32,Other,Western Europe
26827,32,Venture Capital / Growth Equity,North America
8788,32,Venture Capital / Growth Equity,Asia-Pacific
42612,32,Venture Capital / Growth Equity,Latin America
44593,32,Venture Capital / Growth Equity,Middle East/Africa
28862,32,Venture Capital / Growth Equity,Western Europe
26003,33,Buyout / Corporate Private Equity,North America
2682,33,Buyout / Corporate Private Equity,Asia-Pacific
27628,33,Buyout / Corporate Private Equity,Central/Eastern Europe
44269,33,Buyout / Corporate Private Equity,Latin America
40204,33,Buyout / Corporate Private Equity,Middle East/Africa
19778,33,Buyout / Corporate Private Equity,Western Europe
24887,33,Distressed / Turnaround,North America
34105,33,Distressed / Turnaround,Asia-Pacific
37929,33,Distressed / Turnaround,Central/Eastern Europe
17066,33,Distressed / Turnaround,Latin America
4854,33,Distressed / Turnaround,Middle East/Africa
14601,33,Distressed / Turnaround,Western Europe
6838,33,Fund of Funds / Co-Investment,North America
5606,33,Fund of Funds / Co-Investment,Asia-Pacific
5399,33,Fund of Funds / Co-Investment,Central/Eastern Europe
21287,33,Fund of Funds / Co-Investment,Latin America
32455,33,Fund of Funds / Co-Investment,Middle East/Africa
16226,33,Fund of Funds / Co-Investment,Western Europe
3421,33,Mezzanine / Debt,North America
45525,33,Mezzanine / Debt,Asia-Pacific
29676,33,Mezzanine / Debt,Central/Eastern Europe
40210,33,Mezzanine / Debt,Latin America
21913,33,Mezzanine / Debt,Middle East/Africa
44122,33,Mezzanine / Debt,Western Europe
42177,33,Other,North America
1245,33,Other,Asia-Pacific
38939,33,Other,Central/Eastern Europe
17103,33,Other,Latin America
40289,33,Other,Middle East/Africa
7242,33,Other,Western Europe
42832,33,Secondaries,North America
43380,33,Secondaries,Asia-Pacific
14285,33,Secondaries,Central/Eastern Europe
14995,33,Secondaries,Latin America
45430,33,Secondaries,Middle East/Africa
24206,33,Secondaries,Western Europe
28219,33,Venture Capital / Growth Equity,North America
41306,33,Venture Capital / Growth Equity,Asia-Pacific
7732,33,Venture Capital / Growth Equity,Central/Eastern Europe
19506,33,Venture Capital / Growth Equity,Latin America
21292,33,Venture Capital / Growth Equity,Middle East/Africa
12842,33,Venture Capital / Growth Equity,Western Europe
24516,34,Buyout / Corporate Private Equity,North America
10742,34,Buyout / Corporate Private Equity,Asia-Pacific
29852,34,Buyout / Corporate Private Equity,Central/Eastern Europe
41495,34,Buyout / Corporate Private Equity,Latin America
32624,34,Buyout / Corporate Private Equity,Middle East/Africa
37753,34,Buyout / Corporate Private Equity,Western Europe
19076,34,Distressed / Turnaround,North America
20323,34,Distressed / Turnaround,Asia-Pacific
38475,34,Distressed / Turnaround,Central/Eastern Europe
26555,34,Distressed / Turnaround,Latin America
12787,34,Distressed / Turnaround,Middle East/Africa
31030,34,Distressed / Turnaround,Western Europe
6520,34,Fund of Funds / Co-Investment,North America
43444,34,Fund of Funds / Co-Investment,Asia-Pacific
16976,34,Fund of Funds / Co-Investment,Central/Eastern Europe
33114,34,Fund of Funds / Co-Investment,Latin America
44603,34,Fund of Funds / Co-Investment,Middle East/Africa
23945,34,Fund of Funds / Co-Investment,Western Europe
19276,34,Other,North America
44335,34,Other,Asia-Pacific
42118,34,Other,Central/Eastern Europe
3555,34,Other,Latin America
30961,34,Other,Middle East/Africa
4859,34,Other,Western Europe
47876,34,Secondaries,North America
4330,34,Secondaries,Asia-Pacific
21749,34,Secondaries,Central/Eastern Europe
43553,34,Secondaries,Latin America
33384,34,Secondaries,Middle East/Africa
39813,34,Secondaries,Western Europe
24082,34,Venture Capital / Growth Equity,North America
2114,34,Venture Capital / Growth Equity,Asia-Pacific
49043,34,Venture Capital / Growth Equity,Central/Eastern Europe
39415,34,Venture Capital / Growth Equity,Latin America
12675,34,Venture Capital / Growth Equity,Middle East/Africa
40649,34,Venture Capital / Growth Equity,Western Europe
8756,35,Buyout / Corporate Private Equity,North America
47771,35,Buyout / Corporate Private Equity,Asia-Pacific
25331,35,Buyout / Corporate Private Equity,Central/Eastern Europe
14478,35,Buyout / Corporate Private Equity,Latin America
48787,35,Buyout / Corporate Private Equity,Middle East/Africa
46471,35,Buyout / Corporate Private Equity,Western Europe
21658,35,Fund of Funds / Co-Investment,North America
41824,35,Fund of Funds / Co-Investment,Asia-Pacific
31348,35,Fund of Funds / Co-Investment,Central/Eastern Europe
25577,35,Fund of Funds / Co-Investment,Latin America
14661,35,Fund of Funds / Co-Investment,Middle East/Africa
21310,35,Fund of Funds / Co-Investment,Western Europe
15597,35,Mezzanine / Debt,North America
32376,35,Mezzanine / Debt,Asia-Pacific
43313,35,Mezzanine / Debt,Central/Eastern Europe
39007,35,Mezzanine / Debt,Latin America
12967,35,Mezzanine / Debt,Middle East/Africa
97,35,Mezzanine / Debt,Western Europe
10267,35,Secondaries,North America
27237,35,Secondaries,Asia-Pacific
2638,35,Secondaries,Central/Eastern Europe
11547,35,Secondaries,Latin America
13737,35,Secondaries,Middle East/Africa
26540,35,Secondaries,Western Europe
30500,37,Buyout / Corporate Private Equity,North America
19855,37,Buyout / Corporate Private Equity,Asia-Pacific
45846,37,Buyout / Corporate Private Equity,Central/Eastern Europe
19259,37,Buyout / Corporate Private Equity,Latin America
16337,37,Buyout / Corporate Private Equity,Middle East/Africa
24772,37,Buyout / Corporate Private Equity,Western Europe
14769,37,Secondaries,North America
48770,37,Secondaries,Asia-Pacific
46840,37,Secondaries,Central/Eastern Europe
37974,37,Secondaries,Latin America
17961,37,Secondaries,Middle East/Africa
29066,37,Secondaries,Western Europe
24442,38,Buyout / Corporate Private Equity,North America
2050,38,Buyout / Corporate Private Equity,Asia-Pacific
49660,38,Buyout / Corporate Private Equity,Central/Eastern Europe
48843,38,Buyout / Corporate Private Equity,Latin America
18450,38,Buyout / Corporate Private Equity,Western Europe
33857,38,Distressed / Turnaround,North America
34212,38,Distressed / Turnaround,Asia-Pacific
27888,38,Distressed / Turnaround,Central/Eastern Europe
48422,38,Distressed / Turnaround,Latin America
7451,38,Distressed / Turnaround,Western Europe
43742,38,Fund of Funds / Co-Investment,Central/Eastern Europe
17740,38,Fund of Funds / Co-Investment,Western Europe
2706,38,Mezzanine / Debt,North America
19602,38,Mezzanine / Debt,Asia-Pacific
9332,38,Mezzanine / Debt,Central/Eastern Europe
49228,38,Mezzanine / Debt,Western Europe
30259,38,Other,North America
27761,38,Other,Asia-Pacific
21365,38,Other,Central/Eastern Europe
7849,38,Other,Western Europe
42603,38,Secondaries,North America
29199,38,Secondaries,Asia-Pacific
15346,38,Secondaries,Central/Eastern Europe
14607,38,Secondaries,Western Europe
19367,38,Venture Capital / Growth Equity,North America
29447,38,Venture Capital / Growth Equity,Asia-Pacific
30364,38,Venture Capital / Growth Equity,Central/Eastern Europe
49462,38,Venture Capital / Growth Equity,Western Europe
45787,40,Buyout / Corporate Private Equity,North America
21944,40,Buyout / Corporate Private Equity,Asia-Pacific
36387,40,Buyout / Corporate Private Equity,Central/Eastern Europe
4649,40,Buyout / Corporate Private Equity,Latin America
11906,40,Buyout / Corporate Private Equity,Middle East/Africa
38620,40,Buyout / Corporate Private Equity,Western Europe
39217,40,Distressed / Turnaround,North America
39943,40,Distressed / Turnaround,Asia-Pacific
9580,40,Distressed / Turnaround,Central/Eastern Europe
43901,40,Distressed / Turnaround,Latin America
34212,40,Distressed / Turnaround,Middle East/Africa
34595,40,Distressed / Turnaround,Western Europe
49678,40,Fund of Funds / Co-Investment,North America
8652,40,Fund of Funds / Co-Investment,Asia-Pacific
8197,40,Fund of Funds / Co-Investment,Central/Eastern Europe
9460,40,Fund of Funds / Co-Investment,Latin America
39469,40,Fund of Funds / Co-Investment,Middle East/Africa
34660,40,Fund of Funds / Co-Investment,Western Europe
44301,40,Mezzanine / Debt,North America
7163,40,Mezzanine / Debt,Asia-Pacific
7168,40,Mezzanine / Debt,Central/Eastern Europe
3066,40,Mezzanine / Debt,Latin America
22045,40,Mezzanine / Debt,Middle East/Africa
7736,40,Mezzanine / Debt,Western Europe
43063,40,Other,North America
33699,40,Other,Western Europe
25979,40,Venture Capital / Growth Equity,North America
44766,40,Venture Capital / Growth Equity,Asia-Pacific
16332,40,Venture Capital / Growth Equity,Central/Eastern Europe
30887,40,Venture Capital / Growth Equity,Latin America
40260,40,Venture Capital / Growth Equity,Middle East/Africa
35146,40,Venture Capital / Growth Equity,Western Europe
34417,41,Buyout / Corporate Private Equity,North America
20484,41,Buyout / Corporate Private Equity,Asia-Pacific
24046,41,Buyout / Corporate Private Equity,Central/Eastern Europe
16096,41,Buyout / Corporate Private Equity,Latin America
8287,41,Buyout / Corporate Private Equity,Middle East/Africa
35488,41,Buyout / Corporate Private Equity,Western Europe
48171,41,Fund of Funds / Co-Investment,North America
29016,41,Fund of Funds / Co-Investment,Asia-Pacific
19368,41,Fund of Funds / Co-Investment,Central/Eastern Europe
16619,41,Fund of Funds / Co-Investment,Latin America
14074,41,Fund of Funds / Co-Investment,Middle East/Africa
20946,41,Fund of Funds / Co-Investment,Western Europe
23408,41,Venture Capital / Growth Equity,North America
28518,41,Venture Capital / Growth Equity,Asia-Pacific
27506,41,Venture Capital / Growth Equity,Central/Eastern Europe
39831,41,Venture Capital / Growth Equity,Latin America
2258,41,Venture Capital / Growth Equity,Middle East/Africa
619,41,Venture Capital / Growth Equity,Western Europe
15939,42,Fund of Funds / Co-Investment,North America
32234,42,Fund of Funds / Co-Investment,Western Europe
1291,45,Buyout / Corporate Private Equity,North America
20981,45,Distressed / Turnaround,North America
2928,45,Fund of Funds / Co-Investment,North America
5645,45,Mezzanine / Debt,North America
6416,45,Secondaries,North America
16402,45,Venture Capital / Growth Equity,North America
24731,48,Venture Capital / Growth Equity,North America
3747,50,Buyout / Corporate Private Equity,North America
11964,50,Buyout / Corporate Private Equity,Asia-Pacific
27587,50,Buyout / Corporate Private Equity,Central/Eastern Europe
37533,50,Buyout / Corporate Private Equity,Latin America
7735,50,Buyout / Corporate Private Equity,Middle East/Africa
19575,50,Buyout / Corporate Private Equity,Western Europe
9700,50,Mezzanine / Debt,North America
18249,50,Mezzanine / Debt,Asia-Pacific
15462,50,Mezzanine / Debt,Central/Eastern Europe
326,50,Mezzanine / Debt,Latin America
22291,50,Mezzanine / Debt,Middle East/Africa
17808,50,Mezzanine / Debt,Western Europe
37761,50,Venture Capital / Growth Equity,North America
46187,50,Venture Capital / Growth Equity,Asia-Pacific
28527,50,Venture Capital / Growth Equity,Central/Eastern Europe
35281,50,Venture Capital / Growth Equity,Latin America
38291,50,Venture Capital / Growth Equity,Middle East/Africa
23865,50,Venture Capital / Growth Equity,Western Europe
31189,54,Venture Capital / Growth Equity,North America
31197,54,Venture Capital / Growth Equity,Middle East/Africa
6845,54,Venture Capital / Growth Equity,Western Europe
19422,55,Buyout / Corporate Private Equity,North America
7425,55,Buyout / Corporate Private Equity,Asia-Pacific
39845,55,Buyout / Corporate Private Equity,Middle East/Africa
15826,55,Buyout / Corporate Private Equity,Western Europe
17317,55,Distressed / Turnaround,North America
26473,55,Distressed / Turnaround,Asia-Pacific
3303,55,Distressed / Turnaround,Middle East/Africa
13066,55,Distressed / Turnaround,Western Europe
44025,55,Fund of Funds / Co-Investment,North America
32923,55,Fund of Funds / Co-Investment,Asia-Pacific
35837,55,Fund of Funds / Co-Investment,Middle East/Africa
31844,55,Fund of Funds / Co-Investment,Western Europe
5011,55,Venture Capital / Growth Equity,North America
36744,55,Venture Capital / Growth Equity,Asia-Pacific
30815,55,Venture Capital / Growth Equity,Middle East/Africa
48286,55,Venture Capital / Growth Equity,Western Europe
10723,59,Buyout / Corporate Private Equity,North America
