lp_sector_id,lp_id,sector,has_appetite
55942,1148,Diversified,True
40059,1148,Energy / Oil & Gas,True
33074,1148,Financial Services,False
9837,1148,Healthcare,True
17852,1148,Industrials,True
31994,1148,Leisure,False
915,1148,Manufacturing,True
12074,1148,Natural Resources,True
39781,1148,Other,True
15837,1148,Retail,False
43257,1148,TMT,True
52025,1148,Transport,False
20328,1150,Agribusiness,False
21125,1150,Biotech / Life Science,False
23876,1150,Business Services,True
26528,1150,Clean Tech / Renewable,True
48584,1150,Consumer Goods,False
50615,1150,Diversified,True
36770,1150,Energy / Oil & Gas,True
20521,1150,Financial Services,True
45334,1150,Healthcare,True
45061,1150,Industrials,False
37132,1150,Leisure,True
57,1150,Manufacturing,False
11035,1150,Natural Resources,True
25763,1150,Other,False
49057,1150,Retail,False
53465,1150,TMT,True
24722,1150,Transport,True
4481,1151,Biotech / Life Science,True
49289,1151,Clean Tech / Renewable,True
54637,1151,Consumer Goods,True
14695,1151,Diversified,True
16240,1151,Energy / Oil & Gas,True
48873,1151,Financial Services,True
58860,1151,Healthcare,True
10999,1151,Industrials,True
17071,1151,Leisure,False
51385,1151,Manufacturing,True
50042,1151,Natural Resources,True
36557,1151,Other,True
1667,1151,Retail,True
39114,1151,TMT,True
887,1151,Transport,True
22666,1155,Biotech / Life Science,True
2313,1155,Clean Tech / Renewable,False
45986,1155,Consumer Goods,False
60080,1155,Diversified,False
59783,1155,Energy / Oil & Gas,False
50156,1155,Financial Services,True
49415,1155,Healthcare,False
38690,1155,Industrials,False
44037,1155,Leisure,False
58041,1155,Manufacturing,False
63044,1155,Natural Resources,False
37428,1155,Other,False
58171,1155,Retail,False
49446,1155,TMT,False
30811,1155,Transport,False
2351,1160,Biotech / Life Science,True
26171,1160,Clean Tech / Renewable,False
52388,1160,Consumer Goods,True
28466,1160,Diversified,False
39289,1160,Energy / Oil & Gas,False
39917,1160,Financial Services,False
16786,1160,Healthcare,True
46951,1160,Industrials,False
9472,1160,Leisure,False
29006,1160,Manufacturing,True
30444,1160,Natural Resources,False
51894,1160,Other,False
51040,1160,Retail,False
44162,1160,TMT,True
62570,1160,Transport,False
54199,1162,Biotech / Life Science,True
35054,1162,Clean Tech / Renewable,True
3465,1162,Consumer Goods,True
62247,1162,Diversified,True
49643,1162,Energy / Oil & Gas,True
20659,1162,Financial Services,True
49929,1162,Healthcare,True
56835,1162,Industrials,True
9051,1162,Leisure,True
6518,1162,Manufacturing,True
19745,1162,Natural Resources,False
13603,1162,Other,False
50009,1162,Retail,True
12734,1162,TMT,True
25709,1162,Transport,True
5940,1172,Biotech / Life Science,False
7167,1172,Clean Tech / Renewable,True
14298,1172,Consumer Goods,False
18689,1172,Diversified,True
4318,1172,Energy / Oil & Gas,True
15412,1172,Financial Services,False
49759,1172,Healthcare,False
45026,1172,Industrials,False
17544,1172,Leisure,False
1615,1172,Manufacturing,False
54821,1172,Natural Resources,False
31810,1172,Other,True
20667,1172,Retail,False
30958,1172,TMT,True
54703,1172,Transport,False
54513,1173,Biotech / Life Science,False
62850,1173,Clean Tech / Renewable,False
55887,1173,Consumer Goods,False
6928,1173,Diversified,True
35634,1173,Energy / Oil & Gas,False
22941,1173,Financial Services,False
15483,1173,Healthcare,False
4207,1173,Industrials,False
23191,1173,Leisure,False
38364,1173,Manufacturing,False
13488,1173,Natural Resources,False
25444,1173,Other,False
55699,1173,Retail,False
913,1173,TMT,False
50487,1173,Transport,False
63809,1176,Biotech / Life Science,False
30422,1176,Clean Tech / Renewable,True
7314,1176,Consumer Goods,False
13400,1176,Diversified,False
26659,1176,Energy / Oil & Gas,True
31481,1176,Financial Services,False
60468,1176,Healthcare,False
52811,1176,Industrials,True
35431,1176,Leisure,True
33194,1176,Manufacturing,False
60767,1176,Natural Resources,False
39963,1176,Other,True
24522,1176,Retail,False
57288,1176,TMT,True
12567,1176,Transport,False
48123,1177,Biotech / Life Science,False
38819,1177,Clean Tech / Renewable,False
961,1177,Consumer Goods,True
35571,1177,Diversified,True
52494,1177,Energy / Oil & Gas,True
40384,1177,Financial Services,True
31907,1177,Healthcare,False
25159,1177,Industrials,False
22769,1177,Leisure,True
30366,1177,Manufacturing,False
51408,1177,Natural Resources,False
22008,1177,Other,False
60917,1177,Retail,False
5377,1177,TMT,True
27177,1177,Transport,False
13016,1181,Biotech / Life Science,True
59005,1181,Clean Tech / Renewable,True
32059,1181,Consumer Goods,True
22080,1181,Diversified,True
5729,1181,Energy / Oil & Gas,True
55503,1181,Financial Services,False
43114,1181,Healthcare,True
14192,1181,Industrials,True
2729,1181,Leisure,False
23301,1181,Manufacturing,False
45808,1181,Natural Resources,False
32681,1181,Other,True
13,1181,Retail,True
48413,1181,TMT,True
55584,1181,Transport,False
7273,1183,Biotech / Life Science,True
15876,1183,Clean Tech / Renewable,True
17975,1183,Consumer Goods,True
45387,1183,Diversified,True
14568,1183,Energy / Oil & Gas,True
41071,1183,Financial Services,True
56870,1183,Healthcare,True
54475,1183,Industrials,True
19239,1183,Leisure,False
41256,1183,Manufacturing,False
54133,1183,Natural Resources,True
28814,1183,Other,False
24627,1183,Retail,True
35323,1183,TMT,True
25121,1183,Transport,True
17643,1192,Biotech / Life Science,False
19670,1192,Clean Tech / Renewable,False
45734,1192,Consumer Goods,True
38288,1192,Diversified,True
34113,1192,Energy / Oil & Gas,False
50722,1192,Financial Services,True
8364,1192,Healthcare,True
192,1192,Industrials,True
43841,1192,Leisure,True
18524,1192,Manufacturing,False
33074,1192,Natural Resources,False
2981,1192,Other,False
16080,1192,Retail,True
332,1192,TMT,True
13697,1192,Transport,False
25673,1194,Biotech / Life Science,False
4500,1194,Clean Tech / Renewable,False
2819,1194,Consumer Goods,True
903,1194,Diversified,True
35000,1194,Energy / Oil & Gas,True
54306,1194,Financial Services,False
25059,1194,Healthcare,True
47814,1194,Industrials,True
17559,1194,Leisure,False
12280,1194,Manufacturing,True
17191,1194,Natural Resources,False
226,1194,Other,False
60134,1194,Retail,False
22474,1194,TMT,False
23855,1194,Transport,False
53096,1196,Biotech / Life Science,False
60387,1196,Clean Tech / Renewable,False
8454,1196,Consumer Goods,False
33630,1196,Diversified,False
28900,1196,Energy / Oil & Gas,False
45378,1196,Financial Services,False
32891,1196,Healthcare,False
46559,1196,Industrials,False
15366,1196,Leisure,False
6811,1196,Manufacturing,True
11622,1196,Natural Resources,False
57270,1196,Other,False
43739,1196,Retail,False
53795,1196,TMT,False
36396,1196,Transport,False
10038,1197,Biotech / Life Science,True
12706,1197,Clean Tech / Renewable,True
28118,1197,Consumer Goods,False
49157,1197,Diversified,True
5164,1197,Energy / Oil & Gas,True
42490,1197,Financial Services,True
37594,1197,Healthcare,True
19644,1197,Industrials,True
53082,1197,Leisure,False
12054,1197,Manufacturing,False
12833,1197,Natural Resources,False
30305,1197,Other,False
45731,1197,Retail,False
58833,1197,TMT,True
34033,1197,Transport,False
34880,1198,Biotech / Life Science,True
46470,1198,Clean Tech / Renewable,True
9205,1198,Consumer Goods,True
46959,1198,Diversified,True
20562,1198,Energy / Oil & Gas,True
1878,1198,Financial Services,True
60010,1198,Healthcare,True
7672,1198,Industrials,True
37377,1198,Leisure,False
22495,1198,Manufacturing,True
58762,1198,Natural Resources,False
58151,1198,Other,True
53712,1198,Retail,True
59618,1198,TMT,True
57873,1198,Transport,True
41995,1202,Biotech / Life Science,False
33294,1202,Clean Tech / Renewable,False
985,1202,Consumer Goods,False
63199,1202,Diversified,True
44128,1202,Energy / Oil & Gas,False
53326,1202,Financial Services,True
56580,1202,Healthcare,False
35107,1202,Industrials,False
3348,1202,Leisure,False
33102,1202,Manufacturing,False
27807,1202,Natural Resources,False
51602,1202,Other,False
55407,1202,Retail,False
47622,1202,TMT,False
63818,1202,Transport,False
39093,1203,Biotech / Life Science,True
57889,1203,Clean Tech / Renewable,False
14285,1203,Consumer Goods,False
53431,1203,Diversified,True
252,1203,Energy / Oil & Gas,True
19829,1203,Financial Services,False
35920,1203,Healthcare,True
22707,1203,Industrials,True
16686,1203,Leisure,False
62872,1203,Manufacturing,False
48302,1203,Natural Resources,False
203,1203,Other,False
6215,1203,Retail,False
51740,1203,TMT,True
48423,1203,Transport,True
46983,1211,Biotech / Life Science,False
34100,1211,Clean Tech / Renewable,False
42867,1211,Consumer Goods,True
43038,1211,Diversified,True
53786,1211,Energy / Oil & Gas,False
20464,1211,Financial Services,False
39027,1211,Healthcare,True
60430,1211,Industrials,False
5862,1211,Leisure,False
24479,1211,Manufacturing,False
62701,1211,Natural Resources,False
3587,1211,Other,True
32477,1211,Retail,False
27611,1211,TMT,True
9537,1211,Transport,False
56764,1217,Biotech / Life Science,True
40382,1217,Clean Tech / Renewable,False
32851,1217,Consumer Goods,True
10294,1217,Diversified,True
30886,1217,Energy / Oil & Gas,True
51171,1217,Financial Services,True
24643,1217,Healthcare,True
33105,1217,Industrials,True
39375,1217,Leisure,False
11081,1217,Manufacturing,False
59373,1217,Natural Resources,False
28896,1217,Other,False
3566,1217,Retail,True
8216,1217,TMT,True
608,1217,Transport,True
32560,1218,Biotech / Life Science,False
11057,1218,Clean Tech / Renewable,False
37319,1218,Consumer Goods,True
20390,1218,Diversified,True
58209,1218,Energy / Oil & Gas,True
52096,1218,Financial Services,True
11897,1218,Healthcare,True
51695,1218,Industrials,True
63365,1218,Leisure,False
30616,1218,Manufacturing,True
56263,1218,Natural Resources,False
9090,1218,Other,False
35991,1218,Retail,True
33590,1218,TMT,True
5094,1218,Transport,False
32097,1220,Biotech / Life Science,False
12817,1220,Clean Tech / Renewable,False
23081,1220,Consumer Goods,False
17973,1220,Diversified,True
52328,1220,Energy / Oil & Gas,False
18623,1220,Financial Services,False
11630,1220,Healthcare,False
671,1220,Industrials,False
33893,1220,Leisure,False
47560,1220,Manufacturing,False
45170,1220,Natural Resources,False
50859,1220,Other,False
36717,1220,Retail,False
13755,1220,TMT,True
24494,1220,Transport,False
61713,1221,Biotech / Life Science,False
25522,1221,Clean Tech / Renewable,True
20008,1221,Consumer Goods,True
49424,1221,Diversified,True
44078,1221,Energy / Oil & Gas,True
23360,1221,Financial Services,True
40157,1221,Healthcare,True
23327,1221,Industrials,True
48995,1221,Leisure,True
31715,1221,Manufacturing,True
36122,1221,Natural Resources,False
35619,1221,Other,True
18087,1221,Retail,True
34158,1221,TMT,True
35380,1221,Transport,False
7511,1223,Biotech / Life Science,True
54895,1223,Clean Tech / Renewable,True
16594,1223,Consumer Goods,True
22448,1223,Diversified,True
26651,1223,Energy / Oil & Gas,True
50093,1223,Financial Services,True
57653,1223,Healthcare,True
4818,1223,Industrials,True
7845,1223,Leisure,True
13411,1223,Manufacturing,True
49512,1223,Natural Resources,True
43369,1223,Other,False
58670,1223,Retail,True
32695,1223,TMT,True
21888,1223,Transport,True
27288,1228,Biotech / Life Science,True
8186,1228,Clean Tech / Renewable,False
11143,1228,Consumer Goods,False
30737,1228,Diversified,True
56449,1228,Energy / Oil & Gas,True
34112,1228,Financial Services,True
49642,1228,Healthcare,False
45074,1228,Industrials,False
30147,1228,Leisure,False
12266,1228,Manufacturing,False
44783,1228,Natural Resources,False
48359,1228,Other,False
41703,1228,Retail,False
142,1228,TMT,True
14043,1228,Transport,False
21485,1236,Biotech / Life Science,True
39139,1236,Clean Tech / Renewable,True
37987,1236,Consumer Goods,True
46288,1236,Diversified,True
9791,1236,Energy / Oil & Gas,True
1555,1236,Financial Services,True
5465,1236,Healthcare,True
14082,1236,Industrials,True
15230,1236,Leisure,False
17482,1236,Manufacturing,True
17514,1236,Natural Resources,False
59446,1236,Other,False
47744,1236,Retail,True
26936,1236,TMT,True
33964,1236,Transport,True
1092,1239,Biotech / Life Science,False
33667,1239,Clean Tech / Renewable,True
6135,1239,Consumer Goods,True
56364,1239,Diversified,True
63017,1239,Energy / Oil & Gas,True
31812,1239,Financial Services,True
62901,1239,Healthcare,False
1835,1239,Industrials,False
28555,1239,Leisure,False
20736,1239,Manufacturing,False
28935,1239,Natural Resources,False
3688,1239,Other,False
14317,1239,Retail,True
22855,1239,TMT,True
38722,1239,Transport,False
41309,1241,Agribusiness,False
23337,1241,Biotech / Life Science,False
45412,1241,Business Services,False
51679,1241,Clean Tech / Renewable,False
56176,1241,Consumer Goods,False
62719,1241,Diversified,False
51940,1241,Energy / Oil & Gas,False
63577,1241,Financial Services,False
31498,1241,Healthcare,False
47682,1241,Industrials,False
41064,1241,Leisure,False
29776,1241,Manufacturing,False
29447,1241,Natural Resources,False
46207,1241,Other,False
20650,1241,Retail,False
38833,1241,TMT,True
39182,1241,Transport,False
58680,1245,Biotech / Life Science,True
5333,1245,Clean Tech / Renewable,True
25451,1245,Consumer Goods,True
50563,1245,Diversified,True
52873,1245,Energy / Oil & Gas,False
11389,1245,Financial Services,False
55667,1245,Healthcare,False
5737,1245,Industrials,True
38462,1245,Leisure,False
60475,1245,Manufacturing,False
1421,1245,Natural Resources,False
10594,1245,Other,False
43116,1245,Retail,False
37137,1245,TMT,False
46758,1245,Transport,False
43794,1247,Biotech / Life Science,True
18047,1247,Clean Tech / Renewable,True
32304,1247,Consumer Goods,True
56193,1247,Diversified,True
55045,1247,Energy / Oil & Gas,True
36558,1247,Financial Services,False
9278,1247,Healthcare,True
49204,1247,Industrials,True
44650,1247,Leisure,False
15395,1247,Manufacturing,False
27187,1247,Natural Resources,False
51241,1247,Other,True
31839,1247,Retail,True
1292,1247,TMT,True
47991,1247,Transport,False
19706,1248,Agribusiness,False
32698,1248,Biotech / Life Science,True
24931,1248,Business Services,False
16856,1248,Clean Tech / Renewable,True
26727,1248,Consumer Goods,False
21995,1248,Diversified,False
15077,1248,Energy / Oil & Gas,True
1510,1248,Financial Services,False
60525,1248,Healthcare,True
46432,1248,Industrials,False
22246,1248,Leisure,False
5086,1248,Manufacturing,False
56518,1248,Natural Resources,False
32382,1248,Other,False
53335,1248,Retail,False
62509,1248,TMT,True
36517,1248,Transport,False
1080,1250,Biotech / Life Science,True
57542,1250,Clean Tech / Renewable,True
25817,1250,Consumer Goods,False
55754,1250,Diversified,True
36809,1250,Energy / Oil & Gas,True
56163,1250,Financial Services,False
26947,1250,Healthcare,False
11497,1250,Industrials,False
5443,1250,Leisure,False
1511,1250,Manufacturing,False
32670,1250,Natural Resources,True
49775,1250,Other,True
8261,1250,Retail,False
60679,1250,TMT,True
53939,1250,Transport,False
39829,1255,Biotech / Life Science,False
11074,1255,Clean Tech / Renewable,False
29203,1255,Consumer Goods,True
31067,1255,Diversified,True
36928,1255,Energy / Oil & Gas,False
47296,1255,Financial Services,True
9561,1255,Healthcare,True
7464,1255,Industrials,True
43314,1255,Leisure,False
51816,1255,Manufacturing,False
31170,1255,Natural Resources,False
56132,1255,Other,False
6170,1255,Retail,True
14436,1255,TMT,True
50962,1255,Transport,False
57481,1260,Biotech / Life Science,True
26844,1260,Clean Tech / Renewable,False
26961,1260,Consumer Goods,True
17429,1260,Diversified,True
37836,1260,Energy / Oil & Gas,True
20487,1260,Financial Services,True
49874,1260,Healthcare,True
34608,1260,Industrials,True
45368,1260,Leisure,False
54532,1260,Manufacturing,True
19057,1260,Natural Resources,False
35408,1260,Other,True
3264,1260,Retail,True
16509,1260,TMT,True
41300,1260,Transport,True
30511,1261,Biotech / Life Science,True
51343,1261,Clean Tech / Renewable,True
24666,1261,Consumer Goods,True
18649,1261,Diversified,True
35554,1261,Energy / Oil & Gas,True
56899,1261,Financial Services,True
34661,1261,Healthcare,True
875,1261,Industrials,True
56132,1261,Leisure,True
61311,1261,Manufacturing,True
10236,1261,Natural Resources,True
41955,1261,Other,False
6820,1261,Retail,True
40781,1261,TMT,True
1717,1261,Transport,False
62660,1262,Biotech / Life Science,True
62666,1262,Clean Tech / Renewable,True
6811,1262,Consumer Goods,True
31960,1262,Diversified,True
42633,1262,Energy / Oil & Gas,False
15375,1262,Financial Services,True
38872,1262,Healthcare,True
20856,1262,Industrials,False
39529,1262,Leisure,False
26741,1262,Manufacturing,False
36415,1262,Natural Resources,False
33536,1262,Other,False
20811,1262,Retail,True
10757,1262,TMT,True
13145,1262,Transport,False
1964,1264,Biotech / Life Science,True
41818,1264,Clean Tech / Renewable,True
4349,1264,Consumer Goods,True
26837,1264,Diversified,True
47699,1264,Energy / Oil & Gas,True
6344,1264,Financial Services,False
17922,1264,Healthcare,True
23846,1264,Industrials,True
20723,1264,Leisure,False
5203,1264,Manufacturing,False
36943,1264,Natural Resources,False
9998,1264,Other,False
46174,1264,Retail,False
38061,1264,TMT,True
3359,1264,Transport,True
62385,1273,Biotech / Life Science,True
12680,1273,Clean Tech / Renewable,True
43616,1273,Consumer Goods,True
30806,1273,Diversified,True
16421,1273,Energy / Oil & Gas,False
37382,1273,Financial Services,True
61351,1273,Healthcare,True
20145,1273,Industrials,True
27232,1273,Leisure,True
22663,1273,Manufacturing,False
32658,1273,Natural Resources,False
16474,1273,Other,False
38714,1273,Retail,True
337,1273,TMT,True
10063,1273,Transport,True
48099,1277,Biotech / Life Science,False
10266,1277,Clean Tech / Renewable,False
49873,1277,Consumer Goods,False
23496,1277,Diversified,True
6402,1277,Energy / Oil & Gas,False
36835,1277,Financial Services,False
2244,1277,Healthcare,False
39395,1277,Industrials,False
43259,1277,Leisure,False
18888,1277,Manufacturing,False
27987,1277,Natural Resources,False
13260,1277,Other,False
60074,1277,Retail,False
44108,1277,TMT,False
52205,1277,Transport,False
272,1284,Biotech / Life Science,True
31447,1284,Clean Tech / Renewable,True
19697,1284,Consumer Goods,True
16260,1284,Diversified,True
32630,1284,Energy / Oil & Gas,True
45025,1284,Financial Services,True
56437,1284,Healthcare,True
30574,1284,Industrials,False
18688,1284,Leisure,False
319,1284,Manufacturing,True
42497,1284,Natural Resources,False
6016,1284,Other,True
48941,1284,Retail,False
10887,1284,TMT,True
10716,1284,Transport,True
46253,1286,Biotech / Life Science,True
47982,1286,Clean Tech / Renewable,True
12261,1286,Consumer Goods,True
58919,1286,Diversified,True
2797,1286,Energy / Oil & Gas,True
10531,1286,Financial Services,True
11836,1286,Healthcare,True
9595,1286,Industrials,True
42754,1286,Leisure,True
63753,1286,Manufacturing,True
16692,1286,Natural Resources,False
1390,1286,Other,True
35085,1286,Retail,True
19464,1286,TMT,True
7246,1286,Transport,True
36466,1290,Biotech / Life Science,True
250,1290,Clean Tech / Renewable,True
38871,1290,Consumer Goods,True
62816,1290,Diversified,True
10147,1290,Energy / Oil & Gas,True
54753,1290,Financial Services,True
4089,1290,Healthcare,True
17231,1290,Industrials,True
34310,1290,Leisure,True
54690,1290,Manufacturing,False
26171,1290,Natural Resources,False
48947,1290,Other,False
41251,1290,Retail,True
54826,1290,TMT,True
56248,1290,Transport,True
4100,1292,Biotech / Life Science,True
4870,1292,Clean Tech / Renewable,False
43443,1292,Consumer Goods,False
45857,1292,Diversified,True
4294,1292,Energy / Oil & Gas,True
44106,1292,Financial Services,False
43728,1292,Healthcare,False
14558,1292,Industrials,False
47533,1292,Leisure,False
16679,1292,Manufacturing,False
4409,1292,Natural Resources,False
37668,1292,Other,False
26421,1292,Retail,False
21765,1292,TMT,True
39805,1292,Transport,False
23186,1299,Biotech / Life Science,False
49643,1299,Clean Tech / Renewable,False
28276,1299,Consumer Goods,True
52528,1299,Diversified,True
23689,1299,Energy / Oil & Gas,False
18250,1299,Financial Services,True
59747,1299,Healthcare,True
50961,1299,Industrials,False
38446,1299,Leisure,True
7943,1299,Manufacturing,False
56885,1299,Natural Resources,False
47554,1299,Other,False
22327,1299,Retail,True
42509,1299,TMT,True
55675,1299,Transport,False
52235,1301,Agribusiness,False
15958,1301,Biotech / Life Science,False
57819,1301,Business Services,False
14672,1301,Clean Tech / Renewable,False
7934,1301,Consumer Goods,False
44485,1301,Diversified,True
35368,1301,Energy / Oil & Gas,False
48655,1301,Financial Services,True
8223,1301,Healthcare,False
45894,1301,Industrials,False
17754,1301,Leisure,False
36106,1301,Manufacturing,False
12876,1301,Natural Resources,False
35370,1301,Other,False
22378,1301,Retail,False
32110,1301,TMT,False
29634,1301,Transport,False
37266,1307,Biotech / Life Science,False
60521,1307,Clean Tech / Renewable,False
6607,1307,Consumer Goods,True
22535,1307,Diversified,True
6371,1307,Energy / Oil & Gas,True
38880,1307,Financial Services,False
45279,1307,Healthcare,True
1004,1307,Industrials,True
27789,1307,Leisure,True
28670,1307,Manufacturing,False
40996,1307,Natural Resources,False
3009,1307,Other,False
50641,1307,Retail,False
4156,1307,TMT,True
24473,1307,Transport,False
27964,1308,Biotech / Life Science,True
58860,1308,Clean Tech / Renewable,False
25600,1308,Consumer Goods,False
50248,1308,Diversified,True
13978,1308,Energy / Oil & Gas,False
39153,1308,Financial Services,False
25938,1308,Healthcare,True
38246,1308,Industrials,False
53438,1308,Leisure,False
41640,1308,Manufacturing,False
726,1308,Natural Resources,False
15524,1308,Other,False
2133,1308,Retail,False
14606,1308,TMT,False
8690,1308,Transport,False
39510,1315,Biotech / Life Science,True
11110,1315,Clean Tech / Renewable,False
10001,1315,Consumer Goods,False
35652,1315,Diversified,True
22422,1315,Energy / Oil & Gas,True
375,1315,Financial Services,False
13111,1315,Healthcare,True
33354,1315,Industrials,False
48478,1315,Leisure,False
58535,1315,Manufacturing,False
53301,1315,Natural Resources,False
52142,1315,Other,False
27823,1315,Retail,False
38106,1315,TMT,True
46148,1315,Transport,False
61035,1317,Biotech / Life Science,False
40471,1317,Clean Tech / Renewable,False
31557,1317,Consumer Goods,False
43285,1317,Diversified,True
37618,1317,Energy / Oil & Gas,False
5363,1317,Financial Services,False
32551,1317,Healthcare,False
49226,1317,Industrials,False
7294,1317,Leisure,False
61988,1317,Manufacturing,False
44655,1317,Natural Resources,False
57707,1317,Other,False
23245,1317,Retail,False
58760,1317,TMT,False
58207,1317,Transport,False
27827,1318,Biotech / Life Science,True
15382,1318,Clean Tech / Renewable,False
24398,1318,Consumer Goods,True
37272,1318,Diversified,True
57862,1318,Energy / Oil & Gas,True
2715,1318,Financial Services,True
46137,1318,Healthcare,True
62139,1318,Industrials,True
51410,1318,Leisure,True
29498,1318,Manufacturing,False
41506,1318,Natural Resources,False
16517,1318,Other,False
54452,1318,Retail,True
38723,1318,TMT,True
55585,1318,Transport,True
33440,1323,Biotech / Life Science,False
9303,1323,Clean Tech / Renewable,False
1105,1323,Consumer Goods,False
6069,1323,Diversified,False
15528,1323,Energy / Oil & Gas,False
53228,1323,Financial Services,False
4236,1323,Healthcare,False
40188,1323,Industrials,False
43826,1323,Leisure,False
37301,1323,Manufacturing,False
14304,1323,Natural Resources,False
37953,1323,Other,False
32314,1323,Retail,False
32295,1323,TMT,True
4390,1323,Transport,False
11695,1324,Biotech / Life Science,False
46124,1324,Clean Tech / Renewable,False
37981,1324,Consumer Goods,True
61233,1324,Diversified,True
22463,1324,Energy / Oil & Gas,True
7816,1324,Financial Services,True
27139,1324,Healthcare,True
26563,1324,Industrials,True
59784,1324,Leisure,False
54183,1324,Manufacturing,False
3048,1324,Natural Resources,False
49263,1324,Other,False
37627,1324,Retail,True
32317,1324,TMT,True
44951,1324,Transport,True
39019,1325,Biotech / Life Science,True
53526,1325,Clean Tech / Renewable,True
21552,1325,Consumer Goods,True
22699,1325,Diversified,True
39713,1325,Energy / Oil & Gas,True
45566,1325,Financial Services,True
61440,1325,Healthcare,True
59296,1325,Industrials,True
7216,1325,Leisure,True
57341,1325,Manufacturing,True
21122,1325,Natural Resources,True
17990,1325,Other,False
50256,1325,Retail,True
50495,1325,TMT,True
46695,1325,Transport,False
31799,1326,Biotech / Life Science,True
6174,1326,Clean Tech / Renewable,False
33312,1326,Consumer Goods,True
62870,1326,Diversified,True
48630,1326,Energy / Oil & Gas,False
16765,1326,Financial Services,False
19337,1326,Healthcare,True
58957,1326,Industrials,False
48848,1326,Leisure,False
51945,1326,Manufacturing,False
25420,1326,Natural Resources,False
16690,1326,Other,False
14642,1326,Retail,True
48179,1326,TMT,True
26212,1326,Transport,False
43648,1327,Biotech / Life Science,False
6251,1327,Clean Tech / Renewable,False
14034,1327,Consumer Goods,True
3075,1327,Diversified,True
5659,1327,Energy / Oil & Gas,True
28188,1327,Financial Services,True
37549,1327,Healthcare,True
2841,1327,Industrials,False
2868,1327,Leisure,False
61861,1327,Manufacturing,True
19311,1327,Natural Resources,False
46481,1327,Other,True
46953,1327,Retail,True
40351,1327,TMT,True
36326,1327,Transport,False
21239,1328,Biotech / Life Science,False
25829,1328,Clean Tech / Renewable,False
35373,1328,Consumer Goods,True
3474,1328,Diversified,True
3598,1328,Energy / Oil & Gas,False
12227,1328,Financial Services,True
48106,1328,Healthcare,True
20010,1328,Industrials,True
36194,1328,Leisure,True
15557,1328,Manufacturing,True
24069,1328,Natural Resources,True
15555,1328,Other,False
33362,1328,Retail,True
31922,1328,TMT,True
50469,1328,Transport,True
41753,1329,Biotech / Life Science,False
63483,1329,Clean Tech / Renewable,False
30312,1329,Consumer Goods,False
18598,1329,Diversified,True
19434,1329,Energy / Oil & Gas,False
32521,1329,Financial Services,False
39832,1329,Healthcare,False
12309,1329,Industrials,False
46224,1329,Leisure,False
43607,1329,Manufacturing,False
11730,1329,Natural Resources,False
60775,1329,Other,False
13380,1329,Retail,False
26679,1329,TMT,False
265,1329,Transport,False
53048,1330,Biotech / Life Science,True
58919,1330,Clean Tech / Renewable,True
53047,1330,Consumer Goods,True
11034,1330,Diversified,True
47751,1330,Energy / Oil & Gas,True
37450,1330,Financial Services,True
58579,1330,Healthcare,True
14552,1330,Industrials,True
60972,1330,Leisure,True
42570,1330,Manufacturing,True
58755,1330,Natural Resources,False
11437,1330,Other,True
7929,1330,Retail,True
53009,1330,TMT,True
19734,1330,Transport,False
38139,1331,Biotech / Life Science,False
49833,1331,Clean Tech / Renewable,False
43562,1331,Consumer Goods,True
54902,1331,Diversified,True
14640,1331,Energy / Oil & Gas,True
5418,1331,Financial Services,True
13333,1331,Healthcare,True
29516,1331,Industrials,True
13598,1331,Leisure,False
57692,1331,Manufacturing,False
7889,1331,Natural Resources,False
51571,1331,Other,True
62602,1331,Retail,False
61993,1331,TMT,False
8634,1331,Transport,True
51168,1333,Biotech / Life Science,True
55744,1333,Clean Tech / Renewable,False
29128,1333,Consumer Goods,True
15388,1333,Diversified,True
37277,1333,Energy / Oil & Gas,True
50071,1333,Financial Services,True
27306,1333,Healthcare,True
25263,1333,Industrials,True
21571,1333,Leisure,True
24391,1333,Manufacturing,False
24731,1333,Natural Resources,False
41377,1333,Other,True
61311,1333,Retail,True
4737,1333,TMT,True
41793,1333,Transport,True
27773,1335,Biotech / Life Science,True
46214,1335,Clean Tech / Renewable,True
37379,1335,Consumer Goods,True
6947,1335,Diversified,True
25713,1335,Energy / Oil & Gas,True
52399,1335,Financial Services,False
40772,1335,Healthcare,True
59545,1335,Industrials,False
63841,1335,Leisure,False
15627,1335,Manufacturing,False
26609,1335,Natural Resources,False
3314,1335,Other,True
48952,1335,Retail,False
33494,1335,TMT,True
6580,1335,Transport,False
49131,1340,Biotech / Life Science,False
61974,1340,Clean Tech / Renewable,False
39941,1340,Consumer Goods,False
14477,1340,Diversified,True
48264,1340,Energy / Oil & Gas,True
36181,1340,Financial Services,True
15059,1340,Healthcare,True
60534,1340,Industrials,True
44495,1340,Leisure,False
48984,1340,Manufacturing,False
13246,1340,Natural Resources,False
39366,1340,Other,False
54837,1340,Retail,True
42759,1340,TMT,True
55986,1340,Transport,True
21779,1349,Biotech / Life Science,True
21415,1349,Clean Tech / Renewable,True
3987,1349,Consumer Goods,False
58812,1349,Diversified,True
42074,1349,Energy / Oil & Gas,True
47653,1349,Financial Services,False
19526,1349,Healthcare,True
50707,1349,Industrials,False
18624,1349,Leisure,False
46720,1349,Manufacturing,False
33816,1349,Natural Resources,False
58637,1349,Other,True
59939,1349,Retail,False
46450,1349,TMT,True
