,lp_id,type_id
1944,4216,5
1945,4217,9
1946,4221,9
1947,4222,5
1948,4226,17
1949,4229,5
1950,4230,12
1951,4231,5
1952,4232,5
1953,4233,12
1954,4234,9
1955,4236,5
1956,4239,1
1957,4240,5
1958,4241,5
1959,4242,12
1960,4243,4
1961,4246,5
1962,4248,5
1963,4253,12
1964,4255,3
1965,4257,9
1966,4259,5
1967,4260,1
1968,4262,1
1969,4266,5
1970,4269,8
1971,4271,12
1972,4272,12
1973,4274,12
1974,4276,25
1975,4278,5
1976,4279,12
1977,4283,5
1978,4284,12
1979,4288,3
1980,4289,5
1981,4290,5
1982,4291,12
1983,4293,8
1984,4294,3
1985,4296,12
1986,4297,1
1987,4300,1
1988,4301,4
1989,4302,8
1990,4304,3
1991,4305,25
1992,4306,26
1993,4309,4
1994,4310,17
1995,4311,12
1996,4313,9
1997,4314,12
1998,4320,26
1999,4321,5
2000,4327,12
2001,4331,26
2002,4333,12
2003,4344,12
2004,4347,12
2005,4350,26
2006,4360,12
2007,4364,12
2008,4366,26
2009,4369,5
2010,4464,12
2011,4506,12
2012,4507,12
2013,4510,1
2014,4513,12
2015,4514,12
2016,4517,12
2017,4518,12
2018,4521,12
2019,4522,12
2020,4523,12
2021,4525,12
2022,4526,12
2023,4527,12
2024,4528,12
2025,4530,12
2026,4536,5
2027,4537,12
2028,4538,26
2029,4540,12
2030,4545,26
2031,4551,5
2032,4555,5
2033,4567,9
2034,4581,12
2035,4586,12
2036,4599,8
2037,4616,12
2038,4622,5
2039,4631,25
2040,4636,12
2041,4638,12
2042,4648,12
2043,4658,12
2044,4665,12
2045,4666,12
2046,4668,5
2047,4678,8
2048,4679,5
2049,4682,26
2050,4692,12
2051,4699,12
2052,4703,12
2053,4709,5
2054,4720,12
2055,4721,12
2056,4733,1
2057,4739,26
2058,4749,26
2059,4750,5
2060,4759,12
2061,4763,17
2062,4769,26
2063,4771,5
2064,4772,5
2065,4773,5
2066,4774,4
2067,4775,26
2068,4790,4
2069,4791,1
2070,4793,1
2071,4799,26
2072,4801,12
2073,4802,1
2074,4808,5
2075,4809,12
2076,4810,26
2077,4812,12
2078,4834,12
2079,4835,12
2080,4836,12
2081,4838,12
2082,4839,12
2083,4840,5
2084,4841,5
2085,4842,5
2086,4843,5
2087,4844,12
2088,4852,12
2089,4854,12
2090,4858,5
2091,4860,5
2092,4861,12
2093,4862,12
2094,4865,12
2095,4867,12
2096,4869,26
2097,4874,5
2098,4879,12
2099,4883,12
2100,4884,12
2101,4887,12
2102,4893,4
2103,4898,4
2104,4899,4
2105,4902,25
2106,4907,4
2107,4922,12
2108,4923,26
2109,4930,9
2110,4933,12
2111,4938,12
2112,4949,12
2113,4950,12
2114,4951,26
2115,4952,26
2116,4953,12
2117,4959,25
2118,4965,26
2119,4966,12
2120,4970,5
2121,4985,12
2122,5012,9
2123,5024,12
2124,5028,12
2125,5035,12
2126,5040,12
2127,5046,12
2128,5055,12
2129,5057,12
2130,5058,5
2131,5065,5
2132,5067,3
2133,5071,12
2134,5078,9
2135,5092,12
2136,5095,12
2137,5096,12
2138,5097,12
2139,5103,9
2140,5105,1
2141,5111,12
2142,5113,12
2143,5118,12
2144,5120,12
2145,5123,5
2146,5124,25
2147,5136,13
2148,5142,13
2149,5147,18
2150,5151,13
2151,5154,13
2152,5158,13
2153,5168,13
2154,5169,13
2155,5178,13
2156,5181,13
2157,5184,18
2158,5187,13
2159,5189,13
2160,5198,13
2161,5209,1
2162,5212,9
2163,5217,13
2164,5218,13
2165,5220,1
2166,5313,18
2167,5322,18
2168,5348,4
2169,5370,12
2170,5401,1
2171,5466,9
2172,5471,9
2173,5528,9
2174,5575,1
2175,5576,1
2176,5578,1
2177,5587,9
2178,5595,18
2179,5598,1
2180,5612,17
2181,5669,25
2182,5671,1
2183,5684,1
2184,5687,1
2185,5692,1
2186,5711,18
2187,5722,9
2188,5760,4
2189,5770,1
2190,5774,9
2191,5794,1
2192,5812,25
2193,5819,1
2194,5860,4
2195,5875,1
2196,5899,4
2197,6159,9
2198,6211,1
2199,6236,18
2200,6311,4
2201,6350,17
2202,6359,17
2203,6361,18
2204,6371,18
2205,6376,18
2206,6389,1
2207,6407,9
2208,6417,25
2209,6440,9
2210,6452,9
2211,6461,1
2212,6467,1
2213,6478,9
2214,6486,17
2215,6487,9
2216,6495,9
2217,6512,1
2218,6515,1
2219,6521,1
2220,6523,17
2221,6536,17
2222,6550,1
2223,6560,9
2224,6562,1
2225,6565,9
2226,6572,18
2227,6573,17
2228,6585,9
2229,6595,1
2230,6600,9
2231,6608,9
2232,6610,1
2233,6635,17
2234,6636,3
2235,6644,9
2236,6668,18
2237,6673,18
2238,6675,1
2239,6680,9
2240,6701,1
2241,6709,1
2242,6744,17
2243,6752,9
2244,6800,9
2245,6804,17
2246,6856,9
2247,6969,23
2248,6972,1
2249,6995,9
2250,7045,1
2251,7085,9
2252,7101,9
2253,7110,1
2254,7229,1
2255,7273,1
2256,7321,9
2257,7364,9
2258,7423,17
2259,7425,1
2260,7454,9
2261,7526,9
2262,7597,9
2263,7604,9
2264,7610,1
2265,7630,9
2266,7634,1
2267,7655,9
2268,7671,18
2269,7699,9
2270,7709,17
2271,7735,1
2272,7753,17
2273,7868,17
2274,7884,17
2275,7918,17
2276,7974,17
2277,7994,25
2278,8004,1
2279,8019,17
2280,8032,17
2281,8051,1
2282,8105,17
2283,8175,17
2284,8180,9
2285,8230,17
2286,8314,9
2287,8322,1
2288,8325,1
2289,8370,9
2290,8378,25
2291,8405,1
2292,8424,17
2293,8429,9
2294,8454,9
2295,8457,9
2296,8620,9
2297,8642,1
2298,8774,9
2299,8793,17
2300,8794,9
2301,8802,13
2302,8804,9
2303,8806,18
2304,8855,9
2305,8862,9
2306,8904,3
2307,8905,25
2308,8915,12
2309,8916,12
2310,8938,12
2311,8940,3
2312,8987,9
2313,9011,8
2314,9025,23
2315,9038,1
2316,9056,5
2317,9058,23
2318,9071,3
2319,9081,25
2320,9086,12
2321,9100,9
2322,9345,1
2323,9647,4
2324,9785,17
2325,10178,19
2326,10257,5
2327,10259,12
2328,10276,5
2329,10281,5
2330,10282,12
2331,10283,5
2332,10284,12
2333,10285,5
2334,10293,5
2335,10296,5
2336,10304,12
2337,10305,12
2338,10308,12
2339,10331,5
2340,10333,5
2341,10340,9
2342,10353,12
2343,10360,5
2344,10361,5
2345,10370,3
2346,10395,12
2347,10396,5
2348,10530,12
2349,10551,5
2350,10598,5
2351,10611,5
2352,10612,9
2353,10617,5
2354,10625,5
2355,10627,5
2356,10628,5
2357,10630,4
2358,10632,12
2359,10635,9
2360,10647,27
2361,10649,12
2362,10653,26
2363,10654,17
2364,10657,26
2365,10660,13
2366,10678,12
2367,10687,12
2368,10694,26
2369,10739,17
2370,10746,12
2371,10749,9
2372,10804,26
2373,10830,23
2374,10836,9
2375,10847,17
2376,10877,3
2377,10915,23
2378,10921,17
2379,10923,17
2380,10925,1
2381,10926,4
2382,10930,1
2383,10938,3
2384,10941,1
2385,10943,12
2386,10956,13
2387,10988,9
2388,10998,9
2389,11004,1
2390,11010,9
2391,11011,23
2392,11060,4
2393,11076,3
2394,11080,27
2395,11087,8
2396,11133,23
2397,11148,17
2398,11149,13
2399,11154,13
2400,11176,23
2401,11249,9
2402,11250,12
2403,11251,3
2404,11252,12
2405,11255,25
2406,11282,12
2407,11287,3
2408,11289,3
2409,11293,18
2410,11331,12
2411,11339,5
2412,11396,26
2413,11408,23
2414,11447,17
2415,11501,9
2416,11518,9
2417,11523,3
2418,11525,12
2419,11532,3
2420,11537,12
2421,11541,12
2422,11542,12
2423,11550,12
2424,11552,12
2425,11568,12
2426,11576,12
2427,11577,12
2428,11585,9
2429,11631,5
2430,11633,3
2431,11666,9
2432,11708,3
2433,11761,5
2434,11767,5
2435,11772,9
2436,11777,12
2437,11783,5
2438,11798,17
2439,11829,26
2440,11858,3
2441,11859,3
2442,11863,5
2443,11888,23
2444,11889,23
2445,11893,1
2446,11902,12
2447,11906,25
2448,11919,3
2449,11925,9
2450,11928,5
2451,11930,9
2452,11931,4
2453,11934,4
2454,11935,18
2455,11936,5
2456,11942,5
2457,11947,5
2458,11948,9
2459,11968,5
2460,11995,9
2461,12004,26
2462,12009,9
2463,12011,1
2464,12014,23
2465,12030,3
2466,12035,9
2467,12037,27
2468,12046,3
2469,12111,3
2470,12240,17
2471,12252,3
2472,12297,4
2473,12338,9
2474,12384,25
2475,12486,5
2476,12493,5
2477,12494,5
2478,12495,4
2479,12497,4
2480,12501,5
2481,12502,5
2482,12524,4
2483,12534,23
2484,12535,25
2485,12550,25
2486,12552,12
2487,12611,5
2488,12629,23
2489,12630,5
2490,12631,9
2491,12640,9
2492,12656,4
2493,12662,9
2494,12664,9
2495,12666,12
2496,12676,9
2497,12716,5
2498,12718,5
2499,12720,9
2500,12722,9
2501,12726,23
2502,12738,3
2503,12739,3
2504,12741,3
2505,12768,5
2506,12779,1
2507,12782,26
2508,12805,4
2509,12822,4
2510,12845,12
2511,12847,3
2512,12856,12
2513,12880,12
2514,12928,12
2515,12936,5
2516,12938,3
2517,12946,3
2518,12948,3
2519,12949,3
2520,12950,4
2521,12956,26
2522,12959,3
2523,12960,9
2524,12967,25
2525,12983,1
2526,12990,3
2527,12992,9
2528,13004,9
2529,13012,23
2530,13014,5
2531,13019,3
2532,13021,12
2533,13065,12
2534,13070,12
2535,13072,12
2536,13075,25
2537,13097,12
2538,13138,1
2539,13145,5
2540,13157,12
2541,13160,12
2542,13163,5
2543,13167,5
2544,13169,23
2545,13177,1
2546,13187,12
2547,13207,4
2548,13223,26
2549,13233,3
2550,13259,1
2551,13292,8
2552,13298,1
2553,13300,17
2554,13309,3
2555,13362,12
2556,13363,23
2557,13369,12
2558,13371,9
2559,13381,17
2560,13406,1
2561,13417,5
2562,13418,3
2563,13429,1
2564,13430,25
2565,13434,5
2566,13451,9
2567,13463,25
2568,13468,3
2569,13496,17
2570,13511,3
2571,13530,9
2572,13536,8
2573,13626,23
2574,13639,3
2575,13647,25
2576,13653,1
2577,13661,5
2578,13666,5
2579,13681,9
2580,13682,5
2581,13685,26
2582,13686,17
2583,13695,3
2584,13699,5
2585,13700,12
2586,13734,5
2587,13735,5
2588,13736,5
2589,13737,5
2590,13739,9
2591,13740,4
2592,13752,26
2593,13761,5
2594,13762,26
2595,13763,5
2596,13767,5
2597,13771,12
2598,13772,5
2599,13773,3
2600,13774,5
2601,13799,18
2602,13804,3
2603,13805,5
2604,13808,5
2605,13826,5
2606,13829,3
2607,13834,5
2608,13835,12
2609,13837,5
2610,13843,12
2611,13847,12
2612,13858,5
2613,13861,5
2614,13862,5
2615,13863,5
2616,13864,5
2617,13867,5
2618,13868,5
2619,13869,5
2620,13870,5
2621,13873,3
2622,13874,5
2623,13880,9
2624,13885,12
2625,13889,12
2626,13890,5
2627,13891,5
2628,13892,5
2629,13893,5
2630,13894,5
2631,13897,5
2632,13899,5
2633,13900,5
2634,13901,5
2635,13904,5
2636,13909,9
2637,13917,5
2638,13920,27
2639,13922,5
2640,13923,5
2641,13925,5
2642,13926,8
2643,13927,5
2644,13928,5
2645,13929,5
2646,13930,5
2647,13931,5
2648,13932,5
2649,13933,5
2650,13935,5
2651,13937,5
2652,13938,5
2653,13939,5
2654,13941,5
2655,13942,5
2656,13945,5
2657,13950,5
2658,13952,5
2659,13954,5
2660,13961,3
2661,13962,3
2662,13964,5
2663,13965,5
2664,13966,5
2665,13967,5
2666,13968,27
2667,13974,5
2668,13982,5
2669,13987,12
2670,13989,26
2671,13990,5
2672,13991,5
2673,13992,5
2674,13995,5
2675,14005,3
2676,14010,5
2677,14015,5
2678,14026,5
2679,14028,5
2680,14029,5
2681,14031,12
2682,14032,5
2683,14033,5
2684,14034,5
2685,14035,5
2686,14038,5
2687,14039,5
2688,14041,5
2689,14042,5
2690,14043,5
2691,14044,5
2692,14046,26
2693,14048,5
2694,14051,5
2695,14052,17
2696,14054,5
2697,14056,26
2698,14059,26
2699,14079,5
2700,14081,5
2701,14082,5
2702,14084,12
2703,14085,5
2704,14086,5
2705,14087,12
2706,14088,5
2707,14089,5
2708,14090,5
2709,14091,25
2710,14094,5
2711,14098,5
2712,14101,26
2713,14112,8
2714,14119,8
2715,14122,9
2716,14123,12
2717,14124,5
2718,14126,5
2719,14128,9
2720,14129,5
2721,14138,5
2722,14155,5
2723,14158,5
2724,14160,5
2725,14162,5
2726,14166,5
2727,14179,5
2728,14180,5
2729,14181,5
2730,14182,5
2731,14183,5
2732,14184,5
2733,14185,5
2734,14186,5
2735,14188,5
2736,14191,5
2737,14199,5
2738,14200,5
2739,14201,5
2740,14202,5
2741,14203,5
2742,14204,3
2743,14206,5
2744,14208,5
2745,14217,5
2746,14219,9
2747,14230,5
2748,14231,5
2749,14232,12
2750,14234,5
2751,14235,5
2752,14236,5
2753,14257,23
2754,14259,26
2755,14260,12
2756,14263,12
2757,14267,3
2758,14268,23
2759,14276,1
2760,14277,5
2761,14282,3
2762,14286,12
2763,14295,12
2764,14296,5
2765,14298,13
2766,14299,8
2767,14300,3
2768,14324,8
2769,14325,8
2770,14326,5
2771,14330,13
2772,14335,9
2773,14339,5
2774,14343,26
2775,14351,9
2776,14361,23
2777,14373,20
2778,14374,3
2779,14388,12
2780,14414,25
2781,14419,12
2782,14421,12
2783,14423,1
2784,14456,3
2785,14460,3
2786,14474,5
2787,14475,26
2788,14476,3
2789,14477,5
2790,14480,25
2791,14493,13
2792,14496,9
2793,14498,4
2794,14499,5
2795,14507,3
2796,14511,5
2797,14517,4
2798,14518,4
2799,14539,4
2800,14543,9
2801,14563,3
2802,14565,12
2803,14567,5
2804,14571,25
2805,14574,25
2806,14598,5
2807,14603,12
2808,14604,3
2809,14620,1
2810,14627,5
2811,14629,1
2812,14633,3
2813,14653,23
2814,14654,5
2815,14660,13
2816,14669,1
2817,14676,13
2818,14677,5
2819,14679,17
2820,14683,9
2821,14684,9
2822,14687,4
2823,14688,25
2824,14721,1
2825,14728,5
2826,14729,25
2827,14730,5
2828,14738,12
2829,14743,8
2830,14755,18
2831,14758,9
2832,14778,25
2833,14786,5
2834,14788,5
2835,14790,5
2836,14793,5
2837,14794,4
2838,14795,25
2839,14796,5
2840,14797,5
2841,14798,5
2842,14800,5
2843,14803,5
2844,14806,5
2845,14807,5
2846,14813,5
2847,14814,5
2848,14816,5
2849,14817,5
2850,14818,5
2851,14819,5
2852,14821,5
2853,14822,5
2854,14830,5
2855,14831,5
2856,14833,5
2857,14835,5
2858,14836,5
2859,14837,5
2860,14838,5
2861,14840,5
2862,14841,5
2863,14842,5
2864,14844,5
2865,14845,5
2866,14846,5
2867,14848,5
2868,14850,5
2869,14851,5
2870,14852,5
2871,14854,5
2872,14856,5
2873,14857,5
2874,14858,5
2875,14860,5
2876,14861,5
2877,14862,5
2878,14864,5
2879,14865,5
2880,14866,5
2881,14869,5
2882,14870,5
2883,14872,5
2884,14873,5
2885,14874,5
2886,14876,5
2887,14878,5
2888,14879,5
2889,14880,5
2890,14883,5
2891,14884,5
2892,14885,5
2893,14889,12
2894,14893,5
2895,14894,5
2896,14895,5
2897,14896,5
2898,14897,5
2899,14900,5
2900,14901,5
2901,14902,5
2902,14904,5
2903,14912,4
2904,14916,9
2905,14920,4
2906,14927,4
2907,14933,4
2908,14937,4
2909,14943,1
2910,14959,4
2911,14960,5
2912,14963,5
2913,14967,5
2914,14968,5
2915,14969,5
2916,14970,5
2917,14971,26
2918,14972,5
2919,14973,5
2920,14978,5
2921,14984,5
2922,14985,5
2923,14986,5
2924,14987,5
2925,14988,5
2926,14989,5
2927,14991,4
2928,15001,4
2929,15004,9
2930,15008,4
2931,15016,9
2932,15029,4
2933,15033,9
2934,15062,5
2935,15075,5
2936,15076,5
2937,15077,5
2938,15078,5
2939,15079,5
2940,15081,5
2941,15088,26
2942,15089,3
2943,15090,3
2944,15091,12
2945,15092,26
2946,15096,3
2947,15111,1
2948,15118,3
2949,15119,13
2950,15125,9
2951,15139,12
2952,15140,12
2953,15141,18
2954,15143,26
2955,15152,3
2956,15155,5
2957,15158,5
2958,15159,5
2959,15161,25
2960,15172,25
2961,15182,12
2962,15189,5
2963,15191,12
2964,15192,3
2965,15197,8
2966,15198,18
2967,15232,3
2968,15249,26
2969,15258,8
2970,15262,5
2971,15263,5
2972,15265,8
2973,15271,25
2974,15272,26
2975,15274,12
2976,15275,9
2977,15276,26
2978,15279,12
2979,15280,26
2980,15283,5
2981,15284,12
2982,15285,26
2983,15286,5
2984,15295,26
2985,15297,26
2986,15298,26
2987,15301,26
2988,15302,26
2989,15306,26
2990,15313,17
2991,15319,26
2992,15320,26
2993,15321,26
2994,15331,26
2995,15332,5
2996,15343,5
2997,15344,26
2998,15345,5
2999,15346,12
3000,15347,5
3001,15349,5
3002,15351,5
3003,15352,5
3004,15353,13
3005,15354,5
3006,15355,5
3007,15365,5
3008,15369,27
3009,15377,1
3010,15382,9
3011,15388,5
3012,15389,5
3013,15391,5
3014,15394,1
3015,15401,9
3016,15425,3
3017,15431,5
3018,15436,5
3019,15442,25
3020,15447,12
3021,15451,4
3022,15459,26
3023,15460,12
3024,15464,26
3025,15466,12
3026,15467,25
3027,15469,5
3028,15470,12
3029,15475,27
3030,15482,5
3031,15494,25
3032,15510,4
3033,15511,9
3034,15513,5
3035,15518,18
3036,15522,5
3037,15530,5
3038,15532,5
3039,15541,25
3040,15542,25
3041,15543,25
3042,15552,5
3043,15554,5
3044,15555,25
3045,15556,25
3046,15557,25
3047,15559,25
3048,15560,25
3049,15561,25
3050,15562,25
3051,15569,3
3052,15570,5
3053,15571,8
3054,15572,5
3055,15573,5
3056,15577,4
3057,15579,25
3058,15585,13
3059,15586,13
3060,15593,1
3061,15595,5
3062,15596,9
3063,15597,13
3064,15598,26
3065,15601,5
3066,15603,5
3067,15605,9
3068,15606,5
3069,15607,5
3070,15618,5
3071,15619,18
3072,15640,3
3073,15645,18
3074,15654,3
3075,15659,12
3076,15663,12
3077,15676,5
3078,15682,1
3079,15691,5
3080,15695,12
3081,15697,5
3082,15698,4
3083,15719,4
3084,15722,18
3085,15725,25
3086,15727,5
3087,15728,5
3088,15730,5
3089,15735,5
3090,15736,9
3091,15745,8
3092,15759,5
3093,15763,5
3094,15769,3
3095,15773,9
3096,15775,26
3097,15781,9
3098,15787,1
3099,15823,12
3100,15848,5
3101,15857,5
3102,15864,4
3103,15865,5
3104,15866,5
3105,15869,1
3106,15871,8
3107,15872,4
3108,15876,8
3109,15880,4
3110,15883,3
3111,15888,4
3112,15890,9
3113,15894,4
3114,15908,9
3115,15914,4
3116,15918,26
3117,15920,12
3118,15941,12
3119,15942,9
3120,15956,4
3121,15973,3
3122,15977,3
3123,16016,5
3124,16019,5
3125,16027,5
3126,16028,5
3127,16030,5
3128,16031,5
3129,16032,5
3130,16033,5
3131,16035,5
3132,16036,5
3133,16038,5
3134,16040,5
3135,16045,5
3136,16046,26
3137,16047,5
3138,16048,5
3139,16049,5
3140,16050,12
3141,16051,5
3142,16053,26
3143,16055,12
3144,16056,5
3145,16057,12
3146,16058,5
3147,16059,5
3148,16063,26
3149,16064,4
3150,16065,9
3151,16076,5
3152,16079,8
3153,16080,12
3154,16082,26
3155,16084,5
3156,16090,3
3157,16093,8
3158,16102,26
3159,16105,5
3160,16110,5
3161,16112,26
3162,16120,26
3163,16121,3
3164,16125,8
3165,16126,12
3166,16127,26
3167,16129,26
3168,16135,5
3169,16137,26
3170,16140,26
3171,16146,26
3172,16148,5
3173,16149,5
3174,16153,25
3175,16154,26
3176,16155,12
3177,16157,5
3178,16159,26
3179,16161,12
3180,16162,26
3181,16168,3
3182,16169,5
3183,16170,26
3184,16172,5
3185,16176,26
3186,16181,26
3187,16186,26
3188,16191,3
3189,16192,3
3190,16193,8
3191,16195,26
3192,16212,3
3193,16214,12
3194,16234,9
3195,16236,3
3196,16238,5
3197,16244,3
3198,16245,18
3199,16246,5
3200,16249,12
3201,16252,26
3202,16263,5
3203,16265,5
3204,16266,5
3205,16267,5
3206,16273,5
3207,16275,18
3208,16276,25
3209,16279,8
3210,16284,5
3211,16285,1
3212,16287,8
3213,16288,9
3214,16289,1
3215,16294,8
3216,16302,9
3217,16305,5
3218,16306,8
3219,16308,12
3220,16309,5
3221,16310,5
3222,16311,5
3223,16312,5
3224,16317,25
3225,16318,5
3226,16319,9
3227,16325,5
3228,16326,5
3229,16327,5
3230,16342,5
3231,16344,5
3232,16345,5
3233,16347,26
3234,16348,5
3235,16349,5
3236,16350,5
3237,16356,3
3238,16357,5
3239,16358,5
3240,16360,5
3241,16361,5
3242,16362,5
3243,16363,5
3244,16369,9
3245,16370,26
3246,16371,5
3247,16375,5
3248,16377,5
3249,16378,5
3250,16379,5
3251,16380,4
3252,16381,12
3253,16382,9
3254,16384,9
3255,16385,26
3256,16390,5
3257,16392,5
3258,16396,12
3259,16398,9
3260,16399,8
3261,16401,5
3262,16411,1
3263,16413,5
3264,16414,5
3265,16417,26
3266,16419,8
3267,16420,5
3268,16421,8
3269,16427,5
3270,16429,5
3271,16432,5
3272,16436,9
3273,16438,5
3274,16439,8
3275,16441,8
3276,16447,12
3277,16450,12
3278,16451,26
3279,16452,9
3280,16460,5
3281,16481,25
3282,16485,26
3283,16487,26
3284,16488,26
3285,16489,26
3286,16491,5
3287,16493,5
3288,16496,4
3289,16499,5
3290,16507,8
3291,16508,9
3292,16513,26
3293,16516,5
3294,16517,9
3295,16518,3
3296,16520,3
3297,16525,5
3298,16535,5
3299,16536,12
3300,16541,5
3301,16545,26
3302,16560,5
3303,16562,12
3304,16568,5
3305,16574,5
3306,16575,5
3307,16576,5
3308,16578,3
3309,16579,3
3310,16586,5
3311,16591,5
3312,16593,5
3313,16594,5
3314,16596,3
3315,16598,5
3316,16599,3
3317,16600,5
3318,16604,5
3319,16606,5
3320,16608,5
3321,16609,5
3322,16610,5
3323,16611,18
3324,16615,5
3325,16621,1
3326,16622,5
3327,16630,3
3328,16638,12
3329,16645,12
3330,16646,5
3331,16647,12
3332,16648,12
3333,16650,12
3334,16660,5
3335,16661,5
3336,16664,5
3337,16666,5
3338,16686,8
3339,16726,9
3340,16733,5
3341,16743,4
3342,16750,12
3343,16757,9
3344,16766,12
3345,16783,5
3346,16790,5
3347,16795,8
3348,16801,1
3349,16807,9
3350,16809,23
3351,16825,18
3352,16831,12
3353,16876,5
3354,16878,12
3355,16879,9
3356,16887,17
3357,16894,5
3358,16895,5
3359,16898,5
3360,16899,26
3361,16907,9
3362,16911,23
3363,16937,3
3364,16954,5
3365,16973,3
3366,16981,9
3367,17012,3
3368,17016,17
3369,17021,5
3370,17028,12
3371,17031,9
3372,17037,9
3373,17043,25
3374,17046,5
3375,17048,9
3376,17049,5
3377,17051,1
3378,17057,4
3379,17075,4
3380,17085,12
3381,17089,9
3382,17091,5
3383,17093,3
3384,17094,5
3385,17095,26
3386,17096,5
3387,17098,19
3388,17103,4
3389,17116,5
3390,17117,5
3391,17118,5
3392,17125,25
3393,17126,9
3394,17128,5
3395,17129,9
3396,17131,8
3397,17133,26
3398,17136,25
3399,17138,25
3400,17143,9
3401,17144,8
3402,17145,4
3403,17146,18
3404,17147,9
3405,17150,26
3406,17154,12
3407,17160,25
3408,17161,5
3409,17162,25
3410,17168,1
3411,17170,5
3412,17176,4
3413,17179,5
3414,17182,9
3415,17187,9
3416,17188,26
3417,17194,5
3418,17196,8
3419,17213,9
3420,17227,9
3421,17229,26
3422,17231,9
3423,17238,9
3424,17239,1
3425,17244,12
3426,17246,9
3427,17249,5
3428,17270,5
3429,17274,5
3430,17277,5
3431,17278,5
3432,17281,5
3433,17285,12
3434,17286,5
3435,17287,5
3436,17288,5
3437,17303,3
3438,17310,9
3439,17320,5
3440,17326,5
3441,17327,5
3442,17333,5
3443,17339,5
3444,17340,5
3445,17342,5
3446,17343,5
3447,17344,5
3448,17345,5
3449,17350,9
3450,17351,12
3451,17353,17
3452,17359,5
3453,17367,5
3454,17368,5
3455,17369,5
3456,17370,5
3457,17371,5
3458,17373,5
3459,17374,12
3460,17375,5
3461,17376,5
3462,17378,5
3463,17379,5
3464,17380,5
3465,17381,5
3466,17383,5
3467,17384,5
3468,17386,5
3469,17388,5
3470,17389,5
3471,17391,5
3472,17393,5
3473,17399,26
3474,17400,5
3475,17402,5
3476,17403,5
3477,17405,5
3478,17406,5
3479,17407,5
3480,17408,5
3481,17409,5
3482,17410,5
3483,17411,5
3484,17413,5
3485,17414,5
3486,17415,5
3487,17416,5
3488,17417,5
3489,17419,5
3490,17420,5
3491,17421,5
3492,17422,5
3493,17423,5
3494,17424,5
3495,17426,5
3496,17427,5
3497,17432,5
3498,17434,5
3499,17436,5
3500,17437,5
3501,17439,5
3502,17440,9
3503,17442,5
3504,17444,5
3505,17445,5
3506,17446,5
3507,17447,5
3508,17448,5
3509,17449,5
3510,17450,5
3511,17451,5
3512,17452,5
3513,17454,5
3514,17456,25
3515,17465,5
3516,17478,8
3517,17480,9
3518,17483,5
3519,17484,5
3520,17486,5
3521,17490,18
3522,17493,12
3523,17495,9
3524,17498,5
3525,17506,23
3526,17507,5
3527,17508,5
3528,17513,25
3529,17516,8
3530,17522,26
3531,17524,12
3532,17525,5
3533,17526,5
3534,17544,5
3535,17545,26
3536,17547,5
3537,17555,5
3538,17556,12
3539,17577,8
3540,17607,9
3541,17628,4
3542,17644,1
3543,17649,9
3544,17655,12
3545,17657,9
3546,17751,23
3547,17752,3
3548,17785,9
3549,17789,8
3550,17797,5
3551,17798,5
3552,17800,5
3553,17815,12
3554,17854,8
3555,17889,1
3556,17891,4
3557,17894,12
3558,17914,5
3559,17915,5
3560,17916,5
3561,17917,5
3562,17918,5
3563,17919,5
3564,17921,5
3565,17923,5
3566,17924,5
3567,17928,5
3568,17929,5
3569,17930,5
3570,17931,5
3571,17932,5
3572,17933,5
3573,17934,5
3574,17936,5
3575,17937,5
3576,17938,5
3577,17939,5
3578,17940,5
3579,17941,5
3580,17942,5
3581,17943,5
3582,17944,5
3583,17945,5
3584,17946,5
3585,17950,5
3586,17951,5
3587,17952,5
3588,17953,5
3589,17958,5
3590,17960,5
3591,17961,5
3592,17962,5
3593,17963,5
3594,17966,5
3595,17968,5
3596,17970,5
3597,17971,5
3598,17973,5
3599,17974,5
3600,17978,5
3601,17979,5
3602,17982,5
3603,17983,5
3604,17989,5
3605,17990,5
3606,17991,5
3607,17992,12
3608,17995,5
3609,17998,5
3610,18006,5
3611,18023,23
3612,18031,5
3613,18034,9
3614,18036,8
3615,18037,8
3616,18040,5
3617,18050,5
3618,18056,5
3619,18057,4
3620,18066,5
3621,18067,5
3622,18068,5
3623,18069,5
3624,18070,5
3625,18071,5
3626,18073,5
3627,18078,3
3628,18084,9
3629,18086,13
3630,18101,12
3631,18102,3
3632,18103,12
3633,18104,12
3634,18105,12
3635,18131,3
3636,18135,3
3637,18158,8
3638,18196,5
3639,18205,1
3640,18214,12
3641,18233,9
3642,18234,9
3643,18238,25
3644,18239,1
3645,18240,9
3646,18248,12
3647,18255,4
3648,18262,9
3649,18292,5
3650,18295,26
3651,18297,26
3652,18307,5
3653,18329,5
3654,18334,3
3655,18335,3
3656,18369,23
3657,18393,8
3658,18410,5
3659,18413,9
3660,18419,8
3661,18432,3
3662,18469,20
3663,18498,4
3664,18504,1
3665,18557,5
3666,18561,5
3667,18565,12
3668,18607,12
3669,18622,1
3670,18670,9
3671,18693,9
3672,18717,5
3673,18735,1
3674,18752,4
3675,18759,1
3676,18775,4
3677,18785,5
3678,18792,9
3679,18805,12
3680,18814,8
3681,18817,4
3682,18892,1
3683,18893,3
3684,18910,12
3685,18929,9
3686,18931,12
3687,18939,5
3688,18942,9
3689,18943,5
3690,18945,5
3691,18948,8
